gen,nevals,avg,std,min,max
0,50,[0.6734  0.13374],[0.02588745 0.13617442],[0.607 0.004],[0.74 0.51]
1,4,[0.682 0.197],[0.02464954 0.13043159],[0.66  0.099],[0.73  0.452]
2,5,[0.662  0.1126],[0.01559487 0.0454911 ],[0.64 0.04],[0.687 0.168]
3,3,[0.676  0.1052],[0.0252824  0.03525564],[0.653 0.04 ],[0.72  0.142]
4,4,[0.6792 0.1914],[0.02597229 0.17549313],[0.65  0.019],[0.723 0.528]
5,5,[0.6698 0.1146],[0.01170299 0.04647408],[0.653 0.054],[0.683 0.19 ]
6,5,[0.6788 0.1794],[0.02671629 0.20401431],[0.647 0.03 ],[0.717 0.58 ]
7,3,[0.6596 0.0364],[0.01109234 0.02182292],[0.647 0.005],[0.677 0.067]
8,5,[0.6826 0.2502],[0.01807318 0.14664842],[0.653 0.094],[0.703 0.428]
9,3,[0.6646 0.1098],[0.01969365 0.0568978 ],[0.643 0.027],[0.697 0.159]
10,3,[0.6554 0.0712],[0.01167219 0.03338503],[0.643 0.027],[0.677 0.129]
11,4,[0.6706 0.216 ],[0.01170641 0.22477633],[0.65 0.07],[0.683 0.656]
12,5,[0.6872 0.1144],[0.02504716 0.07161732],[0.643 0.006],[0.713 0.186]
13,5,[0.6782 0.131 ],[0.02167395 0.03234192],[0.637 0.073],[0.697 0.171]
14,4,[0.6494 0.1244],[0.02246419 0.04236319],[0.617 0.088],[0.683 0.205]
15,4,[0.662  0.0972],[0.02667583 0.02644542],[0.637 0.063],[0.71  0.127]
16,4,[0.658  0.1312],[0.0200898  0.03894304],[0.627 0.07 ],[0.68  0.186]
17,5,[0.6828 0.1064],[0.01547126 0.05591637],[0.657 0.016],[0.7   0.172]
18,3,[0.676  0.1758],[0.01718139 0.18206966],[0.647 0.007],[0.7   0.524]
19,5,[0.6714 0.0986],[0.02704515 0.06935878],[0.643 0.019],[0.72 0.19]
20,4,[0.66   0.0772],[0.01277498 0.0500216 ],[0.647 0.016],[0.683 0.133]
21,4,[0.6858 0.0844],[0.02537243 0.04599391],[0.65  0.016],[0.723 0.138]
22,3,[0.6866 0.088 ],[0.03760106 0.05061225],[0.633 0.009],[0.723 0.135]
23,3,[0.6686 0.1546],[0.03498342 0.02387132],[0.63  0.122],[0.72  0.183]
24,3,[0.6766 0.1076],[0.02679254 0.06914796],[0.63 0.02],[0.7   0.183]
25,4,[0.6628 0.1196],[0.03735987 0.04386616],[0.607 0.056],[0.707 0.179]
