gen,nevals,avg,std,min,max
0,50,[0.6664  0.09646],[0.02629068 0.0876085 ],[0.62  0.008],[0.73  0.462]
1,4,[0.6754 0.1158],[0.01989573 0.04879918],[0.637 0.052],[0.693 0.175]
2,5,[0.692  0.0426],[0.01559487 0.03214094],[0.667 0.002],[0.713 0.084]
3,5,[0.6746 0.048 ],[0.03287309 0.06513678],[0.63  0.001],[0.723 0.176]
4,3,[0.6766 0.119 ],[0.0160574  0.05056085],[0.66  0.045],[0.703 0.176]
5,3,[0.666  0.0998],[0.0121326  0.05485763],[0.647 0.029],[0.683 0.176]
6,3,[0.6734 0.0952],[0.01555121 0.05612985],[0.647 0.029],[0.693 0.181]
7,5,[0.6874 0.0878],[0.02320862 0.03189608],[0.65  0.041],[0.72  0.125]
8,5,[0.6846 0.0806],[0.0259353  0.04073131],[0.64  0.024],[0.72  0.132]
9,3,[0.6752 0.1128],[0.03816491 0.02893717],[0.63 0.07],[0.72  0.151]
10,4,[0.6782 0.1098],[0.02337007 0.02160926],[0.657 0.075],[0.72  0.141]
11,4,[0.6754 0.0992],[0.02705254 0.0456526 ],[0.653 0.02 ],[0.727 0.148]
12,4,[0.664  0.0578],[0.01162755 0.05801517],[0.647 0.003],[0.68  0.168]
13,3,[0.6662 0.0928],[0.02832949 0.07861145],[0.627 0.014],[0.707 0.199]
14,4,[0.6614 0.1168],[0.00935094 0.04649043],[0.647 0.056],[0.673 0.162]
15,4,[0.6474 0.0994],[0.03614748 0.05198692],[0.597 0.047],[0.68  0.197]
16,3,[0.6542 0.115 ],[0.02690279 0.04812068],[0.61  0.047],[0.687 0.189]
17,5,[0.658  0.0496],[0.02855871 0.04621082],[0.62  0.014],[0.697 0.139]
18,3,[0.6674 0.06  ],[0.02303562 0.04930314],[0.633 0.014],[0.69  0.127]
19,5,[0.6778 0.0686],[0.0279385  0.05869106],[0.623 0.006],[0.7   0.154]
20,4,[0.6712 0.1214],[0.04111156 0.16309212],[0.623 0.005],[0.74  0.442]
21,4,[0.654  0.0688],[0.03369273 0.03233203],[0.593 0.028],[0.69  0.122]
22,4,[0.6918 0.0792],[0.01691626 0.0573041 ],[0.663 0.006],[0.71  0.161]
23,4,[0.6754 0.0282],[0.00960417 0.01769068],[0.663 0.007],[0.69 0.06]
24,3,[0.6646 0.0406],[0.00826075 0.03336825],[0.653 0.002],[0.677 0.096]
25,4,[0.6714 0.071 ],[0.00932952 0.03317831],[0.663 0.028],[0.687 0.114]
