gen,nevals,avg,std,min,max
0,50,[0.6613 0.0964],[0.02690446 0.08409209],[0.6   0.003],[0.72 0.44]
1,4,[0.666  0.0672],[0.04568588 0.04386525],[0.627 0.018],[0.73  0.134]
2,4,[0.664  0.1548],[0.02644239 0.14603753],[0.627 0.042],[0.703 0.442]
3,2,[0.6766 0.2078],[0.02249089 0.1922669 ],[0.65  0.026],[0.703 0.442]
4,5,[0.6468 0.0498],[0.01920833 0.02896481],[0.627 0.013],[0.683 0.085]
5,5,[0.6646 0.063 ],[0.02615033 0.02445404],[0.633 0.032],[0.707 0.103]
6,4,[0.6692 0.0518],[0.01336263 0.03347477],[0.643 0.008],[0.68  0.091]
7,4,[0.6446 0.0374],[0.02561718 0.01635359],[0.603 0.008],[0.673 0.051]
8,5,[0.6546 0.0786],[0.01939691 0.02733935],[0.637 0.028],[0.683 0.108]
9,2,[0.6572 0.0662],[0.01660602 0.03921938],[0.64  0.017],[0.68  0.124]
10,4,[0.6626 0.0852],[0.03326019 0.02652848],[0.597 0.034],[0.687 0.104]
11,4,[0.6772 0.083 ],[0.00957914 0.03147062],[0.663 0.034],[0.69  0.124]
12,3,[0.6794 0.074 ],[0.00922171 0.04807078],[0.667 0.003],[0.69  0.132]
13,5,[0.6796 0.0396],[0.01382172 0.02339744],[0.66  0.006],[0.697 0.072]
14,4,[0.682  0.0538],[0.01493988 0.02286832],[0.657 0.014],[0.697 0.077]
15,5,[0.666  0.0486],[0.01439444 0.03163289],[0.647 0.022],[0.687 0.11 ]
16,5,[0.6472 0.1092],[0.03543106 0.059998  ],[0.583 0.024],[0.687 0.198]
17,4,[0.6634 0.109 ],[0.02901448 0.05076219],[0.623 0.062],[0.697 0.198]
18,4,[0.6692 0.0886],[0.01531535 0.04639655],[0.653 0.033],[0.697 0.17 ]
19,5,[0.6552 0.0988],[0.02200364 0.05586197],[0.633 0.018],[0.697 0.17 ]
20,3,[0.666  0.0884],[0.01741264 0.06492642],[0.65 0.01],[0.697 0.17 ]
21,5,[0.642  0.1578],[0.01948333 0.17686198],[0.61  0.037],[0.67  0.502]
22,4,[0.6428 0.0756],[0.01754309 0.02668782],[0.61  0.046],[0.657 0.125]
23,3,[0.6574 0.1712],[0.00431741 0.13526182],[0.65  0.076],[0.663 0.428]
24,2,[0.6828 0.2366],[0.02966075 0.16028175],[0.657 0.076],[0.727 0.428]
25,5,[0.6706 0.1716],[0.02816097 0.17442546],[0.627 0.017],[0.703 0.512]
