gen,nevals,avg,std,min,max
0,50,[0.66118 0.07954],[0.02895769 0.07308576],[0.527 0.001],[0.703 0.442]
1,4,[0.6434 0.0712],[0.0088227  0.02435898],[0.63  0.025],[0.657 0.096]
2,4,[0.6688 0.079 ],[0.01933287 0.04602173],[0.647 0.003],[0.693 0.129]
3,5,[0.6614 0.0232],[0.01786169 0.01427445],[0.643 0.004],[0.693 0.046]
4,4,[0.6514 0.0554],[0.02114332 0.01957141],[0.617 0.019],[0.673 0.077]
5,3,[0.666  0.0862],[0.02105232 0.06401687],[0.637 0.019],[0.7   0.195]
6,4,[0.639  0.0642],[0.0256125  0.02991588],[0.597 0.028],[0.677 0.105]
7,4,[0.66   0.1476],[0.02536139 0.1856347 ],[0.633 0.006],[0.703 0.512]
8,3,[0.654  0.0776],[0.02883054 0.06425761],[0.617 0.01 ],[0.703 0.198]
9,3,[0.6434 0.1196],[0.00838093 0.09320215],[0.63  0.004],[0.65  0.198]
10,5,[0.662  0.0622],[0.02856571 0.02287706],[0.62  0.027],[0.7   0.088]
11,4,[0.6726 0.0448],[0.01531796 0.0336119 ],[0.653 0.003],[0.7   0.089]
12,4,[0.6806 0.0488],[0.01746539 0.05597642],[0.653 0.01 ],[0.7  0.16]
13,4,[0.6848 0.0378],[0.01077775 0.04666648],[0.67  0.006],[0.697 0.129]
14,3,[0.6752 0.0246],[0.02849842 0.03377336],[0.623 0.004],[0.703 0.092]
15,4,[0.6812 0.0586],[0.01208967 0.03913873],[0.67  0.007],[0.703 0.119]
16,5,[0.6736 0.2222],[0.0325306  0.20153352],[0.617 0.001],[0.717 0.48 ]
17,4,[0.678  0.0578],[0.02544013 0.04345296],[0.633 0.001],[0.71  0.112]
18,3,[0.674  0.0734],[0.03554153 0.01278437],[0.613 0.057],[0.71  0.087]
19,5,[0.676 0.066],[0.01820989 0.03104835],[0.647 0.027],[0.7   0.117]
20,4,[0.6528 0.1082],[0.05110147 0.15323498],[0.56  0.016],[0.713 0.414]
21,5,[0.6766 0.0986],[0.04277663 0.06323164],[0.627 0.012],[0.733 0.182]
22,3,[0.6672 0.1162],[0.03888136 0.06558475],[0.63  0.027],[0.733 0.182]
23,4,[0.66   0.0926],[0.0172974  0.05858874],[0.63  0.013],[0.683 0.182]
24,4,[0.6636 0.162 ],[0.01882126 0.16914727],[0.64  0.042],[0.697 0.494]
25,2,[0.6688 0.093 ],[0.01223765 0.03569874],[0.657 0.042],[0.69  0.132]
