gen,nevals,avg,std,min,max
0,50,[0.66496 0.06084],[0.022653  0.0478449],[0.61  0.001],[0.72  0.186]
1,4,[0.6648 0.0678],[0.01498533 0.03865437],[0.647 0.022],[0.68  0.136]
2,3,[0.6534 0.0408],[0.03663113 0.02691765],[0.603 0.006],[0.707 0.079]
3,5,[0.6574 0.0526],[0.01985548 0.00985089],[0.627 0.04 ],[0.683 0.069]
4,4,[0.6666 0.078 ],[0.02257964 0.04244997],[0.643 0.038],[0.7  0.16]
5,5,[0.6712 0.0406],[0.01173712 0.02322585],[0.66  0.011],[0.693 0.068]
6,2,[0.6632 0.049 ],[0.02002399 0.03461214],[0.63  0.011],[0.693 0.105]
7,4,[0.672  0.0246],[0.02208167 0.03015029],[0.63 0.  ],[0.69  0.084]
8,5,[0.6518 0.0576],[0.0210276  0.05642198],[0.63  0.013],[0.683 0.166]
9,4,[0.668  0.0436],[0.01073313 0.04941498],[0.65  0.014],[0.683 0.142]
10,4,[0.656  0.0394],[0.00995992 0.04057388],[0.643 0.002],[0.673 0.096]
11,2,[0.654  0.0326],[0.00687023 0.02951339],[0.643 0.002],[0.663 0.081]
12,4,[0.6572 0.0496],[0.0109252  0.02767381],[0.64  0.004],[0.673 0.078]
13,3,[0.6494 0.0374],[0.02080961 0.02406325],[0.62  0.004],[0.673 0.078]
14,4,[0.6634 0.0426],[0.00705975 0.01460959],[0.653 0.025],[0.67  0.065]
15,5,[0.6468 0.0306],[0.0156512  0.01732743],[0.627 0.017],[0.667 0.06 ]
16,3,[0.658  0.0406],[0.02536927 0.0305588 ],[0.627 0.017],[0.7   0.094]
17,4,[0.6454 0.0762],[0.02059709 0.06617976],[0.623 0.017],[0.67  0.198]
18,3,[0.6688 0.0884],[0.02502319 0.07351354],[0.627 0.017],[0.7   0.198]
19,4,[0.6686 0.0482],[0.01696585 0.02331008],[0.65  0.016],[0.7   0.076]
20,4,[0.6474 0.055 ],[0.01873606 0.02343502],[0.62 0.03],[0.67  0.095]
21,3,[0.6306 0.06  ],[0.00781281 0.02480323],[0.62 0.02],[0.64  0.095]
22,4,[0.6648 0.046 ],[0.02661128 0.01621111],[0.623 0.028],[0.697 0.073]
23,4,[0.6736 0.0426],[0.02936392 0.0279614 ],[0.64  0.017],[0.717 0.095]
24,5,[0.6672 0.0342],[0.02529348 0.02551392],[0.63  0.001],[0.7   0.079]
25,4,[0.668  0.0432],[0.02489177 0.02759275],[0.63  0.004],[0.7   0.082]
