gen,nevals,avg,std,min,max
0,50,[0.8778  0.62164],[0.02468927 0.23079227],[0.843 0.324],[0.904 0.872]
1,2,[0.8838 0.5864],[0.02271035 0.23090916],[0.855 0.382],[0.903 0.87 ]
2,4,[0.9022 0.402 ],[0.0004     0.01806654],[0.902 0.37 ],[0.903 0.426]
3,4,[0.9022 0.402 ],[0.0004     0.01806654],[0.902 0.37 ],[0.903 0.426]
4,5,[0.9024 0.396 ],[0.0004899  0.01088118],[0.902 0.38 ],[0.903 0.406]
5,3,[0.9024 0.3908],[0.0010198  0.02207623],[0.901 0.364],[0.904 0.414]
6,5,[0.9018 0.404 ],[0.0004     0.00619677],[0.901 0.394],[0.902 0.41 ]
7,4,[0.9022 0.3964],[0.00074833 0.01202664],[0.901 0.382],[0.903 0.41 ]
8,4,[0.9028 0.3864],[0.00074833 0.01670449],[0.902 0.358],[0.904 0.406]
9,4,[0.902 0.402],[1.11022302e-16 4.38178046e-03],[0.902 0.394],[0.902 0.406]
10,3,[0.8918 0.4844],[0.02090359 0.1750264 ],[0.85  0.382],[0.903 0.834]
11,2,[0.902  0.3992],[0.00063246 0.0104    ],[0.901 0.382],[0.903 0.412]
12,4,[0.8924 0.4892],[0.01921041 0.18358475],[0.854 0.382],[0.903 0.856]
13,4,[0.8932 0.486 ],[0.01862686 0.19155365],[0.856 0.368],[0.904 0.868]
14,4,[0.9022 0.388 ],[0.0004     0.02641212],[0.902 0.338],[0.903 0.406]
15,4,[0.902  0.3988],[0.00063246 0.01505191],[0.901 0.37 ],[0.903 0.414]
16,5,[0.902  0.4036],[1.11022302e-16 1.95959179e-03],[0.902 0.402],[0.902 0.406]
17,4,[0.9024 0.3912],[0.0004899  0.01299846],[0.902 0.37 ],[0.903 0.402]
18,5,[0.9022 0.396 ],[0.00074833 0.01186592],[0.901 0.382],[0.903 0.41 ]
19,4,[0.9018 0.4032],[0.0004     0.00448999],[0.901 0.4  ],[0.902 0.412]
20,3,[0.902  0.4004],[1.11022302e-16 5.42586399e-03],[0.902 0.39 ],[0.902 0.406]
21,4,[0.9022 0.3996],[0.0004    0.0103846],[0.902 0.38 ],[0.903 0.41 ]
22,3,[0.902  0.4028],[1.11022302e-16 3.70944740e-03],[0.902 0.4  ],[0.902 0.41 ]
23,2,[0.902  0.4032],[1.11022302e-16 4.66476152e-03],[0.902 0.396],[0.902 0.41 ]
24,4,[0.9016 0.4056],[0.0004899  0.00637495],[0.901 0.396],[0.902 0.412]
25,3,[0.893  0.4972],[0.01751571 0.19367437],[0.858 0.382],[0.903 0.884]
