gen,nevals,avg,std,min,max
0,50,[0.88152 0.53476],[0.0251986  0.25072436],[0.837 0.284],[0.903 0.88 ]
1,4,[0.891  0.4372],[0.02001    0.21434775],[0.851 0.312],[0.902 0.864]
2,4,[0.9012 0.3276],[0.0004     0.01091055],[0.901 0.312],[0.902 0.34 ]
3,4,[0.901  0.3312],[0.         0.00934666],[0.901 0.318],[0.901 0.34 ]
4,5,[0.9008 0.332 ],[0.0004    0.0139714],[0.9   0.318],[0.901 0.35 ]
5,3,[0.889  0.4256],[0.024      0.18895248],[0.841 0.318],[0.901 0.802]
6,5,[0.8916 0.4468],[0.01930389 0.21174173],[0.853 0.3  ],[0.902 0.868]
7,4,[0.9012 0.3344],[0.0004     0.01781685],[0.901 0.3  ],[0.902 0.352]
8,2,[0.901  0.3396],[0.        0.0107629],[0.901 0.322],[0.901 0.356]
9,5,[0.901  0.3612],[0.         0.02022276],[0.901 0.34 ],[0.901 0.396]
10,3,[0.901  0.3728],[0.         0.01647301],[0.901 0.352],[0.901 0.396]
11,4,[0.891  0.4624],[0.01950385 0.21174475],[0.852 0.332],[0.901 0.884]
12,5,[0.9008 0.3736],[0.0004     0.01969365],[0.9   0.352],[0.901 0.404]
13,5,[0.901  0.3632],[0.        0.0212264],[0.901 0.348],[0.901 0.404]
14,4,[0.901  0.3464],[0.         0.00542586],[0.901 0.34 ],[0.901 0.352]
15,5,[0.901  0.3688],[0.         0.02167395],[0.901 0.34 ],[0.901 0.396]
16,4,[0.9008 0.352 ],[0.0004     0.01102724],[0.9  0.34],[0.901 0.368]
17,4,[0.9008 0.3624],[0.0004     0.01631686],[0.9   0.348],[0.901 0.392]
18,4,[0.901  0.3412],[0.         0.01099818],[0.901 0.322],[0.901 0.352]
19,3,[0.901  0.3492],[0.         0.01750885],[0.901 0.322],[0.901 0.368]
20,3,[0.901  0.3548],[0.         0.02391987],[0.901 0.322],[0.901 0.392]
21,4,[0.8902 0.4412],[0.02160926 0.20128229],[0.847 0.312],[0.902 0.842]
22,4,[0.9012 0.3312],[0.0009798  0.02801714],[0.9   0.286],[0.903 0.364]
23,2,[0.9022 0.3072],[0.0009798  0.02464467],[0.901 0.286],[0.903 0.352]
24,4,[0.9022 0.302 ],[0.00074833 0.00669328],[0.901 0.296],[0.903 0.314]
25,4,[0.9022 0.3152],[0.00116619 0.02045874],[0.901 0.296],[0.904 0.34 ]
