gen,nevals,avg,std,min,max
0,50,[0.87674 0.49374],[0.02400651 0.21466987],[0.832 0.125],[0.901 0.756]
1,4,[0.8532 0.7472],[0.00074833 0.01933287],[0.852 0.73 ],[0.854 0.778]
2,4,[0.853  0.7376],[0.00126491 0.01438888],[0.851 0.722],[0.854 0.762]
3,4,[0.849  0.7096],[0.00622896 0.05506941],[0.837 0.616],[0.855 0.788]
4,5,[0.8512 0.7296],[0.00462169 0.02636361],[0.842 0.678],[0.854 0.746]
5,3,[0.8626 0.6524],[0.01771553 0.17536431],[0.853 0.302],[0.898 0.752]
6,4,[0.8622 0.6572],[0.01791536 0.174322  ],[0.852 0.31 ],[0.898 0.772]
7,4,[0.871 0.574],[0.02205448 0.22196937],[0.852 0.296],[0.898 0.8  ]
8,4,[0.8618 0.6424],[0.0187446  0.17804898],[0.848 0.288],[0.899 0.746]
9,5,[0.86   0.6312],[0.01976866 0.17247655],[0.844 0.288],[0.899 0.734]
10,5,[0.8616 0.6432],[0.01824938 0.17878076],[0.85  0.286],[0.898 0.74 ]
11,4,[0.8616 0.6492],[0.01835865 0.16710524],[0.848 0.316],[0.898 0.75 ]
12,3,[0.8704 0.556 ],[0.02254418 0.2001959 ],[0.851 0.306],[0.898 0.732]
13,4,[0.8806 0.4868],[0.02172188 0.20906879],[0.854 0.29 ],[0.899 0.742]
14,3,[0.8898 0.3876],[0.01790419 0.17883803],[0.854 0.272],[0.899 0.742]
15,3,[0.889 0.388],[0.01900526 0.16681487],[0.851 0.272],[0.899 0.716]
16,5,[0.8892 0.4056],[0.01810414 0.19812885],[0.853 0.282],[0.899 0.798]
17,3,[0.8984 0.29  ],[0.0004899  0.00669328],[0.898 0.282],[0.899 0.302]
18,5,[0.8986 0.2936],[0.0004899  0.01504128],[0.898 0.266],[0.899 0.312]
19,4,[0.8982 0.2996],[0.0004     0.01022937],[0.898 0.282],[0.899 0.312]
20,4,[0.8802 0.482 ],[0.02180275 0.20906267],[0.853 0.306],[0.898 0.742]
21,3,[0.8712 0.578 ],[0.02188515 0.22756098],[0.853 0.29 ],[0.898 0.806]
22,4,[0.8626 0.6652],[0.01770424 0.18015371],[0.853 0.306],[0.898 0.782]
23,5,[0.881  0.4904],[0.02124147 0.21387623],[0.854 0.296],[0.899 0.754]
24,4,[0.871 0.56 ],[0.02246775 0.20925391],[0.852 0.296],[0.899 0.746]
25,4,[0.8716 0.5604],[0.02196907 0.21589034],[0.853 0.296],[0.899 0.74 ]
