gen,nevals,avg,std,min,max
0,50,[0.87672 0.57868],[0.02460816 0.2151452 ],[0.849 0.276],[0.904 0.826]
1,5,[0.8818 0.5244],[0.02474187 0.20570036],[0.851 0.342],[0.902 0.78 ]
2,3,[0.8812 0.5248],[0.02548254 0.19640611],[0.849 0.354],[0.902 0.772]
3,3,[0.872  0.6108],[0.02450306 0.20805615],[0.851 0.354],[0.902 0.784]
4,3,[0.8724 0.6128],[0.02420413 0.20823679],[0.851 0.358],[0.902 0.798]
5,5,[0.8924 0.4408],[0.01970381 0.17473912],[0.853 0.34 ],[0.903 0.79 ]
6,4,[0.8922 0.4284],[0.02110355 0.1659706 ],[0.85 0.34],[0.903 0.76 ]
7,4,[0.8806 0.522 ],[0.02625719 0.19172063],[0.846 0.358],[0.902 0.778]
8,5,[0.8728 0.6128],[0.02468522 0.20799846],[0.851 0.322],[0.904 0.794]
9,4,[0.8732 0.6092],[0.02474995 0.22926875],[0.852 0.322],[0.904 0.822]
10,2,[0.8936 0.4308],[0.01981515 0.19676422],[0.854 0.314],[0.904 0.822]
11,5,[0.8814 0.5244],[0.02576509 0.2009792 ],[0.846 0.32 ],[0.903 0.794]
12,4,[0.8926 0.4468],[0.01930389 0.17541083],[0.854 0.316],[0.903 0.794]
13,3,[0.9026 0.364 ],[0.0008     0.03553027],[0.902 0.298],[0.904 0.392]
14,3,[0.9026 0.3476],[0.0008     0.03267782],[0.902 0.298],[0.904 0.382]
15,2,[0.9024 0.358 ],[0.0008     0.02950254],[0.902 0.302],[0.904 0.382]
16,4,[0.9024 0.3492],[0.0008     0.01861612],[0.902 0.312],[0.904 0.36 ]
17,4,[0.9026 0.3492],[0.0004899  0.01085173],[0.902 0.328],[0.903 0.358]
18,3,[0.9028 0.3412],[0.00074833 0.02203996],[0.902 0.298],[0.904 0.356]
19,2,[0.9028 0.3488],[0.00074833 0.02841408],[0.902 0.298],[0.904 0.386]
20,5,[0.9026 0.3456],[0.0008     0.02502479],[0.902 0.296],[0.904 0.362]
21,4,[0.9022 0.3596],[0.0009798  0.03127683],[0.901 0.306],[0.904 0.404]
22,4,[0.902  0.3672],[1.11022302e-16 8.99777750e-03],[0.902 0.358],[0.902 0.38 ]
23,3,[0.9024 0.3528],[0.0004899  0.01456571],[0.902 0.324],[0.903 0.362]
24,4,[0.9022 0.3692],[0.0004     0.00934666],[0.902 0.356],[0.903 0.382]
25,5,[0.8926 0.4456],[0.01930389 0.17622894],[0.854 0.352],[0.903 0.798]
