gen,nevals,avg,std,min,max
0,50,[0.73194 0.2084 ],[0.02467745 0.18244923],[0.653 0.   ],[0.77  0.596]
1,5,[0.7302 0.1756],[0.01676186 0.1585517 ],[0.697 0.   ],[0.743 0.47 ]
2,5,[0.7348 0.2078],[0.01282809 0.2133161 ],[0.71 0.  ],[0.747 0.618]
3,4,[0.726 0.315],[0.01611211 0.27787047],[0.703 0.   ],[0.74  0.672]
4,3,[0.7094 0.396 ],[0.02128474 0.21553376],[0.683 0.125],[0.747 0.618]
5,5,[0.736  0.1254],[0.02598461 0.06593209],[0.687 0.   ],[0.763 0.18 ]
6,3,[0.7366 0.1334],[0.01748828 0.07166478],[0.703 0.   ],[0.75  0.202]
7,4,[0.7228 0.3752],[0.02520635 0.2488135 ],[0.677 0.   ],[0.75  0.634]
8,3,[0.7122 0.3658],[0.02947134 0.29282104],[0.677 0.   ],[0.75  0.634]
9,4,[0.7096 0.289 ],[0.0248     0.24054771],[0.677 0.   ],[0.737 0.618]
10,4,[0.7162 0.1956],[0.02389477 0.22122351],[0.677 0.   ],[0.737 0.618]
11,4,[0.7214 0.2114],[0.02296606 0.17484347],[0.69  0.074],[0.743 0.552]
12,3,[0.7108 0.294 ],[0.0232069  0.20836506],[0.683 0.074],[0.74  0.602]
13,5,[0.7112 0.3544],[0.0309477  0.17321501],[0.67  0.117],[0.763 0.524]
14,4,[0.7292 0.3808],[0.02007386 0.2015752 ],[0.703 0.093],[0.76  0.566]
15,5,[0.73   0.3532],[0.0148054  0.14932033],[0.707 0.173],[0.747 0.516]
16,5,[0.722  0.2688],[0.01035374 0.16465042],[0.703 0.07 ],[0.733 0.466]
17,5,[0.732  0.1152],[0.01323631 0.05878231],[0.713 0.   ],[0.747 0.154]
18,4,[0.7406 0.0936],[0.01022937 0.07907111],[0.723 0.   ],[0.753 0.185]
19,5,[0.7428 0.0698],[0.00955824 0.03821727],[0.727 0.   ],[0.753 0.111]
20,4,[0.7454 0.065 ],[0.0118423  0.03464679],[0.727 0.028],[0.763 0.117]
21,5,[0.744  0.1068],[0.00995992 0.06381661],[0.73 0.  ],[0.757 0.177]
22,2,[0.7404 0.0838],[0.01212601 0.034626  ],[0.723 0.029],[0.753 0.125]
23,5,[0.736  0.0856],[0.01454648 0.03022317],[0.717 0.037],[0.76  0.119]
24,4,[0.7282 0.0876],[0.00785875 0.05224404],[0.717 0.009],[0.737 0.15 ]
25,5,[0.7398 0.1214],[0.01205653 0.04711093],[0.72  0.047],[0.753 0.178]
