gen,nevals,avg,std,min,max
0,50,[0.716   0.09368],[0.03817381 0.15559749],[0.657 0.   ],[0.777 0.66 ]
1,5,[0.7014 0.1612],[0.02978322 0.26834411],[0.677 0.   ],[0.753 0.692]
2,5,[0.7046 0.0756],[0.02749254 0.06904086],[0.677 0.   ],[0.757 0.178]
3,3,[0.6954 0.0136],[0.03316987 0.01640244],[0.67 0.  ],[0.76  0.037]
4,4,[0.7014 0.0028],[0.02636361 0.00342929],[0.677 0.   ],[0.747 0.009]
5,3,[0.7014 0.0162],[0.02278245 0.02285082],[0.677 0.   ],[0.737 0.061]
6,4,[0.7176 0.041 ],[0.03342813 0.03376981],[0.677 0.   ],[0.75  0.075]
7,4,[0.7414 0.0314],[0.01874673 0.01813946],[0.707 0.007],[0.76  0.061]
8,3,[0.7466 0.0358],[0.02004595 0.02318103],[0.707 0.007],[0.76  0.067]
9,3,[0.7362 0.0358],[0.02470951 0.03053785],[0.707 0.007],[0.767 0.083]
10,4,[0.7506 0.0722],[0.01940722 0.03499943],[0.713 0.023],[0.767 0.127]
11,3,[0.7342 0.0528],[0.02243569 0.02487087],[0.707 0.023],[0.767 0.083]
12,3,[0.7248 0.0494],[0.02069203 0.02386294],[0.707 0.023],[0.753 0.082]
13,3,[0.7108 0.0636],[0.02430144 0.06137948],[0.677 0.   ],[0.753 0.177]
14,4,[0.6936 0.046 ],[0.01379275 0.0392734 ],[0.677 0.   ],[0.707 0.096]
15,4,[0.6936 0.0412],[0.02846471 0.06712794],[0.677 0.   ],[0.75  0.173]
16,4,[0.681  0.0856],[0.008  0.1712],[0.677 0.   ],[0.697 0.428]
17,3,[0.677 0.   ],[0. 0.],[0.677 0.   ],[0.677 0.   ]
18,5,[0.691  0.0048],[0.028  0.0096],[0.677 0.   ],[0.747 0.024]
19,5,[0.677 0.   ],[0. 0.],[0.677 0.   ],[0.677 0.   ]
20,5,[0.677 0.   ],[0. 0.],[0.677 0.   ],[0.677 0.   ]
21,3,[0.6822 0.0896],[0.0104 0.1792],[0.677 0.   ],[0.703 0.448]
22,2,[0.6822 0.0896],[0.0104 0.1792],[0.677 0.   ],[0.703 0.448]
23,4,[0.6774 0.0586],[0.0032     0.07384741],[0.673 0.   ],[0.683 0.174]
24,5,[0.675  0.0658],[0.004      0.08172735],[0.667 0.   ],[0.677 0.186]
25,5,[0.6756 0.1222],[0.01611955 0.17393148],[0.647 0.   ],[0.697 0.464]
