gen,nevals,avg,std,min,max
0,50,[0.69516 0.10128],[0.03227653 0.12313099],[0.657 0.   ],[0.757 0.512]
1,5,[0.6926 0.112 ],[0.02688196 0.06783509],[0.657 0.   ],[0.74 0.2 ]
2,4,[0.696  0.2632],[0.02296084 0.22936992],[0.657 0.   ],[0.723 0.6  ]
3,4,[0.7226 0.252 ],[0.01505457 0.14373309],[0.697 0.104],[0.743 0.432]
4,4,[0.7068 0.2656],[0.02624805 0.1503617 ],[0.68 0.08],[0.753 0.456]
5,4,[0.724  0.2128],[0.02644995 0.13313211],[0.687 0.112],[0.753 0.472]
6,3,[0.7368 0.2264],[0.0249992  0.12451763],[0.687 0.132],[0.753 0.472]
7,3,[0.7274 0.1856],[0.02132229 0.11701897],[0.7   0.092],[0.747 0.416]
8,5,[0.724 0.1  ],[0.02087103 0.03249615],[0.697 0.06 ],[0.743 0.136]
9,4,[0.7232 0.1072],[0.02647565 0.03798105],[0.683 0.056],[0.747 0.172]
10,4,[0.72 0.1 ],[0.03303332 0.0428579 ],[0.673 0.02 ],[0.75 0.14]
11,4,[0.7076 0.0848],[0.03817643 0.04674356],[0.657 0.   ],[0.757 0.14 ]
12,5,[0.7034 0.26  ],[0.02129413 0.25702296],[0.677 0.016],[0.733 0.616]
13,4,[0.7028 0.1968],[0.02270154 0.21149979],[0.677 0.048],[0.733 0.616]
14,5,[0.6874 0.0992],[0.02502479 0.05422324],[0.657 0.   ],[0.733 0.156]
15,4,[0.688 0.092],[0.02689238 0.06207093],[0.657 0.   ],[0.737 0.176]
16,5,[0.6896 0.0632],[0.04028697 0.08269075],[0.657 0.   ],[0.747 0.204]
17,4,[0.6982 0.0528],[0.03379586 0.04464258],[0.657 0.   ],[0.73  0.108]
18,2,[0.6962 0.0456],[0.03210857 0.03824971],[0.657 0.   ],[0.727 0.084]
19,5,[0.7028 0.0712],[0.03897897 0.0730326 ],[0.657 0.   ],[0.753 0.196]
20,4,[0.7194 0.0832],[0.03389749 0.05698561],[0.657 0.   ],[0.757 0.176]
21,4,[0.7194 0.0672],[0.02801857 0.03607991],[0.67  0.008],[0.757 0.104]
22,4,[0.722 0.072],[0.03392934 0.05582831],[0.657 0.   ],[0.757 0.14 ]
23,5,[0.687  0.0168],[0.03687818 0.0215258 ],[0.657 0.   ],[0.737 0.052]
24,5,[0.701  0.1264],[0.03611094 0.1776036 ],[0.657 0.   ],[0.737 0.464]
25,5,[0.7014 0.0408],[0.03718925 0.0496    ],[0.657 0.   ],[0.743 0.128]
