precision,recall,f1score,mcc,avg_stat_par,avg_eq_odds,avg_ao,wc_stat_par,wc_eq_odds,wc_ao,acc,model,fairness_method
0.7581296992481202,0.7666666666666667,0.7585524885894371,0.43835460617288535,0.1515,0.123,0.0755,0.264,0.294,0.184,0.7666666666666667,logreg,NO_ONE
0.7084499140349291,0.7233333333333334,0.6864913622247538,0.2903887279713807,0.079,0.07450000000000001,0.0345,0.146,0.162,0.083,0.7233333333333334,svm,NO_ONE
0.76544,0.7666666666666667,0.7417295274877799,0.42183074386605374,0.021,0.0165,0.0435,0.105,0.071,0.07,0.7666666666666667,forest,NO_ONE
0.7062322518691267,0.7233333333333334,0.7034239622722894,0.3103474024737393,0.092,0.0635,0.0415,0.151,0.118,0.113,0.7233333333333334,knn,NO_ONE
0.6892783505154639,0.68,0.6839006915766953,0.2852299509592155,0.0755,0.07849999999999999,0.0695,0.259,0.203,0.191,0.68,tree,NO_ONE
