precision,recall,f1score,mcc,avg_stat_par,avg_eq_odds,avg_ao,wc_stat_par,wc_eq_odds,wc_ao,acc,model,fairness_method
0.7172111801242236,0.73,0.7159178462087619,0.3502990639374908,0.0655,0.038,0.055,0.14,0.083,0.126,0.73,logreg,NO_ONE
0.692797619047619,0.71,0.6760183808622787,0.27380917265709803,0.0695,0.019,0.073,0.108,0.042,0.107,0.71,svm,NO_ONE
0.7573877551020409,0.76,0.7375528507367072,0.41862720317841484,0.0325,0.0485,0.009,0.076,0.112,0.026,0.76,forest,NO_ONE
0.7151004016064256,0.7266666666666667,0.6975111111111111,0.32403443300629936,0.11499999999999999,0.062,0.10800000000000001,0.246,0.104,0.236,0.7266666666666667,knn,NO_ONE
0.6466701316701318,0.6633333333333333,0.6517185559161758,0.19814006919520608,0.158,0.165,0.136,0.262,0.352,0.265,0.6633333333333333,tree,NO_ONE
