precision,recall,f1score,mcc,avg_stat_par,avg_eq_odds,avg_ao,wc_stat_par,wc_eq_odds,wc_ao,acc,model,fairness_method
0.7180101277241323,0.7266666666666667,0.7218074074074075,0.2724900789564312,0.2425,0.202,0.22949999999999998,0.428,0.371,0.382,0.7266666666666667,logreg,NO_ONE
0.7440996687744655,0.7633333333333333,0.7474249864489919,0.33055147182908295,0.16749999999999998,0.0925,0.16999999999999998,0.38,0.316,0.325,0.7633333333333333,svm,NO_ONE
0.7388823976441531,0.7566666666666667,0.7435353901614877,0.32055259330207775,0.10800000000000001,0.0425,0.10600000000000001,0.193,0.108,0.158,0.7566666666666667,forest,NO_ONE
0.7132662868931242,0.7333333333333333,0.7197816676077545,0.2563478288849809,0.186,0.0995,0.20550000000000002,0.484,0.253,0.527,0.7333333333333333,knn,NO_ONE
0.7389434164655404,0.6933333333333334,0.7077083333333334,0.3161794019258032,0.125,0.124,0.0795,0.246,0.334,0.163,0.6933333333333334,tree,NO_ONE
