precision,recall,f1score,mcc,avg_stat_par,avg_eq_odds,avg_ao,wc_stat_par,wc_eq_odds,wc_ao,acc,model,fairness_method
0.7335173645487546,0.7433333333333333,0.7364091580975393,0.3704992321066996,0.16949999999999998,0.131,0.14600000000000002,0.223,0.284,0.203,0.7433333333333333,logreg,NO_ONE
0.6943036603855317,0.7166666666666667,0.6943833489585659,0.26756033145943364,0.152,0.098,0.152,0.213,0.185,0.195,0.7166666666666667,svm,NO_ONE
0.7313897596656218,0.7466666666666667,0.727525925925926,0.35170351698061436,0.14300000000000002,0.056,0.1495,0.202,0.159,0.235,0.7466666666666667,forest,NO_ONE
0.7056279323513366,0.7233333333333334,0.707974675657671,0.2994703087618331,0.186,0.157,0.17099999999999999,0.26,0.236,0.247,0.7233333333333334,knn,NO_ONE
0.6670238031844081,0.67,0.6684465776183758,0.21691585343270356,0.014499999999999999,0.0505,0.0165,0.209,0.242,0.229,0.67,tree,NO_ONE
