gen,nevals,avg,std,min,max
0,50,[0.68694 0.14474],[0.00706374 0.02676028],[0.675 0.094],[0.696 0.212]
1,5,[0.6878 0.1696],[0.00556417 0.01571751],[0.677 0.149],[0.693 0.189]
2,4,[0.691 0.141],[0.00209762 0.0317112 ],[0.689 0.09 ],[0.694 0.173]
3,3,[0.6898 0.1388],[0.0016     0.03706427],[0.689 0.08 ],[0.693 0.17 ]
4,2,[0.689  0.1536],[0.         0.03684888],[0.689 0.08 ],[0.689 0.175]
5,4,[0.6916 0.1242],[0.00257682 0.02719118],[0.689 0.08 ],[0.696 0.158]
6,5,[0.6928 0.1374],[0.00193907 0.02477579],[0.69  0.109],[0.695 0.181]
7,3,[0.6926 0.1362],[0.00215407 0.01611707],[0.69  0.119],[0.695 0.159]
8,4,[0.6906 0.1418],[0.00682935 0.02735251],[0.677 0.119],[0.695 0.193]
9,4,[0.689  0.1398],[0.00586515 0.01355581],[0.678 0.127],[0.694 0.163]
10,3,[0.692 0.137],[0.00260768 0.01844993],[0.688 0.111],[0.695 0.166]
11,1,[0.6912 0.142 ],[0.00263818 0.02193627],[0.688 0.108],[0.694 0.166]
12,5,[0.6918 0.1428],[0.00193907 0.02208529],[0.689 0.115],[0.694 0.169]
13,4,[0.6912 0.1486],[0.00116619 0.00776144],[0.69  0.139],[0.693 0.16 ]
14,2,[0.6882 0.1472],[0.00567098 0.03319277],[0.677 0.09 ],[0.692 0.193]
15,5,[0.688  0.1508],[0.00616441 0.02606454],[0.676 0.107],[0.693 0.176]
16,4,[0.6818 0.1752],[0.00630555 0.01062826],[0.676 0.165],[0.69  0.195]
17,5,[0.6844 0.1486],[0.00889044 0.03525677],[0.675 0.114],[0.695 0.2  ]
18,4,[0.6846 0.1352],[0.00852291 0.0178146 ],[0.677 0.114],[0.695 0.167]
19,4,[0.685  0.1582],[0.00707107 0.02183025],[0.676 0.12 ],[0.693 0.186]
20,5,[0.687  0.1498],[0.00593296 0.02392823],[0.679 0.12 ],[0.693 0.177]
21,4,[0.6868 0.1408],[0.00832827 0.01917707],[0.676 0.116],[0.697 0.164]
22,4,[0.6804 0.123 ],[0.00224499 0.02433927],[0.676 0.09 ],[0.682 0.164]
23,4,[0.6832 0.1454],[0.0053066  0.03452883],[0.677 0.115],[0.693 0.192]
24,4,[0.6812 0.161 ],[0.00604649 0.03003331],[0.676 0.112],[0.693 0.2  ]
25,4,[0.683  0.1544],[0.00681175 0.03419123],[0.675 0.113],[0.693 0.204]
