gen,nevals,avg,std,min,max
0,50,[0.67506 0.22138],[0.00553321 0.10389858],[0.667 0.139],[0.683 0.518]
1,5,[0.6738 0.2362],[0.00584466 0.10694559],[0.667 0.16 ],[0.681 0.448]
2,4,[0.6694 0.2558],[0.00300666 0.11663859],[0.667 0.182],[0.674 0.488]
3,5,[0.672  0.3472],[0.00154919 0.13317267],[0.669 0.163],[0.673 0.458]
4,5,[0.6726 0.4082],[0.00257682 0.12287294],[0.669 0.165],[0.675 0.494]
5,4,[0.6724 0.3532],[0.00361109 0.15189918],[0.667 0.143],[0.678 0.512]
6,4,[0.6704 0.2388],[0.00257682 0.11695367],[0.668 0.143],[0.675 0.466]
7,5,[0.6712 0.298 ],[0.00305941 0.14134355],[0.667 0.145],[0.676 0.476]
8,5,[0.6698 0.2532],[0.00222711 0.11299274],[0.668 0.161],[0.674 0.476]
9,5,[0.6696 0.2912],[0.00224499 0.12506862],[0.667 0.174],[0.672 0.448]
10,2,[0.6696 0.2926],[0.00224499 0.12711664],[0.667 0.175],[0.672 0.448]
11,4,[0.6736 0.4226],[0.00344093 0.113771  ],[0.667 0.197],[0.677 0.506]
12,4,[0.6676 0.195 ],[0.0012     0.00920869],[0.666 0.179],[0.669 0.207]
13,3,[0.6694 0.3052],[0.00382623 0.13308554],[0.666 0.194],[0.675 0.478]
14,2,[0.6694 0.3042],[0.00382623 0.13000831],[0.666 0.197],[0.675 0.478]
15,3,[0.6704 0.3018],[0.00366606 0.13598441],[0.666 0.175],[0.674 0.468]
16,3,[0.6702 0.2972],[0.00278568 0.13018971],[0.667 0.175],[0.674 0.468]
17,5,[0.6708 0.3076],[0.00305941 0.13208119],[0.668 0.186],[0.675 0.474]
18,5,[0.6698 0.3022],[0.00271293 0.13528104],[0.667 0.187],[0.674 0.488]
19,4,[0.6702 0.2976],[0.00213542 0.13605675],[0.667 0.165],[0.673 0.48 ]
20,3,[0.671  0.1798],[0.00517687 0.01515784],[0.667 0.162],[0.681 0.2  ]
21,3,[0.6694 0.1918],[0.0012     0.01761136],[0.667 0.165],[0.67  0.213]
22,5,[0.6694 0.246 ],[0.0026533  0.10737411],[0.666 0.182],[0.674 0.46 ]
23,4,[0.673  0.3022],[0.00374166 0.15533499],[0.669 0.165],[0.679 0.506]
24,4,[0.6734 0.319 ],[0.0051614  0.15602436],[0.667 0.187],[0.679 0.514]
25,5,[0.6752 0.2296],[0.00541849 0.11996433],[0.669 0.146],[0.682 0.466]
