gen,nevals,avg,std,min,max
0,50,[0.67278 0.25812],[0.00398141 0.12966567],[0.668 0.135],[0.682 0.52 ]
1,4,[0.6702 0.299 ],[0.00116619 0.1454524 ],[0.669 0.157],[0.672 0.488]
2,5,[0.6728 0.17  ],[0.00074833 0.02277718],[0.672 0.153],[0.674 0.214]
3,5,[0.6706 0.298 ],[0.00135647 0.14536575],[0.669 0.158],[0.673 0.488]
4,5,[0.6726 0.2576],[0.00484149 0.14697564],[0.669 0.168],[0.682 0.55 ]
5,4,[0.6734 0.185 ],[0.0048     0.02059126],[0.668 0.157],[0.682 0.211]
6,5,[0.6718 0.2442],[0.00396989 0.1226155 ],[0.668 0.162],[0.679 0.488]
7,3,[0.6704 0.3108],[0.00162481 0.15506695],[0.668 0.162],[0.673 0.502]
8,4,[0.6706 0.3042],[0.00185472 0.15807138],[0.668 0.159],[0.673 0.516]
9,3,[0.6694 0.3972],[0.00135647 0.17790492],[0.668 0.159],[0.672 0.57 ]
10,3,[0.6708 0.26  ],[0.0016     0.15637007],[0.669 0.158],[0.673 0.57 ]
11,4,[0.673  0.1818],[0.00236643 0.0236677 ],[0.67 0.15],[0.677 0.206]
12,4,[0.6712 0.3612],[0.00271293 0.12547892],[0.667 0.206],[0.674 0.494]
13,4,[0.6756 0.2478],[0.0032619  0.10877206],[0.673 0.158],[0.682 0.462]
14,5,[0.6784 0.2354],[0.00338231 0.11581468],[0.674 0.159],[0.682 0.464]
15,5,[0.6734 0.2538],[0.0010198  0.09416666],[0.672 0.2  ],[0.675 0.442]
16,4,[0.6764 0.1908],[0.0028    0.0168926],[0.673 0.164],[0.681 0.21 ]
17,3,[0.6768 0.2338],[0.00299333 0.10353241],[0.673 0.15 ],[0.682 0.438]
18,4,[0.676  0.2286],[0.00296648 0.10872645],[0.673 0.122],[0.681 0.438]
19,5,[0.6786 0.1784],[0.00287054 0.01921041],[0.675 0.152],[0.682 0.202]
20,5,[0.6756 0.2388],[0.00149666 0.10930947],[0.673 0.162],[0.677 0.456]
21,5,[0.672  0.3096],[0.00389872 0.1330227 ],[0.668 0.186],[0.679 0.496]
22,4,[0.6716 0.2398],[0.00174356 0.12183005],[0.669 0.146],[0.673 0.478]
23,4,[0.6734 0.2458],[0.0026533 0.1176085],[0.669 0.153],[0.676 0.478]
24,4,[0.6762 0.1794],[0.00172047 0.01979495],[0.673 0.141],[0.678 0.196]
25,5,[0.6752 0.257 ],[0.00116619 0.11567368],[0.673 0.192],[0.676 0.488]
