gen,nevals,avg,std,min,max
0,50,[0.66782 0.18666],[0.00273269 0.07829447],[0.661 0.094],[0.674 0.496]
1,4,[0.6666 0.1752],[0.00241661 0.01749743],[0.663 0.143],[0.67  0.195]
2,5,[0.667  0.1656],[0.00334664 0.02961486],[0.662 0.135],[0.67  0.218]
3,3,[0.6652 0.167 ],[0.00278568 0.02368966],[0.662 0.14 ],[0.669 0.207]
4,4,[0.6658 0.2296],[0.00292575 0.10836715],[0.662 0.15 ],[0.67  0.442]
5,5,[0.6676 0.1528],[0.0032619  0.03125636],[0.662 0.122],[0.671 0.201]
6,4,[0.6684 0.138 ],[0.00272764 0.01407125],[0.664 0.123],[0.672 0.159]
7,4,[0.665 0.153],[0.00260768 0.01542725],[0.663 0.123],[0.67  0.167]
8,3,[0.6658 0.1698],[0.00299333 0.01851918],[0.663 0.147],[0.671 0.2  ]
9,4,[0.664  0.2194],[0.00296648 0.12301967],[0.66  0.137],[0.669 0.464]
10,5,[0.6664 0.155 ],[0.00215407 0.01063955],[0.663 0.141],[0.669 0.172]
11,5,[0.6656 0.1634],[0.0028     0.02077113],[0.663 0.13 ],[0.669 0.195]
12,4,[0.6664 0.1538],[0.0012     0.00910824],[0.664 0.144],[0.667 0.169]
13,4,[0.6682 0.1404],[0.00263818 0.02216845],[0.664 0.099],[0.672 0.16 ]
14,3,[0.6674 0.1432],[0.00205913 0.00962081],[0.664 0.129],[0.67  0.159]
15,4,[0.6656 0.1562],[0.0028     0.01582909],[0.663 0.139],[0.669 0.182]
16,5,[0.6672 0.1718],[0.00222711 0.03036709],[0.663 0.133],[0.669 0.207]
17,5,[0.6662 0.1772],[0.00292575 0.01716275],[0.663 0.154],[0.67  0.207]
18,5,[0.6656 0.1696],[0.00257682 0.01253156],[0.663 0.152],[0.67  0.186]
19,3,[0.6652 0.1636],[0.00172047 0.01397999],[0.663 0.146],[0.668 0.186]
20,2,[0.666  0.1552],[0.00167332 0.01722092],[0.663 0.134],[0.668 0.186]
21,2,[0.6662 0.149 ],[0.00132665 0.00944458],[0.664 0.134],[0.668 0.159]
22,4,[0.6656 0.1472],[0.0026533 0.0136147],[0.662 0.129],[0.669 0.163]
23,4,[0.6644 0.1628],[0.00205913 0.01298307],[0.662 0.146],[0.668 0.186]
24,5,[0.6674 0.1504],[0.00445421 0.02414622],[0.662 0.112],[0.675 0.186]
25,5,[0.6668 0.148 ],[0.00256125 0.01808867],[0.663 0.129],[0.67  0.179]
