gen,nevals,avg,std,min,max
0,50,[0.65438 0.16832],[0.00306522 0.06601892],[0.649 0.096],[0.659 0.492]
1,4,[0.6504 0.2266],[0.0010198  0.11220267],[0.649 0.156],[0.652 0.45 ]
2,5,[0.6528 0.1764],[0.00331059 0.01566652],[0.649 0.157],[0.659 0.2  ]
3,5,[0.6526 0.162 ],[0.0026533  0.02767671],[0.649 0.113],[0.657 0.192]
4,4,[0.6536 0.1538],[0.00344093 0.04038515],[0.649 0.113],[0.658 0.217]
5,3,[0.6524 0.1692],[0.00300666 0.02882638],[0.649 0.133],[0.656 0.217]
6,3,[0.6518 0.1542],[0.00271293 0.0311217 ],[0.649 0.105],[0.656 0.189]
7,5,[0.6542 0.1602],[0.00231517 0.02416113],[0.652 0.127],[0.657 0.19 ]
8,4,[0.65   0.1744],[0.00154919 0.00793977],[0.649 0.165],[0.653 0.185]
9,5,[0.6508 0.2468],[0.00146969 0.11701521],[0.649 0.175],[0.653 0.48 ]
10,5,[0.65   0.1648],[0.00089443 0.02910945],[0.649 0.127],[0.651 0.209]
11,4,[0.652  0.1766],[0.00357771 0.02423716],[0.649 0.144],[0.659 0.209]
12,4,[0.6526 0.215 ],[0.00338231 0.12142817],[0.65  0.104],[0.659 0.45 ]
13,3,[0.6536 0.277 ],[0.00387814 0.15023715],[0.649 0.104],[0.659 0.464]
14,4,[0.6536 0.1556],[0.00355528 0.03265945],[0.649 0.104],[0.659 0.204]
15,4,[0.6526 0.1588],[0.00338231 0.00982649],[0.649 0.144],[0.657 0.173]
16,4,[0.652  0.2122],[0.00228035 0.11655797],[0.649 0.134],[0.656 0.444]
17,5,[0.653  0.1554],[0.00296648 0.0248    ],[0.65  0.131],[0.657 0.19 ]
18,3,[0.6536 0.1514],[0.00313688 0.0189589 ],[0.65 0.13],[0.659 0.18 ]
19,4,[0.654  0.1564],[0.00374166 0.03074801],[0.649 0.129],[0.66  0.195]
20,5,[0.6532 0.161 ],[0.00324962 0.03378165],[0.649 0.121],[0.657 0.218]
21,5,[0.6542 0.16  ],[0.00278568 0.01722788],[0.65  0.135],[0.657 0.18 ]
22,4,[0.6554 0.22  ],[0.00224499 0.12592379],[0.651 0.133],[0.657 0.468]
23,4,[0.6548 0.1488],[0.00248193 0.02042939],[0.65  0.112],[0.657 0.175]
24,4,[0.6564 0.137 ],[0.0032619  0.01808867],[0.65 0.12],[0.659 0.166]
25,5,[0.6574 0.1464],[0.0008     0.01380724],[0.657 0.127],[0.659 0.164]
