gen,nevals,avg,std,min,max
0,50,[0.6716  0.18682],[0.00346987 0.06451719],[0.666 0.126],[0.677 0.49 ]
1,5,[0.6736 0.163 ],[0.00185472 0.01350555],[0.67  0.141],[0.675 0.181]
2,4,[0.6724 0.1632],[0.00287054 0.02103711],[0.668 0.133],[0.675 0.19 ]
3,5,[0.6724 0.1626],[0.0032619 0.0265149],[0.668 0.127],[0.676 0.205]
4,4,[0.6708 0.1868],[0.00365513 0.02283331],[0.668 0.142],[0.678 0.205]
5,5,[0.671  0.2148],[0.00282843 0.11955819],[0.667 0.112],[0.675 0.448]
6,5,[0.6706 0.1794],[0.0032     0.02137849],[0.668 0.151],[0.675 0.208]
7,3,[0.67   0.1926],[0.00309839 0.00935094],[0.668 0.181],[0.676 0.208]
8,3,[0.6704 0.1766],[0.00241661 0.01132431],[0.668 0.159],[0.675 0.194]
9,5,[0.67   0.1668],[0.00268328 0.01838913],[0.667 0.138],[0.675 0.191]
10,5,[0.6702 0.3374],[0.00256125 0.16557005],[0.667 0.133],[0.674 0.486]
11,4,[0.6696 0.1668],[0.0012     0.01783704],[0.669 0.138],[0.672 0.193]
12,5,[0.6682 0.1576],[0.00222711 0.02754342],[0.664 0.104],[0.67  0.179]
13,5,[0.6674 0.1608],[0.00185472 0.03947354],[0.665 0.105],[0.67  0.214]
14,4,[0.667  0.2142],[0.00141421 0.11957157],[0.665 0.105],[0.669 0.446]
15,3,[0.6692 0.1748],[0.00074833 0.0112321 ],[0.668 0.165],[0.67  0.196]
16,4,[0.6692 0.2294],[0.00193907 0.11262611],[0.666 0.159],[0.671 0.454]
17,4,[0.6684 0.1576],[0.00162481 0.01659639],[0.666 0.131],[0.67  0.179]
18,5,[0.668  0.1728],[0.00167332 0.03930598],[0.666 0.098],[0.671 0.204]
19,2,[0.6676 0.1842],[0.0008     0.02418595],[0.667 0.143],[0.669 0.204]
20,4,[0.6684 0.1606],[0.0012     0.01009158],[0.667 0.143],[0.67  0.171]
21,4,[0.67   0.1614],[0.00357771 0.02278245],[0.667 0.122],[0.677 0.184]
22,5,[0.6684 0.1704],[0.00355528 0.02162036],[0.665 0.144],[0.675 0.209]
23,5,[0.6704 0.165 ],[0.00195959 0.02253886],[0.669 0.128],[0.674 0.197]
24,5,[0.6704 0.1858],[0.00293939 0.01468877],[0.668 0.161],[0.676 0.2  ]
25,4,[0.67   0.1794],[0.00260768 0.01187603],[0.668 0.161],[0.675 0.195]
