accuracy,recall,precision,f1,mcc,spd,aod,eod
0.899,0.724,0.781,0.748,0.502,0.172,0.07,0.051
0.903,0.761,0.787,0.773,0.547,0.204,0.095,0.096
0.899,0.704,0.791,0.736,0.488,0.206,0.141,0.194
0.902,0.714,0.799,0.746,0.505,0.2,0.12,0.146
0.901,0.761,0.782,0.771,0.543,0.205,0.087,0.065
0.903,0.761,0.787,0.773,0.547,0.19,0.074,0.061
0.9,0.707,0.794,0.74,0.494,0.199,0.13,0.174
0.9,0.706,0.793,0.738,0.491,0.19,0.117,0.151
0.903,0.735,0.795,0.76,0.527,0.184,0.091,0.107
0.904,0.711,0.806,0.746,0.508,0.194,0.125,0.176
0.902,0.712,0.801,0.745,0.505,0.185,0.103,0.118
0.9,0.747,0.781,0.763,0.527,0.195,0.089,0.083
0.902,0.732,0.792,0.757,0.521,0.2,0.106,0.115
0.902,0.753,0.785,0.767,0.537,0.195,0.087,0.082
0.905,0.765,0.792,0.778,0.557,0.2,0.089,0.092
0.903,0.727,0.796,0.755,0.518,0.214,0.13,0.156
0.899,0.75,0.777,0.762,0.526,0.205,0.094,0.079
0.901,0.73,0.789,0.755,0.516,0.186,0.088,0.085
0.902,0.76,0.783,0.771,0.542,0.195,0.079,0.063
0.902,0.704,0.805,0.74,0.499,0.208,0.14,0.185
0.901,0.671,0.82,0.714,0.467,0.165,0.108,0.145
0.901,0.71,0.796,0.743,0.499,0.204,0.132,0.173
0.901,0.701,0.8,0.736,0.491,0.187,0.122,0.173
0.9,0.753,0.779,0.765,0.532,0.196,0.084,0.071
0.901,0.705,0.797,0.739,0.494,0.217,0.145,0.18
0.901,0.722,0.792,0.75,0.51,0.193,0.109,0.134
0.903,0.761,0.787,0.773,0.547,0.188,0.073,0.061
0.898,0.7,0.786,0.731,0.477,0.182,0.108,0.131
0.898,0.726,0.778,0.748,0.501,0.212,0.124,0.137
0.902,0.701,0.806,0.738,0.497,0.182,0.103,0.114
0.903,0.708,0.804,0.743,0.503,0.182,0.107,0.136
0.9,0.763,0.779,0.77,0.541,0.191,0.076,0.066
0.902,0.684,0.813,0.725,0.481,0.184,0.126,0.173
0.902,0.758,0.785,0.77,0.542,0.201,0.093,0.095
0.892,0.737,0.758,0.747,0.495,0.171,0.072,0.076
0.902,0.696,0.805,0.734,0.489,0.186,0.122,0.167
0.892,0.682,0.77,0.713,0.443,0.155,0.07,0.048
0.898,0.708,0.785,0.738,0.487,0.176,0.093,0.102
