precision,recall,f1score,mcc,stat_par,eq_odds,ao,acc,model,fairness_method
0.849658373178559,0.865024215624342,0.8502025866907723,0.4395179847187313,-0.1100611059421128,-0.195138677232551,-0.1189838652310101,0.865024215624342,logreg,NO_ONE
0.8477379576521635,0.8639713623920825,0.8451602968411712,0.422041823764285,-0.0840712535132531,-0.1344229401605202,-0.0817450592801692,0.8639713623920825,svm,NO_ONE
0.8477943066473306,0.8633396504527269,0.8492834776608759,0.4354601286123252,-0.0974816769219163,-0.1343594432591689,-0.0875037220194541,0.8633396504527269,forest,NO_ONE
0.8314906361604393,0.8526005474836807,0.8323623815434869,0.36807368645174643,-0.07882434411214556,-0.0908640658335873,-0.06453827415858698,0.8526005474836807,knn,NO_ONE
0.7994330196175664,0.7953253316487682,0.7973196235354282,0.2796543293097063,-0.10583340264734387,-0.10817332114192829,-0.08754629300788902,0.7953253316487682,tree,NO_ONE
