precision,recall,f1score,mcc,stat_par,eq_odds,ao,acc,model,fairness_method
0.858210772440065,0.8806165956051164,0.8631466907297596,0.3244713847076119,0.2024425621872269,0.2089514709580085,0.172830737874579,0.8806165956051164,knn,NO_ONE
0.8828441389549362,0.8795233409861156,0.8811049739846547,0.4603477567037952,0.1880887525196682,0.0604475735479004,0.0849430689726522,0.8795233409861156,tree,NO_ONE
0.8867183053481252,0.8995299005138296,0.8886245772681852,0.4607881342019705,0.179216244855539,0.13994216746291177,0.11701853788886693,0.8995299005138296,logreg,NO_ONE
0.8746691300909717,0.891439816333224,0.86503004559247,0.3486586631065877,0.10169633316897025,0.14867990947950718,0.08803501985583008,0.891439816333224,svm,NO_ONE
0.8943258401861596,0.902918989832732,0.8970648874147711,0.5073793770319777,0.1452149984109602,0.07858938898667345,0.06286388304684515,0.902918989832732,forest,NO_ONE
