accuracy,recall,precision,f1,mcc,spd,aod,eod
0.838,0.748,0.798,0.767,0.544,0.161,0.063,0.06
0.839,0.756,0.796,0.772,0.551,0.183,0.095,0.109
0.839,0.756,0.796,0.772,0.551,0.184,0.098,0.114
0.807,0.811,0.756,0.771,0.565,0.273,0.119,0.064
0.8,0.812,0.753,0.767,0.561,0.315,0.169,0.122
0.839,0.757,0.795,0.773,0.551,0.192,0.111,0.133
0.799,0.813,0.752,0.766,0.562,0.32,0.175,0.13
0.8,0.812,0.752,0.766,0.561,0.315,0.168,0.122
0.81,0.809,0.758,0.773,0.565,0.253,0.099,0.044
0.839,0.756,0.797,0.773,0.552,0.185,0.099,0.116
0.802,0.812,0.754,0.768,0.563,0.302,0.153,0.104
0.814,0.806,0.76,0.775,0.564,0.226,0.071,0.013
0.822,0.79,0.765,0.776,0.555,0.133,0.03,0.1
0.839,0.758,0.795,0.773,0.552,0.19,0.105,0.122
0.802,0.812,0.754,0.768,0.563,0.305,0.157,0.108
0.803,0.812,0.755,0.769,0.564,0.3,0.151,0.102
0.801,0.814,0.754,0.768,0.564,0.332,0.188,0.145
0.799,0.813,0.752,0.766,0.562,0.322,0.175,0.127
0.84,0.757,0.797,0.773,0.552,0.186,0.098,0.113
0.822,0.794,0.765,0.777,0.558,0.148,0.014,0.084
0.839,0.757,0.796,0.773,0.552,0.186,0.099,0.115
0.808,0.81,0.757,0.772,0.565,0.263,0.109,0.053
0.801,0.814,0.754,0.768,0.565,0.335,0.192,0.15
0.799,0.813,0.753,0.767,0.563,0.33,0.184,0.138
0.839,0.749,0.799,0.768,0.545,0.161,0.063,0.058
0.839,0.757,0.796,0.773,0.552,0.19,0.106,0.125
0.838,0.752,0.796,0.77,0.547,0.176,0.087,0.099
0.84,0.758,0.797,0.774,0.553,0.191,0.11,0.133
0.802,0.813,0.754,0.769,0.564,0.303,0.155,0.107
0.799,0.812,0.752,0.766,0.561,0.318,0.171,0.124
0.802,0.812,0.754,0.769,0.563,0.303,0.153,0.104
0.8,0.812,0.753,0.767,0.562,0.314,0.168,0.12
0.837,0.742,0.799,0.763,0.538,0.145,0.038,0.017
0.804,0.811,0.755,0.769,0.563,0.292,0.142,0.091
0.836,0.741,0.798,0.762,0.535,0.143,0.036,0.015
0.839,0.752,0.798,0.77,0.547,0.173,0.085,0.096
0.839,0.757,0.796,0.773,0.552,0.191,0.108,0.13
0.799,0.814,0.753,0.767,0.563,0.333,0.189,0.146
0.806,0.811,0.756,0.771,0.565,0.282,0.131,0.079
0.802,0.812,0.754,0.768,0.563,0.306,0.157,0.108
0.803,0.812,0.755,0.769,0.563,0.295,0.146,0.097
0.8,0.813,0.753,0.767,0.564,0.331,0.187,0.143
0.801,0.812,0.753,0.768,0.562,0.308,0.16,0.112
0.838,0.75,0.796,0.768,0.544,0.172,0.084,0.094
0.8,0.813,0.753,0.767,0.563,0.321,0.175,0.128
0.839,0.755,0.797,0.772,0.55,0.18,0.091,0.104
0.84,0.758,0.796,0.774,0.553,0.192,0.11,0.132
0.803,0.812,0.754,0.769,0.563,0.298,0.15,0.102
0.809,0.809,0.758,0.773,0.564,0.256,0.101,0.045
0.838,0.746,0.799,0.766,0.542,0.152,0.048,0.033
0.839,0.754,0.796,0.771,0.549,0.18,0.093,0.108
0.839,0.756,0.796,0.772,0.551,0.184,0.096,0.11
0.801,0.812,0.753,0.767,0.562,0.308,0.16,0.11
0.799,0.812,0.752,0.766,0.561,0.318,0.171,0.124
0.799,0.812,0.752,0.766,0.56,0.317,0.17,0.123
0.838,0.749,0.798,0.768,0.545,0.166,0.074,0.08
0.799,0.813,0.753,0.766,0.563,0.327,0.181,0.136
0.804,0.812,0.755,0.77,0.564,0.297,0.149,0.101
0.804,0.812,0.755,0.77,0.565,0.296,0.147,0.098
0.799,0.813,0.753,0.766,0.562,0.322,0.178,0.133
0.81,0.808,0.758,0.773,0.564,0.247,0.092,0.037
0.8,0.812,0.752,0.766,0.562,0.317,0.171,0.124
0.799,0.812,0.752,0.766,0.561,0.318,0.172,0.126
0.839,0.752,0.797,0.77,0.547,0.177,0.088,0.098
0.804,0.812,0.755,0.77,0.564,0.293,0.143,0.094
0.802,0.812,0.754,0.768,0.563,0.304,0.155,0.106
0.837,0.741,0.799,0.762,0.536,0.141,0.031,0.007
0.801,0.812,0.753,0.767,0.562,0.312,0.165,0.117
0.84,0.757,0.797,0.773,0.552,0.186,0.098,0.113
0.839,0.756,0.797,0.772,0.551,0.184,0.096,0.11
0.801,0.812,0.753,0.767,0.562,0.311,0.163,0.114
0.839,0.754,0.797,0.771,0.549,0.179,0.09,0.102
0.8,0.814,0.753,0.767,0.564,0.326,0.18,0.135
0.839,0.754,0.797,0.771,0.549,0.179,0.091,0.103
0.8,0.813,0.753,0.767,0.563,0.324,0.178,0.132
0.8,0.813,0.753,0.767,0.563,0.328,0.183,0.139
0.799,0.813,0.752,0.766,0.562,0.322,0.176,0.131
0.8,0.814,0.753,0.767,0.564,0.331,0.186,0.142
0.8,0.814,0.753,0.767,0.564,0.33,0.185,0.14
0.8,0.814,0.753,0.767,0.564,0.331,0.186,0.142
0.8,0.814,0.753,0.767,0.564,0.331,0.187,0.144
0.799,0.813,0.753,0.767,0.563,0.333,0.188,0.145
0.8,0.813,0.753,0.767,0.564,0.325,0.179,0.133
0.8,0.814,0.753,0.767,0.563,0.33,0.186,0.142
0.799,0.813,0.753,0.766,0.563,0.335,0.19,0.145
0.8,0.814,0.753,0.767,0.564,0.33,0.185,0.142
0.8,0.814,0.753,0.767,0.564,0.326,0.18,0.134
0.799,0.813,0.753,0.766,0.563,0.336,0.191,0.146
0.8,0.814,0.753,0.767,0.563,0.332,0.188,0.144
0.8,0.813,0.753,0.767,0.563,0.321,0.175,0.13
0.799,0.813,0.753,0.767,0.563,0.335,0.191,0.146
0.8,0.813,0.753,0.767,0.563,0.327,0.18,0.134
0.8,0.814,0.753,0.767,0.563,0.333,0.188,0.144
0.8,0.813,0.753,0.767,0.563,0.329,0.184,0.139
0.8,0.814,0.754,0.768,0.564,0.326,0.18,0.134
0.8,0.814,0.753,0.767,0.564,0.331,0.186,0.142
0.802,0.814,0.754,0.768,0.565,0.336,0.195,0.156
0.8,0.813,0.753,0.767,0.563,0.33,0.185,0.141
0.8,0.814,0.753,0.767,0.564,0.332,0.187,0.142
0.801,0.814,0.754,0.768,0.564,0.335,0.194,0.156
0.8,0.813,0.753,0.767,0.563,0.328,0.183,0.139
0.8,0.812,0.753,0.767,0.562,0.313,0.166,0.117
0.8,0.814,0.753,0.767,0.564,0.331,0.187,0.145
0.8,0.813,0.753,0.767,0.563,0.333,0.188,0.144
0.803,0.812,0.754,0.769,0.564,0.3,0.151,0.102
0.799,0.813,0.753,0.766,0.562,0.336,0.191,0.147
0.8,0.814,0.753,0.767,0.563,0.325,0.179,0.133
0.8,0.814,0.753,0.767,0.564,0.332,0.188,0.144
0.8,0.813,0.753,0.767,0.563,0.33,0.186,0.142
0.799,0.813,0.752,0.766,0.562,0.322,0.176,0.131
0.803,0.812,0.755,0.769,0.564,0.296,0.147,0.097
0.8,0.813,0.753,0.767,0.563,0.329,0.184,0.139
0.8,0.812,0.753,0.767,0.561,0.311,0.163,0.115
0.804,0.812,0.755,0.77,0.564,0.287,0.136,0.085
0.804,0.812,0.755,0.77,0.564,0.29,0.14,0.089
0.799,0.813,0.753,0.767,0.562,0.324,0.178,0.132
0.799,0.813,0.753,0.766,0.562,0.324,0.178,0.132
0.804,0.812,0.755,0.77,0.564,0.289,0.138,0.086
