accuracy,recall,precision,f1,mcc,spd,aod,eod
0.813,0.739,0.752,0.745,0.491,0.086,0.017,0.007
0.795,0.717,0.728,0.722,0.444,0.085,0.04,0.044
0.812,0.733,0.752,0.741,0.484,0.088,0.046,0.059
0.836,0.771,0.785,0.777,0.555,0.086,0.032,0.04
0.815,0.724,0.758,0.738,0.481,0.114,0.097,0.146
0.808,0.693,0.755,0.713,0.444,0.076,0.04,0.05
0.806,0.719,0.744,0.729,0.462,0.092,0.056,0.073
0.848,0.764,0.812,0.783,0.574,0.088,0.042,0.06
0.829,0.75,0.778,0.762,0.527,0.087,0.036,0.042
0.787,0.666,0.719,0.683,0.382,0.055,0.02,0.022
0.81,0.734,0.749,0.741,0.483,0.092,0.035,0.027
0.803,0.726,0.739,0.732,0.465,0.099,0.051,0.052
0.83,0.747,0.782,0.761,0.528,0.081,0.049,0.081
0.799,0.718,0.734,0.725,0.451,0.075,0.034,0.044
0.829,0.761,0.775,0.767,0.536,0.081,0.029,0.038
0.848,0.764,0.812,0.783,0.574,0.088,0.045,0.067
0.817,0.738,0.759,0.747,0.497,0.091,0.039,0.04
0.814,0.735,0.755,0.743,0.489,0.089,0.039,0.041
0.803,0.728,0.739,0.733,0.467,0.101,0.049,0.045
0.814,0.728,0.756,0.74,0.483,0.086,0.055,0.083
0.828,0.709,0.8,0.736,0.501,0.071,0.035,0.05
0.832,0.755,0.782,0.766,0.536,0.081,0.031,0.041
0.8,0.735,0.735,0.735,0.47,0.1,0.047,0.043
0.813,0.746,0.752,0.749,0.497,0.088,0.015,0.014
0.845,0.767,0.804,0.782,0.57,0.08,0.032,0.048
0.816,0.7,0.773,0.722,0.467,0.079,0.05,0.072
0.792,0.714,0.723,0.718,0.437,0.086,0.034,0.025
0.816,0.72,0.763,0.736,0.481,0.094,0.063,0.087
0.804,0.729,0.741,0.734,0.47,0.094,0.036,0.024
0.812,0.737,0.751,0.744,0.488,0.078,0.024,0.021
0.807,0.735,0.744,0.739,0.479,0.106,0.055,0.057
0.808,0.735,0.745,0.74,0.48,0.081,0.015,0.007
0.807,0.732,0.745,0.738,0.477,0.099,0.057,0.072
0.828,0.739,0.781,0.755,0.518,0.078,0.026,0.026
0.813,0.74,0.752,0.746,0.492,0.092,0.035,0.027
0.812,0.742,0.752,0.747,0.494,0.084,0.032,0.032
0.782,0.605,0.742,0.617,0.319,0.035,0.017,0.024
0.811,0.742,0.749,0.746,0.492,0.093,0.034,0.026
0.817,0.73,0.762,0.743,0.491,0.094,0.05,0.06
0.819,0.752,0.761,0.757,0.513,0.09,0.039,0.046
0.794,0.719,0.726,0.723,0.446,0.094,0.039,0.028
0.806,0.734,0.743,0.738,0.477,0.081,0.032,0.035
0.846,0.767,0.805,0.782,0.57,0.086,0.037,0.052
0.81,0.732,0.749,0.739,0.48,0.085,0.032,0.029
0.809,0.736,0.747,0.741,0.483,0.092,0.046,0.054
0.83,0.713,0.801,0.74,0.506,0.061,0.024,0.038
0.792,0.711,0.724,0.717,0.434,0.087,0.051,0.067
0.808,0.719,0.748,0.731,0.466,0.087,0.047,0.058
0.818,0.747,0.76,0.753,0.508,0.09,0.045,0.059
0.817,0.737,0.759,0.746,0.495,0.079,0.023,0.017
0.812,0.735,0.752,0.743,0.487,0.073,0.006,0.018
0.807,0.727,0.744,0.735,0.471,0.1,0.055,0.062
0.809,0.738,0.747,0.742,0.485,0.095,0.046,0.05
