,Accuracy,Recall,Precision,F1,MCC,SPD,AOD,EOD,Run
44,0.783,0.695,0.763,0.712,0.453,0.034,0.04,0.028,16
45,0.743,0.63,0.709,0.64,0.33,0.025,0.017,0.002,16
46,0.763,0.657,0.744,0.671,0.391,0.032,0.013,0.011,16
47,0.73,0.636,0.678,0.645,0.311,0.041,0.005,0.003,16
48,0.723,0.649,0.669,0.656,0.317,0.067,0.048,0.003,17
49,0.75,0.683,0.704,0.691,0.387,0.121,0.095,0.047,17
50,0.737,0.634,0.691,0.644,0.32,0.179,0.159,0.131,17
51,0.74,0.622,0.706,0.629,0.317,0.105,0.092,0.048,17
52,0.727,0.603,0.63,0.61,0.231,0.115,0.124,0.08,13
53,0.71,0.636,0.631,0.634,0.268,0.074,0.092,0.018,13
54,0.71,0.653,0.639,0.644,0.292,0.004,0.001,0.029,13
55,0.727,0.607,0.631,0.614,0.237,0.029,0.008,0.031,13
56,0.72,0.664,0.65,0.655,0.313,0.054,0.063,0.005,13
57,0.703,0.636,0.627,0.631,0.263,0.024,0.034,0.023,13
58,0.767,0.714,0.737,0.722,0.45,0.063,0.069,0.002,12
59,0.747,0.662,0.723,0.674,0.38,0.073,0.115,0.053,12
60,0.727,0.621,0.705,0.625,0.315,0.028,0.049,0.045,12
61,0.737,0.657,0.704,0.667,0.358,0.062,0.092,0.039,12
62,0.737,0.636,0.719,0.644,0.346,0.056,0.079,0.023,12
63,0.757,0.696,0.723,0.706,0.419,0.125,0.059,0.083,10
64,0.74,0.641,0.719,0.65,0.351,0.079,0.041,0.024,10
65,0.747,0.63,0.763,0.635,0.369,0.066,0.032,0.012,10
66,0.76,0.653,0.773,0.665,0.409,0.049,0.0,0.005,10
67,0.767,0.677,0.758,0.692,0.428,0.072,0.019,0.015,10
68,0.753,0.651,0.75,0.662,0.388,0.114,0.076,0.052,10
69,0.76,0.653,0.773,0.665,0.409,0.034,0.03,0.028,10
70,0.75,0.648,0.742,0.659,0.379,0.109,0.072,0.045,10
71,0.717,0.614,0.683,0.617,0.288,0.1,0.116,0.03,11
72,0.73,0.637,0.701,0.645,0.331,0.145,0.14,0.114,11
73,0.683,0.605,0.627,0.609,0.231,0.005,0.01,0.005,11
74,0.733,0.647,0.702,0.656,0.345,0.06,0.042,0.054,11
75,0.75,0.626,0.691,0.638,0.311,0.051,0.043,0.014,19
76,0.763,0.639,0.718,0.653,0.348,0.002,0.044,0.011,19
77,0.76,0.687,0.702,0.693,0.389,0.016,0.047,0.041,19
78,0.757,0.678,0.728,0.69,0.402,0.017,0.046,0.012,18
79,0.747,0.676,0.71,0.686,0.384,0.014,0.055,0.006,18
80,0.757,0.68,0.726,0.693,0.404,0.009,0.089,0.007,18
81,0.733,0.625,0.709,0.631,0.323,0.017,0.085,0.028,18
82,0.747,0.668,0.713,0.679,0.377,0.075,0.007,0.077,18
83,0.767,0.649,0.707,0.664,0.351,0.058,0.01,0.064,9
84,0.787,0.701,0.733,0.713,0.433,0.109,0.068,0.081,9
85,0.74,0.619,0.661,0.629,0.277,0.093,0.042,0.118,9
86,0.773,0.669,0.715,0.683,0.382,0.164,0.162,0.094,9
87,0.753,0.69,0.705,0.696,0.395,0.019,0.029,0.001,8
88,0.78,0.684,0.755,0.701,0.433,0.021,0.054,0.067,8
89,0.77,0.667,0.742,0.683,0.402,0.039,0.02,0.023,8
