,Accuracy,Recall,Precision,F1,MCC,SPD,AOD,EOD,Run
0,0.76,0.641,0.695,0.654,0.332,0.011,0.014,0.028,5
1,0.753,0.632,0.684,0.644,0.312,0.005,0.007,0.034,5
2,0.763,0.643,0.702,0.657,0.34,0.016,0.001,0.001,5
3,0.767,0.642,0.709,0.656,0.344,0.061,0.039,0.058,5
4,0.753,0.675,0.726,0.687,0.398,0.015,0.022,0.074,4
5,0.73,0.639,0.695,0.648,0.329,0.019,0.01,0.029,4
6,0.74,0.63,0.732,0.637,0.348,0.014,0.051,0.049,4
7,0.733,0.65,0.697,0.659,0.343,0.04,0.001,0.105,4
8,0.717,0.648,0.686,0.655,0.331,0.005,0.046,0.016,6
9,0.753,0.682,0.742,0.694,0.421,0.03,0.082,0.042,6
10,0.707,0.612,0.685,0.612,0.288,0.013,0.007,0.035,6
11,0.737,0.644,0.742,0.65,0.374,0.034,0.001,0.001,6
12,0.807,0.721,0.767,0.737,0.486,0.002,0.035,0.024,7
13,0.78,0.654,0.742,0.672,0.387,0.053,0.015,0.055,7
14,0.78,0.688,0.727,0.701,0.413,0.101,0.076,0.07,7
15,0.757,0.635,0.703,0.647,0.331,0.02,0.014,0.007,3
16,0.77,0.64,0.737,0.655,0.365,0.008,0.043,0.024,3
17,0.75,0.637,0.689,0.649,0.322,0.034,0.015,0.044,3
18,0.763,0.65,0.712,0.664,0.357,0.0,0.048,0.0,3
19,0.773,0.668,0.727,0.683,0.39,0.014,0.03,0.0,3
20,0.753,0.636,0.695,0.648,0.326,0.01,0.041,0.029,3
21,0.727,0.676,0.689,0.681,0.364,0.051,0.063,0.002,2
22,0.753,0.701,0.722,0.708,0.422,0.074,0.108,0.033,2
23,0.753,0.678,0.731,0.69,0.405,0.005,0.0,0.043,2
24,0.733,0.637,0.715,0.644,0.343,0.014,0.017,0.015,2
25,0.757,0.69,0.731,0.701,0.419,0.026,0.031,0.015,2
26,0.773,0.678,0.727,0.692,0.402,0.062,0.002,0.036,0
27,0.77,0.665,0.725,0.68,0.385,0.102,0.051,0.071,0
28,0.78,0.686,0.738,0.701,0.42,0.062,0.007,0.02,0
29,0.767,0.666,0.718,0.68,0.38,0.043,0.024,0.036,0
30,0.773,0.688,0.724,0.7,0.411,0.075,0.03,0.016,0
31,0.77,0.686,0.719,0.697,0.403,0.056,0.003,0.009,0
32,0.737,0.635,0.67,0.644,0.302,0.047,0.058,0.06,1
33,0.747,0.61,0.695,0.618,0.293,0.06,0.067,0.074,1
34,0.763,0.632,0.729,0.645,0.349,0.016,0.016,0.015,1
35,0.757,0.628,0.713,0.64,0.33,0.006,0.009,0.028,1
36,0.767,0.642,0.732,0.656,0.362,0.002,0.005,0.021,1
37,0.75,0.632,0.728,0.642,0.347,0.006,0.007,0.041,15
38,0.717,0.614,0.657,0.621,0.268,0.061,0.051,0.018,15
39,0.74,0.649,0.708,0.659,0.352,0.01,0.036,0.029,14
40,0.717,0.615,0.672,0.621,0.282,0.034,0.021,0.002,14
41,0.727,0.642,0.684,0.651,0.323,0.042,0.007,0.042,14
42,0.737,0.657,0.698,0.667,0.353,0.05,0.088,0.053,14
43,0.73,0.633,0.694,0.642,0.321,0.022,0.057,0.019,14
