,Accuracy,Recall,Precision,F1,MCC,SPD,AOD,EOD,Run
48,0.907,0.733,0.799,0.76,0.528,0.207,0.154,0.211,0
49,0.903,0.757,0.78,0.768,0.537,0.203,0.13,0.162,0
50,0.903,0.775,0.778,0.776,0.553,0.178,0.076,0.061,0
51,0.902,0.699,0.794,0.734,0.484,0.197,0.162,0.233,0
52,0.9,0.66,0.809,0.702,0.445,0.168,0.153,0.237,0
53,0.898,0.638,0.813,0.68,0.416,0.162,0.164,0.27,0
54,0.899,0.635,0.822,0.678,0.418,0.148,0.146,0.24,0
55,0.899,0.641,0.817,0.683,0.423,0.166,0.167,0.272,0
56,0.911,0.767,0.808,0.785,0.573,0.199,0.081,0.073,1
57,0.903,0.714,0.799,0.746,0.506,0.208,0.132,0.17,1
58,0.901,0.691,0.801,0.728,0.48,0.185,0.125,0.182,1
59,0.897,0.717,0.777,0.741,0.49,0.217,0.131,0.146,1
60,0.898,0.64,0.83,0.684,0.431,0.164,0.133,0.206,1
61,0.897,0.634,0.832,0.677,0.422,0.147,0.113,0.174,1
62,0.907,0.77,0.798,0.783,0.567,0.218,0.115,0.111,3
63,0.902,0.756,0.786,0.77,0.542,0.214,0.112,0.098,3
64,0.902,0.756,0.788,0.771,0.543,0.199,0.095,0.077,3
65,0.901,0.708,0.8,0.742,0.499,0.209,0.159,0.223,3
66,0.895,0.673,0.793,0.711,0.45,0.186,0.142,0.19,3
67,0.897,0.666,0.806,0.707,0.45,0.17,0.133,0.191,3
68,0.9,0.683,0.81,0.723,0.476,0.17,0.124,0.178,3
69,0.897,0.66,0.813,0.702,0.448,0.173,0.137,0.194,3
70,0.897,0.652,0.821,0.695,0.441,0.154,0.121,0.174,3
71,0.904,0.749,0.792,0.768,0.539,0.216,0.105,0.087,2
72,0.903,0.75,0.787,0.767,0.536,0.217,0.106,0.087,2
73,0.906,0.753,0.796,0.772,0.547,0.205,0.094,0.078,2
74,0.901,0.697,0.801,0.734,0.487,0.215,0.147,0.18,2
75,0.898,0.674,0.799,0.713,0.456,0.184,0.127,0.163,2
76,0.897,0.659,0.804,0.7,0.439,0.183,0.135,0.18,2
77,0.898,0.652,0.813,0.695,0.437,0.171,0.122,0.157,2
78,0.894,0.631,0.81,0.671,0.403,0.157,0.122,0.168,2
79,0.894,0.629,0.813,0.669,0.402,0.158,0.124,0.173,2
80,0.904,0.75,0.786,0.766,0.535,0.199,0.108,0.124,16
81,0.901,0.74,0.778,0.757,0.517,0.205,0.128,0.168,16
82,0.901,0.652,0.821,0.696,0.442,0.153,0.126,0.204,16
83,0.9,0.659,0.811,0.701,0.444,0.16,0.13,0.206,16
84,0.9,0.665,0.807,0.706,0.449,0.166,0.134,0.21,16
85,0.897,0.647,0.802,0.688,0.422,0.155,0.136,0.226,16
86,0.906,0.723,0.797,0.752,0.515,0.166,0.086,0.102,17
87,0.904,0.757,0.783,0.769,0.539,0.174,0.077,0.087,17
88,0.905,0.769,0.784,0.776,0.553,0.176,0.076,0.09,17
89,0.903,0.725,0.787,0.75,0.508,0.167,0.085,0.099,17
90,0.898,0.67,0.79,0.708,0.444,0.16,0.114,0.163,17
91,0.896,0.624,0.814,0.664,0.395,0.129,0.112,0.186,17
92,0.901,0.706,0.795,0.739,0.494,0.199,0.114,0.136,15
93,0.899,0.712,0.786,0.741,0.492,0.187,0.093,0.099,15
94,0.897,0.652,0.808,0.693,0.432,0.181,0.129,0.172,15
95,0.896,0.639,0.819,0.681,0.421,0.167,0.128,0.188,15
96,0.895,0.639,0.807,0.68,0.414,0.145,0.096,0.133,15
97,0.903,0.753,0.781,0.766,0.534,0.192,0.07,0.034,14
98,0.903,0.751,0.784,0.766,0.534,0.218,0.102,0.075,14
99,0.9,0.711,0.782,0.739,0.488,0.204,0.118,0.124,14
100,0.898,0.692,0.78,0.724,0.464,0.188,0.111,0.118,14
101,0.895,0.696,0.768,0.724,0.459,0.197,0.117,0.122,14
102,0.896,0.632,0.808,0.673,0.404,0.165,0.128,0.174,14
103,0.895,0.631,0.806,0.671,0.4,0.163,0.133,0.192,14
104,0.905,0.763,0.791,0.776,0.553,0.191,0.082,0.091,10
105,0.903,0.673,0.83,0.717,0.477,0.148,0.094,0.142,10
106,0.894,0.684,0.777,0.717,0.452,0.164,0.097,0.122,10
107,0.906,0.716,0.803,0.749,0.512,0.193,0.116,0.137,11
108,0.906,0.708,0.81,0.745,0.508,0.18,0.102,0.115,11
109,0.903,0.72,0.792,0.749,0.507,0.204,0.116,0.115,11
110,0.902,0.652,0.83,0.697,0.447,0.152,0.116,0.174,11
111,0.911,0.766,0.798,0.781,0.563,0.216,0.09,0.084,13
112,0.907,0.718,0.798,0.749,0.509,0.184,0.092,0.115,13
113,0.906,0.718,0.794,0.748,0.506,0.183,0.093,0.121,13
114,0.901,0.631,0.833,0.675,0.418,0.15,0.113,0.177,13
115,0.902,0.762,0.788,0.774,0.549,0.197,0.057,0.009,12
116,0.892,0.731,0.763,0.745,0.493,0.194,0.077,0.034,12
117,0.896,0.653,0.813,0.695,0.437,0.178,0.127,0.165,12
118,0.891,0.63,0.805,0.67,0.399,0.172,0.136,0.187,12
119,0.898,0.709,0.787,0.739,0.49,0.214,0.11,0.075,12
120,0.891,0.626,0.809,0.665,0.394,0.167,0.133,0.187,12
