,Accuracy,Recall,Precision,F1,MCC,SPD,AOD,EOD,Run
82,0.668,0.661,0.67,0.66,0.331,0.18,0.157,0.127,18
83,0.673,0.666,0.675,0.665,0.341,0.188,0.169,0.098,18
84,0.679,0.673,0.681,0.673,0.354,0.184,0.164,0.093,18
85,0.665,0.659,0.665,0.659,0.325,0.218,0.199,0.141,18
86,0.661,0.656,0.66,0.657,0.316,0.175,0.156,0.099,18
87,0.656,0.653,0.654,0.653,0.307,0.125,0.105,0.064,18
88,0.662,0.652,0.672,0.648,0.324,0.154,0.136,0.075,18
89,0.682,0.667,0.676,0.669,0.343,0.15,0.125,0.081,7
90,0.674,0.644,0.682,0.64,0.324,0.121,0.11,0.019,7
91,0.675,0.648,0.678,0.647,0.325,0.114,0.098,0.028,7
92,0.685,0.675,0.687,0.675,0.362,0.148,0.118,0.046,6
93,0.683,0.673,0.685,0.673,0.357,0.168,0.137,0.077,6
94,0.688,0.679,0.688,0.679,0.367,0.137,0.107,0.035,6
95,0.683,0.674,0.684,0.675,0.358,0.147,0.12,0.036,6
96,0.687,0.678,0.689,0.678,0.366,0.134,0.102,0.039,6
97,0.644,0.623,0.665,0.609,0.285,0.072,0.05,0.005,6
98,0.687,0.676,0.692,0.675,0.368,0.229,0.2,0.138,4
99,0.674,0.664,0.678,0.663,0.341,0.222,0.194,0.146,4
100,0.678,0.667,0.683,0.666,0.35,0.175,0.145,0.097,4
101,0.679,0.666,0.686,0.664,0.352,0.145,0.115,0.069,4
102,0.672,0.66,0.679,0.658,0.338,0.153,0.126,0.074,4
103,0.675,0.665,0.678,0.665,0.343,0.149,0.118,0.083,4
104,0.662,0.649,0.669,0.645,0.317,0.118,0.091,0.05,4
105,0.637,0.616,0.67,0.595,0.281,0.113,0.096,0.039,4
106,0.68,0.674,0.68,0.674,0.353,0.161,0.14,0.091,5
107,0.653,0.638,0.665,0.631,0.301,0.141,0.124,0.08,5
108,0.673,0.666,0.672,0.667,0.338,0.151,0.132,0.07,5
109,0.679,0.672,0.679,0.673,0.351,0.16,0.139,0.089,5
110,0.681,0.672,0.682,0.672,0.355,0.155,0.131,0.098,5
111,0.668,0.662,0.667,0.663,0.329,0.115,0.096,0.043,5
112,0.666,0.661,0.664,0.661,0.325,0.124,0.106,0.045,5
113,0.647,0.635,0.65,0.632,0.285,0.135,0.12,0.068,5
114,0.688,0.682,0.69,0.682,0.372,0.156,0.131,0.052,1
115,0.688,0.681,0.694,0.68,0.375,0.158,0.132,0.059,1
116,0.686,0.68,0.688,0.68,0.368,0.136,0.108,0.057,1
117,0.684,0.679,0.687,0.678,0.366,0.135,0.109,0.042,1
118,0.672,0.667,0.672,0.667,0.339,0.109,0.085,0.014,1
119,0.669,0.658,0.686,0.651,0.343,0.113,0.09,0.034,1
120,0.654,0.641,0.68,0.629,0.319,0.078,0.058,0.001,1
121,0.68,0.673,0.683,0.672,0.356,0.178,0.149,0.11,0
122,0.68,0.673,0.683,0.672,0.356,0.178,0.151,0.099,0
123,0.684,0.678,0.687,0.677,0.364,0.177,0.149,0.096,0
124,0.679,0.671,0.683,0.67,0.354,0.122,0.095,0.04,0
125,0.662,0.651,0.676,0.645,0.327,0.128,0.106,0.051,0
126,0.673,0.666,0.676,0.665,0.342,0.141,0.115,0.062,0
127,0.665,0.659,0.667,0.658,0.325,0.168,0.146,0.078,0
128,0.661,0.65,0.672,0.645,0.321,0.097,0.076,0.006,0
129,0.668,0.656,0.686,0.649,0.341,0.072,0.048,0.002,0
130,0.671,0.662,0.668,0.663,0.33,0.208,0.18,0.164,2
131,0.668,0.658,0.664,0.659,0.323,0.209,0.184,0.154,2
132,0.676,0.668,0.672,0.668,0.34,0.247,0.219,0.195,2
133,0.669,0.66,0.666,0.661,0.326,0.173,0.143,0.133,2
134,0.663,0.65,0.661,0.65,0.311,0.198,0.176,0.138,2
135,0.654,0.643,0.651,0.644,0.294,0.168,0.143,0.128,2
136,0.646,0.636,0.641,0.637,0.277,0.155,0.129,0.123,2
137,0.655,0.646,0.651,0.646,0.296,0.17,0.145,0.127,2
138,0.667,0.657,0.668,0.657,0.325,0.196,0.166,0.13,3
139,0.661,0.653,0.659,0.653,0.312,0.165,0.135,0.106,3
140,0.66,0.649,0.661,0.648,0.31,0.177,0.15,0.11,3
141,0.663,0.652,0.666,0.65,0.318,0.153,0.123,0.09,3
142,0.662,0.654,0.661,0.654,0.314,0.158,0.124,0.122,3
143,0.652,0.634,0.667,0.625,0.299,0.08,0.055,0.019,3
144,0.662,0.649,0.668,0.646,0.317,0.149,0.119,0.098,3
