,Accuracy,Recall,Precision,F1,MCC,SPD,AOD,EOD,Run
0,0.685,0.68,0.683,0.681,0.363,0.202,0.174,0.163,8
1,0.685,0.676,0.686,0.677,0.362,0.229,0.206,0.166,8
2,0.681,0.674,0.679,0.674,0.353,0.166,0.142,0.116,8
3,0.667,0.66,0.665,0.661,0.325,0.161,0.134,0.135,8
4,0.676,0.665,0.678,0.665,0.343,0.15,0.124,0.113,8
5,0.658,0.652,0.655,0.653,0.307,0.168,0.145,0.129,8
6,0.654,0.629,0.698,0.609,0.321,0.104,0.09,0.037,8
7,0.643,0.642,0.641,0.641,0.283,0.148,0.124,0.132,8
8,0.679,0.667,0.679,0.668,0.346,0.144,0.119,0.08,9
9,0.675,0.666,0.673,0.666,0.339,0.182,0.161,0.099,9
10,0.672,0.66,0.672,0.659,0.331,0.148,0.125,0.082,9
11,0.674,0.662,0.673,0.663,0.335,0.139,0.118,0.061,9
12,0.675,0.662,0.675,0.662,0.337,0.123,0.099,0.058,9
13,0.667,0.652,0.67,0.651,0.321,0.075,0.052,0.016,9
14,0.669,0.657,0.668,0.657,0.325,0.151,0.128,0.089,9
15,0.663,0.64,0.682,0.631,0.32,0.073,0.05,0.03,9
16,0.651,0.645,0.647,0.645,0.292,0.153,0.135,0.081,9
17,0.669,0.657,0.675,0.654,0.331,0.24,0.213,0.173,15
18,0.672,0.659,0.683,0.655,0.34,0.225,0.196,0.161,15
19,0.677,0.67,0.677,0.67,0.346,0.19,0.157,0.129,15
20,0.675,0.668,0.674,0.668,0.342,0.206,0.175,0.138,15
21,0.669,0.663,0.668,0.663,0.331,0.166,0.133,0.117,15
22,0.665,0.658,0.664,0.659,0.322,0.154,0.121,0.109,15
23,0.656,0.64,0.669,0.633,0.308,0.169,0.143,0.114,15
24,0.655,0.646,0.654,0.646,0.3,0.162,0.133,0.113,15
25,0.635,0.621,0.641,0.615,0.261,0.167,0.147,0.111,15
26,0.69,0.681,0.689,0.682,0.369,0.231,0.209,0.148,14
27,0.669,0.658,0.666,0.659,0.324,0.177,0.157,0.11,14
28,0.67,0.653,0.675,0.651,0.327,0.13,0.111,0.06,14
29,0.676,0.668,0.673,0.669,0.341,0.134,0.11,0.075,14
30,0.683,0.668,0.688,0.667,0.355,0.147,0.125,0.072,14
31,0.67,0.663,0.666,0.664,0.329,0.199,0.181,0.114,14
32,0.673,0.664,0.669,0.665,0.334,0.139,0.118,0.066,14
33,0.676,0.66,0.679,0.66,0.339,0.144,0.127,0.058,14
34,0.65,0.635,0.651,0.632,0.285,0.102,0.083,0.05,14
35,0.648,0.633,0.646,0.632,0.279,0.095,0.081,0.018,14
36,0.686,0.678,0.685,0.679,0.363,0.175,0.136,0.113,16
37,0.686,0.679,0.685,0.679,0.364,0.178,0.142,0.104,16
38,0.679,0.667,0.685,0.666,0.352,0.164,0.127,0.105,16
39,0.659,0.646,0.664,0.643,0.309,0.134,0.1,0.093,16
40,0.689,0.681,0.69,0.681,0.37,0.18,0.141,0.115,16
41,0.67,0.662,0.67,0.662,0.331,0.194,0.161,0.129,16
42,0.671,0.66,0.675,0.658,0.335,0.17,0.135,0.117,16
43,0.672,0.659,0.679,0.656,0.337,0.147,0.112,0.088,16
44,0.665,0.653,0.668,0.652,0.321,0.1,0.062,0.065,16
45,0.654,0.648,0.651,0.649,0.299,0.122,0.085,0.089,16
46,0.653,0.633,0.682,0.618,0.311,0.153,0.128,0.088,16
47,0.684,0.676,0.683,0.677,0.358,0.232,0.216,0.152,17
48,0.675,0.668,0.672,0.669,0.34,0.193,0.177,0.123,17
49,0.668,0.649,0.679,0.644,0.327,0.114,0.101,0.043,17
50,0.683,0.67,0.682,0.671,0.352,0.095,0.069,0.02,13
51,0.684,0.673,0.682,0.674,0.355,0.133,0.106,0.062,13
52,0.689,0.68,0.688,0.681,0.367,0.192,0.175,0.121,12
53,0.682,0.673,0.68,0.674,0.353,0.134,0.116,0.077,12
54,0.678,0.663,0.682,0.661,0.344,0.148,0.13,0.101,12
55,0.682,0.671,0.682,0.672,0.353,0.141,0.125,0.072,12
56,0.662,0.643,0.669,0.639,0.311,0.058,0.041,0.016,12
57,0.667,0.645,0.683,0.638,0.325,0.081,0.065,0.037,12
58,0.692,0.679,0.693,0.68,0.372,0.168,0.148,0.081,10
59,0.659,0.646,0.658,0.646,0.304,0.145,0.128,0.084,10
60,0.684,0.673,0.685,0.673,0.357,0.158,0.139,0.071,10
61,0.69,0.681,0.689,0.682,0.37,0.166,0.145,0.086,10
62,0.69,0.676,0.694,0.676,0.369,0.108,0.087,0.027,10
63,0.667,0.653,0.667,0.653,0.32,0.112,0.091,0.062,10
64,0.676,0.66,0.682,0.659,0.341,0.157,0.14,0.079,10
65,0.677,0.665,0.677,0.665,0.341,0.111,0.087,0.055,10
66,0.656,0.649,0.652,0.65,0.301,0.151,0.134,0.079,10
67,0.668,0.652,0.679,0.647,0.329,0.098,0.087,0.014,11
68,0.683,0.673,0.683,0.674,0.357,0.161,0.149,0.066,11
69,0.675,0.662,0.679,0.661,0.341,0.165,0.154,0.077,11
70,0.671,0.656,0.679,0.653,0.334,0.076,0.063,0.003,11
71,0.683,0.675,0.687,0.674,0.361,0.204,0.178,0.124,19
72,0.667,0.66,0.667,0.66,0.327,0.226,0.203,0.154,19
73,0.674,0.663,0.68,0.661,0.343,0.14,0.118,0.051,19
74,0.668,0.66,0.669,0.66,0.328,0.192,0.168,0.12,19
75,0.659,0.649,0.662,0.647,0.31,0.156,0.133,0.087,19
76,0.657,0.65,0.658,0.649,0.307,0.124,0.1,0.066,19
77,0.661,0.65,0.668,0.646,0.317,0.124,0.101,0.058,19
78,0.654,0.649,0.652,0.649,0.301,0.131,0.106,0.08,19
79,0.648,0.646,0.646,0.646,0.292,0.149,0.125,0.095,19
80,0.638,0.637,0.637,0.637,0.273,0.157,0.139,0.08,19
81,0.683,0.677,0.685,0.676,0.362,0.211,0.188,0.132,18
