,Accuracy,Recall,Precision,F1,MCC,SPD,AOD,EOD,Run
112,0.849,0.743,0.828,0.771,0.564,0.067,0.024,0.033,12
113,0.859,0.774,0.829,0.795,0.6,0.081,0.046,0.071,13
114,0.859,0.77,0.831,0.793,0.598,0.08,0.044,0.067,13
115,0.856,0.766,0.826,0.789,0.589,0.077,0.039,0.057,13
116,0.855,0.759,0.828,0.784,0.584,0.074,0.034,0.047,13
117,0.855,0.762,0.828,0.786,0.586,0.075,0.034,0.045,13
118,0.852,0.748,0.829,0.776,0.571,0.065,0.028,0.043,13
119,0.843,0.726,0.825,0.756,0.542,0.065,0.036,0.057,13
120,0.836,0.714,0.814,0.743,0.519,0.059,0.025,0.034,13
121,0.84,0.726,0.813,0.754,0.532,0.064,0.026,0.033,13
