,Accuracy,Recall,Precision,F1,MCC,SPD,AOD,EOD,Run
0,0.679,0.671,0.685,0.669,0.356,0.104,0.055,0.031,1
1,0.679,0.669,0.694,0.665,0.362,0.117,0.066,0.053,1
2,0.674,0.668,0.675,0.668,0.343,0.173,0.125,0.104,1
3,0.669,0.661,0.674,0.659,0.335,0.085,0.037,0.019,1
4,0.672,0.661,0.688,0.655,0.348,0.077,0.022,0.03,1
5,0.674,0.662,0.7,0.653,0.36,0.043,0.012,0.008,1
6,0.664,0.655,0.674,0.65,0.328,0.087,0.04,0.028,1
7,0.68,0.669,0.7,0.662,0.367,0.091,0.036,0.038,1
8,0.63,0.614,0.669,0.589,0.278,0.005,0.036,0.026,1
9,0.686,0.679,0.691,0.678,0.37,0.216,0.187,0.106,0
10,0.681,0.675,0.685,0.674,0.359,0.149,0.111,0.071,0
11,0.682,0.676,0.686,0.675,0.361,0.121,0.084,0.035,0
12,0.669,0.661,0.675,0.658,0.335,0.045,0.005,0.019,0
13,0.679,0.671,0.684,0.669,0.355,0.076,0.033,0.014,0
14,0.675,0.668,0.68,0.666,0.348,0.089,0.053,0.006,0
15,0.672,0.664,0.676,0.662,0.34,0.051,0.014,0.024,0
16,0.666,0.659,0.67,0.657,0.328,0.056,0.026,0.038,0
17,0.662,0.651,0.675,0.645,0.325,0.112,0.079,0.041,0
18,0.656,0.651,0.656,0.651,0.307,0.072,0.039,0.004,0
19,0.655,0.642,0.679,0.63,0.319,0.014,0.026,0.026,0
20,0.618,0.6,0.657,0.57,0.251,0.004,0.026,0.054,0
21,0.618,0.597,0.682,0.556,0.266,0.013,0.01,0.028,0
22,0.598,0.575,0.665,0.521,0.223,0.019,0.041,0.041,0
23,0.665,0.654,0.662,0.654,0.315,0.1,0.073,0.03,2
24,0.673,0.662,0.67,0.663,0.332,0.137,0.106,0.069,2
25,0.666,0.652,0.666,0.652,0.318,0.062,0.035,0.009,2
26,0.667,0.656,0.665,0.656,0.321,0.11,0.081,0.044,2
27,0.66,0.649,0.657,0.649,0.305,0.127,0.092,0.084,2
28,0.647,0.639,0.642,0.64,0.281,0.122,0.094,0.069,2
29,0.667,0.658,0.667,0.658,0.325,0.146,0.115,0.057,3
30,0.673,0.66,0.68,0.657,0.339,0.142,0.108,0.058,3
31,0.663,0.65,0.671,0.646,0.32,0.131,0.095,0.062,3
32,0.66,0.65,0.66,0.649,0.31,0.145,0.119,0.053,3
33,0.667,0.66,0.665,0.66,0.325,0.16,0.127,0.075,3
34,0.657,0.642,0.67,0.635,0.31,0.078,0.044,0.013,3
35,0.663,0.649,0.673,0.644,0.321,0.121,0.086,0.051,3
36,0.659,0.65,0.659,0.649,0.309,0.113,0.075,0.048,3
37,0.656,0.65,0.654,0.651,0.304,0.142,0.11,0.064,3
38,0.652,0.639,0.657,0.635,0.295,0.068,0.032,0.011,3
39,0.619,0.592,0.674,0.553,0.252,0.045,0.024,0.002,3
40,0.681,0.674,0.682,0.674,0.356,0.147,0.113,0.082,19
41,0.676,0.666,0.68,0.665,0.346,0.091,0.055,0.035,19
42,0.661,0.644,0.684,0.634,0.326,0.043,0.01,0.001,19
43,0.67,0.657,0.681,0.653,0.338,0.073,0.036,0.029,19
44,0.648,0.628,0.688,0.607,0.31,0.011,0.05,0.02,19
45,0.68,0.67,0.673,0.671,0.343,0.16,0.132,0.092,7
46,0.681,0.669,0.675,0.67,0.344,0.153,0.131,0.071,7
47,0.687,0.673,0.681,0.675,0.354,0.1,0.072,0.03,7
48,0.693,0.677,0.689,0.679,0.366,0.086,0.058,0.011,7
49,0.677,0.653,0.678,0.652,0.33,0.022,0.05,0.081,7
50,0.675,0.651,0.676,0.65,0.326,0.005,0.029,0.071,7
51,0.675,0.658,0.691,0.652,0.348,0.078,0.033,0.023,6
52,0.682,0.669,0.689,0.667,0.357,0.065,0.017,0.006,6
53,0.663,0.656,0.661,0.657,0.318,0.062,0.018,0.006,6
54,0.67,0.663,0.668,0.664,0.331,0.086,0.043,0.021,6
55,0.677,0.669,0.683,0.668,0.352,0.123,0.079,0.061,18
56,0.658,0.652,0.658,0.652,0.31,0.087,0.04,0.053,18
57,0.659,0.649,0.665,0.646,0.314,0.081,0.039,0.032,18
58,0.668,0.659,0.675,0.656,0.333,0.099,0.056,0.044,18
59,0.667,0.657,0.677,0.652,0.333,0.09,0.047,0.04,18
60,0.669,0.662,0.671,0.661,0.333,0.083,0.037,0.031,18
61,0.678,0.667,0.683,0.666,0.35,0.088,0.04,0.025,4
62,0.678,0.667,0.683,0.665,0.35,0.098,0.045,0.046,4
63,0.669,0.658,0.674,0.656,0.332,0.093,0.052,0.022,4
64,0.677,0.668,0.68,0.667,0.348,0.116,0.069,0.052,4
65,0.671,0.661,0.673,0.66,0.334,0.087,0.044,0.02,4
66,0.666,0.657,0.665,0.657,0.323,0.074,0.031,0.006,4
67,0.672,0.663,0.673,0.663,0.336,0.104,0.062,0.032,4
68,0.649,0.641,0.648,0.64,0.288,0.023,0.016,0.036,4
69,0.646,0.638,0.645,0.637,0.283,0.003,0.039,0.046,4
70,0.681,0.674,0.682,0.674,0.355,0.172,0.139,0.09,5
71,0.677,0.668,0.679,0.668,0.347,0.101,0.07,0.014,5
72,0.675,0.667,0.675,0.667,0.342,0.07,0.03,0.008,5
73,0.674,0.664,0.678,0.663,0.342,0.124,0.092,0.044,5
74,0.669,0.659,0.672,0.657,0.331,0.095,0.064,0.018,5
75,0.674,0.662,0.681,0.659,0.343,0.093,0.061,0.014,5
76,0.648,0.641,0.647,0.64,0.288,0.048,0.022,0.025,5
77,0.633,0.628,0.63,0.629,0.259,0.041,0.012,0.01,5
78,0.688,0.682,0.686,0.682,0.368,0.084,0.054,0.022,16
79,0.672,0.664,0.671,0.665,0.336,0.061,0.02,0.054,16
80,0.685,0.676,0.687,0.676,0.363,0.068,0.032,0.03,16
81,0.67,0.668,0.668,0.668,0.336,0.114,0.085,0.058,16
82,0.69,0.683,0.689,0.684,0.373,0.221,0.182,0.116,8
83,0.687,0.678,0.688,0.679,0.366,0.175,0.131,0.084,8
84,0.684,0.675,0.686,0.675,0.361,0.175,0.131,0.088,8
85,0.68,0.671,0.68,0.672,0.351,0.174,0.128,0.097,8
86,0.662,0.648,0.668,0.645,0.315,0.117,0.065,0.078,8
87,0.657,0.64,0.67,0.633,0.308,0.105,0.068,0.037,8
88,0.66,0.645,0.668,0.641,0.312,0.115,0.079,0.04,8
89,0.638,0.615,0.667,0.596,0.277,0.096,0.069,0.034,8
90,0.674,0.668,0.671,0.669,0.339,0.135,0.089,0.093,9
91,0.675,0.661,0.676,0.661,0.337,0.064,0.023,0.01,9
92,0.681,0.667,0.683,0.667,0.35,0.084,0.041,0.032,9
93,0.669,0.654,0.671,0.653,0.325,0.107,0.074,0.042,9
94,0.672,0.662,0.669,0.662,0.331,0.036,0.007,0.013,9
95,0.666,0.655,0.664,0.656,0.319,0.038,0.002,0.01,9
96,0.641,0.62,0.648,0.612,0.266,0.01,0.027,0.013,9
97,0.674,0.668,0.67,0.669,0.338,0.166,0.119,0.116,17
98,0.677,0.669,0.674,0.67,0.343,0.123,0.08,0.06,17
99,0.671,0.652,0.684,0.647,0.334,0.099,0.066,0.029,17
100,0.674,0.654,0.69,0.648,0.342,0.054,0.011,0.002,17
101,0.677,0.664,0.679,0.663,0.343,0.08,0.03,0.038,17
102,0.671,0.659,0.677,0.657,0.336,0.144,0.127,0.036,15
103,0.67,0.658,0.678,0.655,0.335,0.135,0.118,0.025,15
104,0.669,0.656,0.68,0.652,0.335,0.133,0.116,0.024,15
105,0.649,0.637,0.654,0.633,0.29,0.045,0.031,0.056,15
106,0.67,0.659,0.674,0.658,0.333,0.096,0.073,0.003,15
107,0.652,0.646,0.649,0.646,0.295,0.029,0.007,0.053,15
108,0.634,0.63,0.631,0.63,0.261,0.122,0.096,0.074,15
109,0.634,0.629,0.631,0.629,0.26,0.065,0.046,0.013,15
110,0.692,0.682,0.69,0.684,0.373,0.16,0.112,0.111,14
111,0.687,0.678,0.684,0.679,0.362,0.111,0.071,0.043,14
112,0.687,0.68,0.683,0.681,0.363,0.062,0.023,0.014,14
113,0.653,0.645,0.648,0.645,0.293,0.048,0.008,0.009,14
114,0.684,0.672,0.684,0.673,0.356,0.129,0.087,0.082,10
115,0.674,0.656,0.684,0.653,0.339,0.114,0.079,0.064,10
116,0.679,0.662,0.687,0.66,0.348,0.032,0.008,0.014,10
117,0.671,0.653,0.679,0.65,0.331,0.049,0.017,0.009,10
118,0.675,0.654,0.69,0.649,0.343,0.062,0.022,0.026,10
119,0.67,0.653,0.678,0.65,0.33,0.037,0.001,0.009,10
120,0.659,0.65,0.656,0.651,0.306,0.025,0.002,0.046,10
121,0.661,0.656,0.657,0.657,0.314,0.027,0.015,0.009,10
122,0.67,0.662,0.668,0.663,0.33,0.143,0.099,0.09,11
123,0.68,0.673,0.678,0.673,0.35,0.074,0.022,0.025,11
124,0.677,0.661,0.691,0.657,0.351,0.088,0.052,0.01,11
125,0.665,0.648,0.677,0.643,0.324,0.036,0.009,0.007,11
126,0.658,0.64,0.673,0.632,0.311,0.092,0.06,0.027,11
127,0.666,0.649,0.677,0.644,0.325,0.042,0.005,0.023,11
128,0.668,0.655,0.671,0.654,0.326,0.067,0.028,0.001,11
129,0.684,0.674,0.68,0.675,0.355,0.132,0.094,0.082,13
130,0.679,0.663,0.68,0.663,0.343,0.103,0.068,0.051,13
131,0.665,0.659,0.66,0.659,0.319,0.041,0.02,0.044,13
132,0.659,0.651,0.654,0.652,0.305,0.062,0.025,0.026,13
133,0.657,0.647,0.653,0.648,0.3,0.035,0.011,0.032,13
134,0.65,0.639,0.645,0.639,0.284,0.046,0.023,0.015,13
135,0.654,0.644,0.649,0.645,0.293,0.001,0.019,0.079,13
136,0.676,0.661,0.677,0.661,0.337,0.087,0.054,0.034,13
137,0.675,0.665,0.673,0.665,0.338,0.122,0.089,0.05,12
138,0.687,0.675,0.686,0.676,0.362,0.168,0.134,0.087,12
139,0.679,0.668,0.677,0.669,0.345,0.113,0.076,0.047,12
140,0.673,0.656,0.678,0.654,0.333,0.088,0.056,0.016,12
141,0.656,0.642,0.655,0.641,0.297,0.036,0.001,0.013,12
142,0.676,0.662,0.678,0.661,0.339,0.083,0.047,0.019,12
143,0.618,0.584,0.656,0.549,0.229,0.002,0.022,0.021,12
