,Accuracy,Recall,Precision,F1,MCC,SPD,AOD,EOD,Run
0,0.857,0.77,0.827,0.792,0.595,0.151,0.051,0.056,7
1,0.856,0.766,0.828,0.789,0.591,0.16,0.075,0.097,7
2,0.856,0.769,0.827,0.791,0.593,0.159,0.066,0.077,7
3,0.854,0.757,0.83,0.782,0.582,0.155,0.074,0.096,7
4,0.854,0.759,0.83,0.785,0.585,0.162,0.084,0.113,7
5,0.852,0.756,0.825,0.781,0.577,0.16,0.091,0.13,7
6,0.861,0.773,0.833,0.796,0.603,0.159,0.06,0.067,17
7,0.862,0.774,0.835,0.797,0.606,0.162,0.065,0.075,17
8,0.858,0.776,0.823,0.795,0.597,0.159,0.054,0.052,17
9,0.857,0.761,0.833,0.787,0.59,0.156,0.064,0.074,17
10,0.852,0.759,0.821,0.782,0.576,0.16,0.075,0.093,17
11,0.854,0.756,0.829,0.782,0.581,0.15,0.059,0.067,17
12,0.864,0.777,0.838,0.8,0.612,0.169,0.081,0.105,16
13,0.861,0.778,0.829,0.799,0.606,0.163,0.059,0.059,16
14,0.86,0.766,0.836,0.791,0.598,0.162,0.074,0.093,16
15,0.854,0.752,0.832,0.779,0.578,0.158,0.083,0.112,16
16,0.865,0.779,0.838,0.802,0.614,0.167,0.069,0.081,6
17,0.863,0.778,0.833,0.8,0.609,0.173,0.069,0.074,6
18,0.859,0.763,0.834,0.789,0.593,0.164,0.078,0.099,6
19,0.859,0.768,0.831,0.792,0.596,0.168,0.079,0.098,6
20,0.863,0.782,0.83,0.801,0.61,0.175,0.077,0.093,4
21,0.859,0.772,0.827,0.793,0.596,0.167,0.065,0.068,4
22,0.858,0.769,0.829,0.791,0.594,0.163,0.06,0.061,4
23,0.86,0.772,0.832,0.795,0.601,0.156,0.055,0.056,14
24,0.861,0.773,0.833,0.796,0.603,0.155,0.055,0.058,14
25,0.86,0.763,0.838,0.79,0.597,0.15,0.058,0.066,14
26,0.855,0.768,0.822,0.789,0.588,0.178,0.099,0.128,14
27,0.863,0.779,0.832,0.8,0.609,0.171,0.076,0.09,15
28,0.859,0.77,0.83,0.793,0.597,0.16,0.063,0.069,15
29,0.859,0.765,0.834,0.79,0.595,0.156,0.065,0.079,15
30,0.859,0.768,0.831,0.792,0.596,0.16,0.067,0.08,15
31,0.858,0.781,0.82,0.797,0.6,0.183,0.085,0.099,5
32,0.863,0.776,0.834,0.798,0.607,0.174,0.085,0.111,5
33,0.859,0.769,0.83,0.792,0.596,0.171,0.087,0.117,5
34,0.858,0.76,0.835,0.787,0.59,0.16,0.077,0.103,5
