,Accuracy,Recall,Precision,F1,MCC,SPD,AOD,EOD,Run
35,0.858,0.766,0.83,0.79,0.592,0.173,0.09,0.12,5
36,0.862,0.779,0.832,0.8,0.609,0.161,0.054,0.054,1
37,0.857,0.767,0.829,0.79,0.592,0.158,0.057,0.059,1
38,0.858,0.772,0.827,0.793,0.596,0.152,0.038,0.025,1
39,0.856,0.784,0.815,0.797,0.598,0.178,0.068,0.067,1
40,0.853,0.774,0.815,0.791,0.587,0.165,0.05,0.036,1
41,0.85,0.777,0.807,0.79,0.583,0.179,0.064,0.052,1
42,0.862,0.776,0.835,0.799,0.608,0.172,0.075,0.091,11
43,0.856,0.763,0.83,0.787,0.589,0.167,0.069,0.078,11
44,0.855,0.773,0.82,0.792,0.591,0.164,0.047,0.035,11
45,0.847,0.735,0.832,0.765,0.558,0.165,0.116,0.177,11
46,0.847,0.737,0.828,0.766,0.558,0.158,0.087,0.119,11
47,0.862,0.776,0.836,0.799,0.609,0.167,0.063,0.068,10
48,0.861,0.775,0.836,0.798,0.608,0.167,0.067,0.076,10
49,0.86,0.768,0.838,0.793,0.601,0.163,0.068,0.079,10
50,0.846,0.732,0.832,0.762,0.555,0.159,0.11,0.166,10
51,0.845,0.731,0.83,0.761,0.552,0.16,0.109,0.163,10
52,0.858,0.781,0.825,0.799,0.604,0.185,0.098,0.128,0
53,0.859,0.78,0.828,0.799,0.605,0.184,0.101,0.137,0
54,0.856,0.781,0.821,0.798,0.601,0.19,0.109,0.147,0
55,0.856,0.772,0.828,0.793,0.597,0.173,0.086,0.111,0
56,0.854,0.759,0.83,0.785,0.585,0.165,0.088,0.12,0
57,0.849,0.768,0.812,0.785,0.578,0.178,0.083,0.094,0
58,0.847,0.745,0.825,0.772,0.564,0.168,0.112,0.165,0
59,0.847,0.754,0.815,0.777,0.566,0.158,0.067,0.078,0
60,0.849,0.757,0.82,0.78,0.574,0.174,0.105,0.148,0
61,0.845,0.733,0.83,0.763,0.555,0.157,0.107,0.164,0
62,0.835,0.711,0.822,0.741,0.521,0.151,0.122,0.196,0
63,0.839,0.724,0.822,0.753,0.536,0.158,0.117,0.18,0
64,0.859,0.775,0.831,0.797,0.604,0.179,0.09,0.119,2
65,0.856,0.768,0.829,0.791,0.594,0.176,0.089,0.116,2
66,0.855,0.764,0.832,0.788,0.592,0.172,0.09,0.122,2
67,0.852,0.759,0.827,0.783,0.582,0.166,0.081,0.107,2
68,0.849,0.756,0.82,0.779,0.573,0.177,0.102,0.139,2
69,0.837,0.721,0.817,0.749,0.529,0.163,0.115,0.17,2
70,0.857,0.767,0.831,0.79,0.594,0.173,0.093,0.131,12
71,0.854,0.753,0.833,0.781,0.581,0.17,0.107,0.161,12
72,0.852,0.756,0.826,0.781,0.578,0.179,0.125,0.192,12
73,0.838,0.708,0.832,0.74,0.525,0.133,0.092,0.152,12
74,0.86,0.774,0.832,0.796,0.603,0.169,0.076,0.09,13
75,0.858,0.771,0.829,0.793,0.597,0.16,0.052,0.042,13
76,0.856,0.766,0.825,0.789,0.589,0.165,0.062,0.058,13
77,0.851,0.749,0.826,0.776,0.571,0.147,0.048,0.04,13
78,0.85,0.746,0.826,0.773,0.567,0.16,0.085,0.11,13
79,0.854,0.763,0.824,0.786,0.584,0.168,0.074,0.08,13
80,0.834,0.707,0.815,0.737,0.51,0.135,0.071,0.09,13
81,0.854,0.764,0.823,0.787,0.585,0.161,0.061,0.063,3
82,0.854,0.762,0.824,0.785,0.583,0.156,0.06,0.065,3
83,0.854,0.763,0.823,0.786,0.583,0.158,0.06,0.062,3
84,0.854,0.758,0.827,0.783,0.581,0.148,0.048,0.045,3
85,0.843,0.724,0.827,0.754,0.541,0.141,0.081,0.118,3
86,0.847,0.734,0.827,0.764,0.554,0.154,0.097,0.144,3
87,0.86,0.773,0.83,0.795,0.6,0.168,0.072,0.084,8
88,0.859,0.765,0.832,0.79,0.594,0.165,0.076,0.092,8
89,0.854,0.748,0.833,0.777,0.575,0.148,0.066,0.084,8
90,0.859,0.785,0.819,0.8,0.603,0.183,0.08,0.095,18
91,0.861,0.78,0.826,0.799,0.605,0.171,0.063,0.069,18
92,0.858,0.768,0.827,0.79,0.592,0.175,0.079,0.096,18
93,0.857,0.768,0.826,0.79,0.591,0.171,0.069,0.078,18
94,0.858,0.765,0.831,0.789,0.592,0.169,0.072,0.084,18
95,0.856,0.773,0.818,0.791,0.59,0.171,0.054,0.045,18
96,0.849,0.736,0.829,0.766,0.558,0.164,0.103,0.149,18
97,0.86,0.772,0.829,0.794,0.599,0.159,0.055,0.051,19
98,0.843,0.73,0.816,0.758,0.539,0.164,0.116,0.17,19
99,0.859,0.77,0.829,0.792,0.596,0.166,0.066,0.073,9
100,0.857,0.764,0.827,0.788,0.588,0.166,0.068,0.077,9
101,0.857,0.758,0.831,0.784,0.585,0.161,0.069,0.082,9
102,0.856,0.757,0.829,0.783,0.582,0.162,0.066,0.074,9
103,0.853,0.753,0.825,0.779,0.574,0.15,0.046,0.041,9
