accuracy,recall,precision,f1,mcc,spd,aod,eod
0.868,0.68,0.785,0.713,0.453,0.075,0.056,0.091
0.866,0.675,0.781,0.707,0.443,0.047,0.011,0.016
0.868,0.678,0.785,0.711,0.451,0.069,0.048,0.079
0.868,0.677,0.785,0.71,0.449,0.058,0.03,0.049
0.808,0.768,0.693,0.715,0.455,0.122,0.061,0.059
0.867,0.675,0.782,0.708,0.444,0.05,0.013,0.016
0.798,0.772,0.688,0.709,0.453,0.089,0.02,0.01
0.868,0.679,0.783,0.712,0.45,0.089,0.081,0.132
0.798,0.769,0.687,0.708,0.449,0.116,0.048,0.038
0.802,0.772,0.69,0.712,0.455,0.241,0.177,0.169
0.797,0.769,0.686,0.707,0.448,0.112,0.043,0.03
0.802,0.771,0.69,0.712,0.455,0.23,0.163,0.149
0.865,0.675,0.776,0.707,0.44,0.107,0.113,0.183
0.81,0.763,0.693,0.715,0.451,0.056,0.009,0.016
0.868,0.68,0.786,0.713,0.454,0.076,0.059,0.096
0.868,0.678,0.784,0.711,0.45,0.063,0.039,0.064
0.866,0.675,0.781,0.708,0.444,0.05,0.013,0.019
0.795,0.771,0.686,0.706,0.448,0.065,0.001,0.008
0.866,0.677,0.779,0.709,0.445,0.102,0.1,0.16
0.868,0.676,0.785,0.71,0.448,0.065,0.043,0.072
0.798,0.767,0.686,0.707,0.446,0.151,0.08,0.063
0.867,0.676,0.783,0.709,0.446,0.051,0.014,0.019
0.868,0.679,0.786,0.712,0.452,0.06,0.031,0.051
0.868,0.678,0.786,0.711,0.451,0.067,0.046,0.077
0.8,0.769,0.688,0.709,0.449,0.205,0.135,0.119
0.802,0.773,0.691,0.713,0.457,0.245,0.18,0.171
0.798,0.767,0.686,0.707,0.446,0.152,0.082,0.066
0.866,0.675,0.781,0.708,0.444,0.05,0.012,0.016
0.799,0.766,0.687,0.708,0.446,0.176,0.108,0.094
0.799,0.765,0.686,0.707,0.444,0.187,0.12,0.107
0.798,0.766,0.686,0.707,0.445,0.186,0.119,0.104
0.868,0.678,0.785,0.711,0.45,0.066,0.043,0.072
0.865,0.676,0.777,0.708,0.441,0.109,0.117,0.193
0.865,0.673,0.779,0.705,0.439,0.043,0.004,0.004
0.865,0.673,0.779,0.705,0.439,0.042,0.001,0.001
0.868,0.678,0.786,0.711,0.45,0.067,0.046,0.077
0.798,0.769,0.687,0.708,0.449,0.118,0.049,0.035
0.866,0.676,0.777,0.708,0.442,0.107,0.114,0.188
0.868,0.68,0.786,0.713,0.454,0.076,0.059,0.096
0.798,0.766,0.686,0.707,0.445,0.164,0.096,0.081
0.868,0.679,0.783,0.712,0.45,0.082,0.069,0.112
0.868,0.678,0.783,0.711,0.45,0.08,0.065,0.107
0.808,0.766,0.692,0.714,0.452,0.114,0.044,0.029
0.801,0.772,0.69,0.712,0.455,0.243,0.18,0.174
0.803,0.77,0.69,0.712,0.453,0.215,0.147,0.131
0.868,0.679,0.785,0.712,0.451,0.062,0.037,0.061
0.866,0.677,0.779,0.709,0.444,0.098,0.097,0.157
0.798,0.77,0.687,0.708,0.449,0.116,0.048,0.035
0.797,0.767,0.686,0.706,0.445,0.17,0.1,0.083
0.868,0.679,0.785,0.712,0.452,0.062,0.036,0.059
0.868,0.678,0.786,0.712,0.452,0.056,0.022,0.034
0.8,0.767,0.687,0.708,0.447,0.182,0.115,0.101
0.798,0.771,0.688,0.709,0.451,0.099,0.03,0.02
0.868,0.68,0.786,0.713,0.454,0.076,0.059,0.096
0.778,0.77,0.676,0.693,0.436,0.173,0.1,0.079
0.866,0.675,0.781,0.708,0.444,0.049,0.013,0.019
0.796,0.766,0.685,0.705,0.443,0.135,0.069,0.058
0.867,0.675,0.783,0.708,0.445,0.049,0.013,0.019
0.867,0.676,0.783,0.709,0.447,0.052,0.015,0.021
0.868,0.679,0.784,0.712,0.45,0.078,0.063,0.102
0.866,0.675,0.781,0.708,0.444,0.05,0.012,0.016
0.868,0.679,0.786,0.712,0.453,0.058,0.028,0.046
0.868,0.679,0.783,0.712,0.45,0.084,0.07,0.112
0.865,0.674,0.778,0.706,0.439,0.045,0.007,0.009
0.868,0.678,0.786,0.711,0.45,0.055,0.021,0.031
0.796,0.768,0.685,0.706,0.446,0.136,0.065,0.048
0.865,0.671,0.778,0.703,0.436,0.04,0.001,0.003
0.866,0.678,0.778,0.709,0.444,0.099,0.095,0.152
0.865,0.672,0.779,0.705,0.438,0.043,0.003,0.002
0.866,0.673,0.779,0.706,0.44,0.042,0.0,0.004
0.867,0.675,0.783,0.708,0.445,0.05,0.013,0.019
0.808,0.768,0.693,0.715,0.455,0.093,0.036,0.041
0.866,0.674,0.778,0.707,0.44,0.047,0.011,0.016
0.868,0.678,0.785,0.711,0.45,0.058,0.026,0.041
0.866,0.678,0.78,0.71,0.446,0.097,0.094,0.152
0.867,0.676,0.783,0.709,0.446,0.051,0.014,0.019
0.803,0.769,0.69,0.712,0.452,0.214,0.143,0.124
0.865,0.672,0.778,0.705,0.438,0.044,0.004,0.004
0.867,0.676,0.782,0.709,0.445,0.051,0.015,0.021
0.866,0.675,0.78,0.708,0.443,0.05,0.013,0.019
0.802,0.77,0.69,0.711,0.453,0.232,0.164,0.149
0.867,0.676,0.782,0.709,0.446,0.051,0.015,0.021
0.868,0.679,0.783,0.712,0.45,0.088,0.079,0.129
0.799,0.769,0.687,0.709,0.449,0.109,0.04,0.028
0.867,0.676,0.784,0.709,0.447,0.054,0.018,0.026
0.865,0.673,0.777,0.705,0.437,0.044,0.005,0.006
0.865,0.671,0.778,0.704,0.436,0.042,0.001,0.001
0.867,0.678,0.782,0.711,0.448,0.087,0.078,0.127
0.866,0.675,0.781,0.708,0.444,0.05,0.013,0.019
0.866,0.675,0.779,0.708,0.442,0.102,0.105,0.173
0.868,0.677,0.784,0.71,0.449,0.064,0.04,0.067
0.803,0.771,0.691,0.712,0.455,0.22,0.152,0.136
0.868,0.678,0.784,0.711,0.45,0.07,0.049,0.079
0.797,0.77,0.687,0.707,0.449,0.089,0.023,0.015
0.798,0.773,0.688,0.709,0.453,0.1,0.03,0.017
0.865,0.672,0.779,0.705,0.438,0.035,0.012,0.024
0.867,0.679,0.782,0.711,0.449,0.082,0.067,0.109
0.868,0.679,0.785,0.712,0.452,0.077,0.06,0.099
0.797,0.769,0.686,0.707,0.448,0.127,0.059,0.048
0.799,0.766,0.686,0.707,0.445,0.188,0.121,0.107
0.867,0.678,0.783,0.711,0.449,0.08,0.066,0.107
0.868,0.68,0.783,0.712,0.451,0.087,0.075,0.119
0.865,0.672,0.779,0.704,0.438,0.038,0.005,0.011
