gen,nevals,avg,std,min,max
0,50,[0.61342 0.155  ],[0.02808992 0.23086975],[0.559 0.001],[0.666 1.272]
1,5,[0.6136 0.0754],[0.0088227  0.04195521],[0.599 0.026],[0.624 0.15 ]
2,5,[0.5994 0.2414],[0.01620617 0.19571162],[0.581 0.022],[0.622 0.598]
3,4,[0.6182 0.1138],[0.00487442 0.08898404],[0.614 0.018],[0.627 0.277]
4,5,[0.5914 0.0516],[0.0163046  0.02162036],[0.572 0.02 ],[0.621 0.087]
5,5,[0.5926 0.0446],[0.01840217 0.03350582],[0.568 0.015],[0.623 0.105]
6,5,[0.6086 0.0814],[0.0332     0.04621948],[0.583 0.029],[0.674 0.161]
7,5,[0.6164 0.089 ],[0.02874439 0.04597826],[0.579 0.031],[0.656 0.168]
8,5,[0.5708 0.3012],[0.02020297 0.44967828],[0.538 0.021],[0.595 1.196]
9,5,[0.585  0.2732],[0.04143429 0.32676683],[0.547 0.077],[0.657 0.924]
10,5,[0.6024 0.2142],[0.03557865 0.2779895 ],[0.555 0.002],[0.647 0.76 ]
11,5,[0.6046 0.069 ],[0.02495276 0.04807078],[0.579 0.024],[0.65  0.133]
12,4,[0.6116 0.0498],[0.02216845 0.03862849],[0.585 0.012],[0.65  0.122]
13,4,[0.6356 0.0694],[0.02188698 0.03741444],[0.6   0.012],[0.654 0.115]
14,5,[0.5994 0.2944],[0.02431954 0.27655206],[0.566 0.013],[0.637 0.632]
15,5,[0.6068 0.3986],[0.02834361 0.38924368],[0.565 0.031],[0.649 0.948]
16,5,[0.6152 0.1318],[0.0235151  0.09460951],[0.586 0.006],[0.643 0.29 ]
17,5,[0.61   0.2074],[0.02797141 0.24039101],[0.573 0.051],[0.649 0.684]
18,2,[0.604  0.1946],[0.02550294 0.24518205],[0.573 0.051],[0.649 0.684]
19,4,[0.6196 0.2158],[0.02601999 0.27638698],[0.579 0.06 ],[0.654 0.768]
20,4,[0.6258 0.1006],[0.0294102  0.05373118],[0.579 0.022],[0.665 0.176]
21,4,[0.628  0.0988],[0.03196873 0.03199   ],[0.579 0.063],[0.66  0.148]
22,4,[0.6468 0.1332],[0.02355759 0.04990952],[0.602 0.055],[0.666 0.178]
23,3,[0.6612 0.1496],[0.00813388 0.05351859],[0.646 0.055],[0.669 0.198]
24,4,[0.6562 0.145 ],[0.0095163  0.03655681],[0.639 0.109],[0.668 0.21 ]
25,5,[0.6538 0.1418],[0.01830191 0.02071135],[0.625 0.122],[0.673 0.18 ]
