gen,nevals,avg,std,min,max
0,50,[0.60936 0.11594],[0.02902603 0.1375659 ],[0.543 0.009],[0.66 1.01]
1,5,[0.6158 0.2202],[0.03052474 0.19994839],[0.573 0.092],[0.656 0.616]
2,3,[0.5944 0.0958],[0.0406871  0.06747563],[0.547 0.008],[0.656 0.173]
3,4,[0.6096 0.0674],[0.03067638 0.03623589],[0.552 0.008],[0.639 0.107]
4,5,[0.6096 0.1086],[0.02140654 0.04886553],[0.581 0.028],[0.642 0.173]
5,5,[0.6008 0.4132],[0.03720968 0.32890266],[0.536 0.108],[0.65  0.832]
6,4,[0.5756 0.1022],[0.02187784 0.06665553],[0.547 0.019],[0.606 0.17 ]
7,5,[0.5968 0.0822],[0.01969162 0.04186837],[0.558 0.026],[0.612 0.14 ]
8,3,[0.604  0.0848],[0.00750999 0.02762897],[0.592 0.057],[0.612 0.137]
9,2,[0.6072 0.0714],[0.0079599  0.02320862],[0.601 0.034],[0.622 0.1  ]
10,5,[0.6148 0.0334],[0.00830422 0.02635602],[0.599 0.002],[0.623 0.071]
11,4,[0.6104 0.0482],[0.00488262 0.01433039],[0.605 0.025],[0.619 0.07 ]
12,4,[0.6112 0.0296],[0.0066453  0.01111036],[0.603 0.019],[0.619 0.051]
13,3,[0.6052 0.0556],[0.00411825 0.03915916],[0.6   0.019],[0.611 0.125]
14,5,[0.6204 0.08  ],[0.01976461 0.04278785],[0.608 0.048],[0.659 0.164]
15,5,[0.6006 0.088 ],[0.00601997 0.0362381 ],[0.594 0.039],[0.612 0.144]
16,4,[0.6186 0.1118],[0.01912694 0.05060988],[0.599 0.03 ],[0.655 0.181]
17,4,[0.6068 0.1002],[0.02313785 0.06278025],[0.58  0.028],[0.649 0.181]
18,4,[0.613  0.0754],[0.01684043 0.02993727],[0.595 0.028],[0.645 0.108]
19,2,[0.6216 0.0994],[0.01917916 0.03160759],[0.603 0.063],[0.645 0.141]
20,4,[0.6008 0.1264],[0.01246435 0.03595887],[0.583 0.082],[0.615 0.176]
21,5,[0.6082 0.0688],[0.0143861  0.03902512],[0.593 0.005],[0.634 0.126]
22,5,[0.6082 0.06  ],[0.00649307 0.0355584 ],[0.601 0.033],[0.62  0.128]
23,4,[0.6054 0.0716],[0.00995188 0.04850814],[0.594 0.016],[0.62  0.156]
24,4,[0.606 0.096],[0.0211849  0.01604992],[0.583 0.074],[0.645 0.116]
25,1,[0.6102 0.122 ],[0.00897552 0.04579956],[0.598 0.094],[0.626 0.212]
