gen,nevals,avg,std,min,max
0,50,[0.613   0.07752],[0.0243877  0.04548417],[0.558 0.005],[0.663 0.238]
1,3,[0.61   0.0722],[0.01807761 0.03333107],[0.59  0.015],[0.643 0.113]
2,4,[0.6032 0.103 ],[0.0159925  0.05179961],[0.573 0.044],[0.618 0.2  ]
3,4,[0.6134 0.0778],[0.02864681 0.04064185],[0.563 0.011],[0.646 0.125]
4,4,[0.5892 0.0716],[0.0188828  0.04900857],[0.567 0.021],[0.618 0.134]
5,5,[0.618  0.0548],[0.02001999 0.03510783],[0.585 0.01 ],[0.647 0.098]
6,4,[0.601  0.0824],[0.02465766 0.04215021],[0.554 0.017],[0.626 0.15 ]
7,3,[0.6116 0.0564],[0.01412232 0.02553116],[0.586 0.017],[0.626 0.083]
8,5,[0.6002 0.1962],[0.04223458 0.30994541],[0.544 0.009],[0.657 0.814]
9,4,[0.6178 0.0778],[0.02984895 0.02893717],[0.565 0.04 ],[0.657 0.115]
10,5,[0.6166 0.094 ],[0.02840141 0.02819929],[0.571 0.055],[0.66  0.135]
11,5,[0.6168 0.07  ],[0.04152301 0.03674779],[0.544 0.003],[0.666 0.104]
12,4,[0.6294 0.1042],[0.01628005 0.04602347],[0.61 0.04],[0.659 0.175]
13,5,[0.6432 0.1222],[0.02187601 0.04318981],[0.609 0.049],[0.668 0.165]
14,3,[0.6484 0.0992],[0.01109234 0.03053785],[0.627 0.049],[0.659 0.14 ]
15,5,[0.649  0.1094],[0.0202682 0.0301171],[0.614 0.084],[0.677 0.164]
16,4,[0.648  0.0706],[0.01011929 0.04507594],[0.633 0.004],[0.659 0.134]
17,4,[0.6464 0.122 ],[0.01390827 0.03120256],[0.623 0.087],[0.664 0.167]
18,3,[0.6432 0.113 ],[0.02051731 0.02774167],[0.603 0.089],[0.66  0.167]
19,5,[0.6288 0.0792],[0.02998266 0.04003698],[0.587 0.008],[0.657 0.129]
20,3,[0.6274 0.0506],[0.02445077 0.03500629],[0.597 0.008],[0.649 0.092]
21,4,[0.6444 0.1054],[0.01410815 0.03112298],[0.625 0.058],[0.667 0.148]
22,2,[0.6418 0.0974],[0.01394848 0.03090372],[0.625 0.058],[0.667 0.148]
23,4,[0.6552 0.118 ],[0.01094349 0.02987306],[0.64  0.086],[0.667 0.171]
24,5,[0.6382 0.0852],[0.0178146  0.01517103],[0.608 0.067],[0.657 0.109]
25,5,[0.6458 0.107 ],[0.01343726 0.03382307],[0.629 0.046],[0.663 0.14 ]
