gen,nevals,avg,std,min,max
0,50,[0.60832 0.08506],[0.03071771 0.06125664],[0.539 0.002],[0.673 0.278]
1,4,[0.6246 0.0762],[0.01965299 0.02795997],[0.599 0.044],[0.653 0.126]
2,5,[0.6066 0.0838],[0.02231233 0.03705347],[0.566 0.03 ],[0.63  0.144]
3,3,[0.6048 0.103 ],[0.01882976 0.04924226],[0.581 0.038],[0.634 0.187]
4,4,[0.599  0.2176],[0.02938707 0.215819  ],[0.563 0.075],[0.648 0.646]
5,4,[0.5992 0.2   ],[0.03867506 0.22649415],[0.558 0.016],[0.658 0.646]
6,4,[0.583  0.1022],[0.03671512 0.08067565],[0.534 0.016],[0.636 0.242]
7,5,[0.5862 0.0466],[0.01895679 0.02485639],[0.552 0.006],[0.608 0.074]
8,4,[0.5964 0.0602],[0.00972831 0.02299913],[0.579 0.031],[0.608 0.086]
9,3,[0.5834 0.0514],[0.0108922 0.020529 ],[0.573 0.028],[0.602 0.086]
10,5,[0.5868 0.0558],[0.02532509 0.04504842],[0.55  0.004],[0.612 0.14 ]
11,3,[0.587  0.0348],[0.01624808 0.01622837],[0.562 0.011],[0.608 0.051]
12,5,[0.6166 0.1182],[0.02676266 0.07952207],[0.591 0.037],[0.662 0.231]
13,5,[0.631  0.1316],[0.03702432 0.0546282 ],[0.567 0.036],[0.66  0.194]
14,2,[0.611 0.125],[0.04108041 0.06076512],[0.567 0.023],[0.66  0.194]
15,5,[0.585 0.04 ],[0.03402352 0.03117691],[0.549 0.017],[0.644 0.1  ]
16,3,[0.5948 0.0578],[0.04252717 0.04444052],[0.554 0.019],[0.677 0.14 ]
17,4,[0.5694 0.0898],[0.0303684  0.07885024],[0.542 0.019],[0.625 0.21 ]
18,4,[0.5966 0.105 ],[0.03327221 0.05819622],[0.542 0.042],[0.647 0.21 ]
19,5,[0.5974 0.054 ],[0.03369629 0.05770615],[0.549 0.   ],[0.654 0.156]
20,4,[0.5612 0.0558],[0.01953868 0.05956643],[0.543 0.   ],[0.585 0.165]
21,4,[0.558  0.1006],[0.02340085 0.09009018],[0.536 0.001],[0.588 0.217]
22,4,[0.5856 0.1086],[0.04161058 0.07034088],[0.536 0.044],[0.659 0.2  ]
23,5,[0.5824 0.0416],[0.02699333 0.03037499],[0.546 0.009],[0.619 0.09 ]
24,4,[0.6058 0.0598],[0.04514599 0.04248011],[0.554 0.013],[0.676 0.132]
25,4,[0.5924 0.05  ],[0.04630594 0.04705316],[0.547 0.   ],[0.676 0.132]
