gen,nevals,avg,std,min,max
0,50,[0.62106 0.14552],[0.02764591 0.19523465],[0.553 0.002],[0.674 1.086]
1,4,[0.62   0.1016],[0.01918333 0.03302484],[0.603 0.055],[0.651 0.156]
2,5,[0.634 0.124],[0.01534927 0.03077012],[0.614 0.086],[0.65  0.167]
3,3,[0.629  0.1498],[0.01749286 0.0269622 ],[0.608 0.1  ],[0.65  0.179]
4,5,[0.6292 0.1312],[0.01349667 0.0231119 ],[0.608 0.09 ],[0.647 0.158]
5,3,[0.6342 0.1418],[0.00730479 0.0097857 ],[0.625 0.128],[0.647 0.158]
6,4,[0.639  0.1356],[0.00750999 0.02312228],[0.627 0.091],[0.65  0.158]
7,5,[0.6316 0.1448],[0.01369087 0.02633173],[0.61  0.111],[0.651 0.176]
8,4,[0.635  0.1444],[0.01446375 0.02195085],[0.616 0.115],[0.655 0.176]
9,3,[0.6496 0.1604],[0.00427083 0.01376372],[0.643 0.144],[0.655 0.184]
10,4,[0.6434 0.1146],[0.01456846 0.05554314],[0.616 0.021],[0.657 0.169]
11,5,[0.6362 0.1254],[0.02877082 0.04472404],[0.579 0.043],[0.656 0.163]
12,3,[0.6198 0.1322],[0.02690279 0.04976505],[0.579 0.043],[0.651 0.187]
13,4,[0.61   0.0876],[0.02427344 0.02004595],[0.583 0.06 ],[0.654 0.118]
14,4,[0.6166 0.1306],[0.03126404 0.05175558],[0.572 0.077],[0.654 0.209]
15,3,[0.621  0.1548],[0.01360882 0.04714403],[0.606 0.089],[0.646 0.209]
16,4,[0.627  0.1298],[0.01775387 0.02307726],[0.605 0.11 ],[0.65  0.173]
17,4,[0.621  0.1416],[0.01461506 0.02671778],[0.606 0.112],[0.649 0.173]
18,4,[0.6476 0.1374],[0.01778314 0.02562499],[0.618 0.105],[0.663 0.174]
19,5,[0.6244 0.102 ],[0.02191438 0.01549193],[0.586 0.087],[0.652 0.131]
20,4,[0.623  0.0988],[0.02933939 0.06188505],[0.568 0.029],[0.654 0.187]
21,3,[0.649  0.1718],[0.00794984 0.01434434],[0.634 0.149],[0.656 0.187]
22,5,[0.633  0.1034],[0.02387467 0.04159135],[0.59  0.029],[0.653 0.146]
23,5,[0.6544 0.1078],[0.00377359 0.02798857],[0.649 0.08 ],[0.66  0.161]
24,4,[0.6526 0.1428],[0.00763151 0.02309459],[0.638 0.106],[0.66  0.171]
25,3,[0.6472 0.1364],[0.00879545 0.02489659],[0.637 0.106],[0.66  0.182]
