precision,recall,f1score,mcc,avg_stat_par,avg_eq_odds,avg_ao,wc_stat_par,wc_eq_odds,wc_ao,acc,model,fairness_method
0.8340881542073924,0.8407901525761038,0.8354517195621594,0.5513962845673765,0.1485,0.109,0.09,0.229,0.202,0.155,0.8407901525761038,logreg,NO_ONE
0.8267549384262641,0.8348197832977077,0.8276967112324926,0.5295161502206571,0.14400000000000002,0.1375,0.101,0.223,0.239,0.17,0.8348197832977077,svm,NO_ONE
0.8373476895741007,0.8421906095673325,0.838983743688033,0.5626528896697683,0.147,0.07400000000000001,0.07200000000000001,0.238,0.19,0.152,0.8421906095673325,forest,NO_ONE
0.8130200089949265,0.8194147563941918,0.815300066175326,0.4973225220249275,0.1475,0.133,0.10200000000000001,0.234,0.227,0.173,0.8194147563941918,knn,NO_ONE
0.8132744086447835,0.8142551780054544,0.8137500999595091,0.4997922541913377,0.1325,0.033,0.051,0.215,0.065,0.089,0.8142551780054544,tree,NO_ONE
