,Accuracy,Recall,Precision,F1,MCC,SPD,AOD,EOD,Run
0,0.643,0.639,0.64,0.64,0.279,0.121,0.099,0.09,8
1,0.646,0.641,0.642,0.641,0.284,0.137,0.112,0.125,8
2,0.678,0.674,0.675,0.674,0.349,0.17,0.143,0.134,8
3,0.597,0.594,0.594,0.594,0.187,0.039,0.019,0.046,8
4,0.678,0.673,0.676,0.673,0.348,0.169,0.144,0.121,8
5,0.661,0.655,0.659,0.656,0.314,0.18,0.156,0.152,8
6,0.655,0.65,0.651,0.65,0.301,0.139,0.117,0.086,9
7,0.652,0.647,0.648,0.648,0.295,0.149,0.126,0.1,9
8,0.676,0.673,0.673,0.673,0.346,0.187,0.164,0.111,9
9,0.663,0.658,0.659,0.659,0.317,0.173,0.15,0.109,9
10,0.588,0.588,0.588,0.587,0.176,0.108,0.088,0.117,9
11,0.643,0.639,0.639,0.639,0.278,0.133,0.112,0.081,9
12,0.659,0.654,0.654,0.654,0.309,0.117,0.095,0.045,13
13,0.687,0.688,0.686,0.685,0.373,0.157,0.125,0.093,13
14,0.669,0.663,0.664,0.663,0.327,0.169,0.145,0.1,13
15,0.689,0.682,0.685,0.683,0.368,0.16,0.133,0.078,13
16,0.681,0.68,0.678,0.678,0.358,0.149,0.117,0.092,13
17,0.675,0.669,0.671,0.67,0.34,0.126,0.099,0.061,13
18,0.677,0.67,0.674,0.67,0.344,0.197,0.178,0.144,12
19,0.628,0.623,0.624,0.623,0.246,0.125,0.111,0.091,12
20,0.659,0.655,0.655,0.655,0.31,0.171,0.151,0.137,12
21,0.667,0.664,0.664,0.664,0.328,0.166,0.145,0.128,12
22,0.602,0.599,0.599,0.599,0.198,0.133,0.12,0.115,12
23,0.637,0.635,0.634,0.634,0.269,0.162,0.151,0.1,12
24,0.669,0.664,0.665,0.664,0.329,0.145,0.123,0.086,10
25,0.646,0.64,0.642,0.641,0.282,0.102,0.083,0.052,10
26,0.616,0.609,0.611,0.609,0.219,0.103,0.089,0.062,10
27,0.672,0.668,0.669,0.668,0.336,0.121,0.098,0.063,10
28,0.647,0.644,0.644,0.644,0.288,0.123,0.104,0.068,10
29,0.608,0.602,0.603,0.602,0.205,0.072,0.059,0.03,10
30,0.685,0.676,0.685,0.677,0.361,0.148,0.133,0.073,11
31,0.683,0.677,0.682,0.678,0.358,0.126,0.106,0.074,11
32,0.671,0.666,0.668,0.667,0.334,0.155,0.137,0.105,11
33,0.602,0.598,0.598,0.598,0.196,0.115,0.103,0.096,11
34,0.65,0.645,0.647,0.645,0.292,0.144,0.131,0.088,11
35,0.625,0.622,0.622,0.622,0.243,0.093,0.079,0.065,11
36,0.646,0.645,0.644,0.644,0.289,0.192,0.166,0.134,15
37,0.654,0.651,0.652,0.651,0.303,0.165,0.136,0.11,15
38,0.639,0.632,0.636,0.632,0.268,0.116,0.091,0.06,15
39,0.652,0.65,0.65,0.65,0.299,0.172,0.143,0.123,15
40,0.643,0.637,0.641,0.637,0.278,0.129,0.1,0.094,15
41,0.634,0.63,0.631,0.63,0.261,0.132,0.111,0.059,15
42,0.682,0.675,0.679,0.676,0.354,0.167,0.142,0.102,14
43,0.641,0.633,0.637,0.633,0.269,0.132,0.111,0.091,14
44,0.662,0.653,0.658,0.654,0.311,0.144,0.125,0.073,14
45,0.68,0.677,0.677,0.677,0.353,0.179,0.154,0.117,14
46,0.663,0.656,0.66,0.657,0.315,0.147,0.127,0.081,14
47,0.657,0.648,0.653,0.649,0.301,0.141,0.119,0.09,14
48,0.645,0.638,0.642,0.638,0.28,0.158,0.127,0.113,16
49,0.666,0.66,0.664,0.66,0.324,0.137,0.101,0.083,16
50,0.65,0.647,0.648,0.648,0.295,0.181,0.145,0.147,16
51,0.637,0.633,0.634,0.633,0.267,0.143,0.108,0.127,16
52,0.661,0.649,0.664,0.647,0.313,0.147,0.118,0.079,16
53,0.646,0.639,0.643,0.639,0.282,0.146,0.117,0.093,16
54,0.668,0.661,0.664,0.662,0.326,0.124,0.105,0.081,17
