,Accuracy,Recall,Precision,F1,MCC,SPD,AOD,EOD,Run
88,0.73,0.648,0.662,0.653,0.309,0.07,0.042,0.065,3
89,0.737,0.663,0.672,0.667,0.336,0.097,0.067,0.092,3
90,0.743,0.644,0.738,0.653,0.37,0.012,0.018,0.032,2
91,0.737,0.639,0.722,0.647,0.352,0.004,0.044,0.042,2
92,0.73,0.645,0.7,0.653,0.34,0.015,0.014,0.035,2
93,0.75,0.672,0.727,0.684,0.396,0.026,0.074,0.029,2
94,0.74,0.655,0.717,0.665,0.366,0.095,0.06,0.062,2
95,0.723,0.645,0.687,0.653,0.329,0.017,0.017,0.015,2
96,0.737,0.649,0.671,0.656,0.319,0.093,0.011,0.095,0
97,0.763,0.678,0.709,0.689,0.386,0.144,0.059,0.084,0
98,0.76,0.686,0.704,0.693,0.39,0.178,0.094,0.1,0
99,0.747,0.662,0.686,0.671,0.347,0.11,0.038,0.025,0
100,0.75,0.679,0.692,0.684,0.37,0.124,0.041,0.046,0
101,0.723,0.646,0.657,0.65,0.303,0.124,0.049,0.1,0
102,0.753,0.618,0.71,0.628,0.315,0.117,0.072,0.102,1
103,0.75,0.623,0.697,0.634,0.312,0.031,0.006,0.022,1
104,0.773,0.65,0.745,0.666,0.383,0.144,0.104,0.071,1
105,0.753,0.643,0.698,0.655,0.336,0.103,0.043,0.099,1
106,0.78,0.661,0.754,0.679,0.405,0.092,0.041,0.036,1
107,0.773,0.66,0.736,0.677,0.389,0.141,0.1,0.055,1
108,0.773,0.707,0.72,0.712,0.426,0.185,0.092,0.159,19
109,0.753,0.671,0.693,0.679,0.363,0.054,0.033,0.068,19
110,0.773,0.696,0.72,0.705,0.416,0.131,0.037,0.129,19
111,0.76,0.669,0.702,0.68,0.37,0.104,0.016,0.135,19
112,0.767,0.698,0.711,0.704,0.41,0.21,0.12,0.199,19
113,0.743,0.672,0.681,0.676,0.352,0.129,0.056,0.087,19
114,0.76,0.675,0.738,0.688,0.407,0.009,0.085,0.025,18
115,0.753,0.664,0.729,0.677,0.388,0.065,0.148,0.025,18
116,0.727,0.664,0.682,0.67,0.346,0.039,0.035,0.045,18
117,0.78,0.7,0.766,0.716,0.462,0.005,0.083,0.014,18
118,0.733,0.661,0.692,0.669,0.351,0.015,0.083,0.044,18
119,0.73,0.664,0.687,0.671,0.349,0.051,0.009,0.022,18
