,Accuracy,Recall,Precision,F1,MCC,SPD,AOD,EOD,Run
0,0.773,0.685,0.746,0.7,0.427,0.005,0.051,0.057,15
1,0.777,0.687,0.752,0.704,0.435,0.001,0.048,0.051,15
2,0.78,0.684,0.765,0.701,0.441,0.007,0.047,0.077,15
3,0.743,0.669,0.696,0.678,0.364,0.021,0.019,0.033,15
4,0.733,0.686,0.686,0.686,0.373,0.074,0.026,0.034,15
5,0.75,0.677,0.705,0.687,0.381,0.046,0.002,0.016,15
6,0.757,0.669,0.733,0.682,0.398,0.041,0.045,0.033,14
7,0.73,0.625,0.699,0.632,0.315,0.035,0.041,0.027,14
8,0.75,0.637,0.753,0.645,0.372,0.067,0.068,0.014,14
9,0.75,0.676,0.716,0.687,0.389,0.022,0.046,0.032,14
10,0.743,0.665,0.707,0.676,0.37,0.079,0.084,0.004,14
11,0.74,0.657,0.704,0.668,0.358,0.044,0.064,0.062,14
12,0.75,0.692,0.704,0.697,0.397,0.182,0.063,0.035,16
13,0.763,0.663,0.738,0.677,0.393,0.057,0.049,0.086,16
14,0.75,0.668,0.706,0.679,0.372,0.001,0.112,0.081,16
15,0.77,0.731,0.73,0.73,0.461,0.093,0.057,0.081,16
16,0.78,0.708,0.747,0.721,0.453,0.185,0.056,0.012,16
17,0.707,0.607,0.642,0.612,0.246,0.02,0.094,0.15,16
18,0.677,0.621,0.621,0.621,0.242,0.114,0.067,0.175,17
19,0.743,0.663,0.696,0.673,0.358,0.094,0.106,0.021,17
20,0.73,0.648,0.677,0.656,0.324,0.117,0.081,0.15,17
21,0.72,0.634,0.663,0.642,0.296,0.075,0.073,0.039,17
22,0.73,0.636,0.678,0.645,0.311,0.15,0.17,0.067,17
23,0.75,0.656,0.71,0.668,0.362,0.111,0.116,0.055,17
24,0.73,0.638,0.647,0.642,0.284,0.188,0.173,0.107,13
25,0.75,0.647,0.67,0.656,0.317,0.111,0.1,0.008,13
26,0.717,0.621,0.628,0.624,0.249,0.1,0.071,0.062,13
27,0.763,0.656,0.69,0.668,0.344,0.215,0.194,0.132,13
28,0.747,0.649,0.667,0.656,0.315,0.165,0.137,0.1,13
29,0.737,0.63,0.65,0.637,0.28,0.221,0.197,0.167,13
30,0.713,0.648,0.669,0.654,0.316,0.126,0.068,0.103,12
31,0.727,0.621,0.705,0.625,0.315,0.054,0.007,0.023,12
32,0.73,0.631,0.705,0.638,0.328,0.136,0.084,0.123,12
33,0.713,0.632,0.669,0.639,0.299,0.115,0.068,0.064,12
34,0.717,0.606,0.689,0.606,0.283,0.088,0.048,0.06,12
35,0.727,0.626,0.7,0.632,0.318,0.099,0.049,0.086,12
36,0.763,0.693,0.736,0.705,0.427,0.226,0.171,0.147,10
37,0.747,0.651,0.728,0.662,0.371,0.095,0.037,0.103,10
38,0.747,0.678,0.712,0.688,0.389,0.147,0.093,0.084,10
39,0.757,0.664,0.743,0.677,0.4,0.02,0.086,0.008,10
40,0.76,0.68,0.737,0.693,0.413,0.032,0.032,0.008,10
41,0.743,0.643,0.726,0.653,0.36,0.019,0.032,0.008,10
42,0.693,0.607,0.64,0.611,0.245,0.027,0.008,0.013,11
43,0.723,0.634,0.687,0.642,0.317,0.048,0.005,0.087,11
44,0.713,0.648,0.669,0.654,0.316,0.087,0.056,0.084,11
45,0.733,0.629,0.718,0.635,0.335,0.024,0.0,0.009,11
46,0.743,0.675,0.71,0.685,0.384,0.148,0.117,0.126,11
47,0.74,0.662,0.708,0.673,0.368,0.058,0.026,0.05,11
48,0.777,0.664,0.724,0.68,0.383,0.123,0.09,0.001,9
49,0.76,0.656,0.694,0.668,0.348,0.115,0.071,0.038,9
50,0.757,0.677,0.691,0.682,0.367,0.169,0.123,0.07,9
51,0.71,0.625,0.631,0.628,0.256,0.216,0.17,0.195,9
52,0.773,0.646,0.724,0.662,0.362,0.131,0.104,0.018,9
53,0.74,0.658,0.668,0.662,0.326,0.058,0.015,0.054,9
54,0.68,0.625,0.622,0.624,0.248,0.093,0.04,0.159,8
55,0.767,0.713,0.722,0.717,0.434,0.155,0.146,0.114,8
56,0.743,0.671,0.691,0.678,0.361,0.112,0.098,0.089,8
57,0.7,0.643,0.643,0.643,0.286,0.11,0.079,0.128,8
58,0.76,0.698,0.713,0.705,0.411,0.172,0.171,0.12,8
59,0.75,0.672,0.7,0.682,0.371,0.23,0.222,0.198,8
60,0.743,0.656,0.672,0.662,0.327,0.156,0.113,0.024,5
61,0.747,0.632,0.672,0.642,0.301,0.146,0.093,0.106,5
62,0.783,0.684,0.731,0.699,0.412,0.134,0.065,0.048,5
63,0.76,0.648,0.694,0.661,0.34,0.17,0.121,0.077,5
64,0.737,0.648,0.662,0.653,0.31,0.225,0.179,0.138,5
65,0.763,0.696,0.701,0.699,0.397,0.054,0.029,0.021,5
66,0.733,0.644,0.7,0.653,0.339,0.041,0.119,0.008,4
67,0.723,0.639,0.682,0.648,0.318,0.0,0.076,0.045,4
68,0.72,0.642,0.676,0.65,0.316,0.061,0.003,0.028,4
69,0.71,0.635,0.662,0.642,0.296,0.054,0.117,0.104,4
70,0.753,0.689,0.72,0.698,0.407,0.015,0.076,0.001,4
71,0.697,0.614,0.643,0.62,0.256,0.099,0.164,0.066,4
72,0.727,0.637,0.718,0.642,0.346,0.084,0.014,0.017,6
73,0.717,0.648,0.686,0.655,0.331,0.104,0.028,0.005,6
74,0.683,0.597,0.64,0.597,0.233,0.08,0.032,0.062,6
75,0.69,0.609,0.65,0.611,0.255,0.088,0.033,0.056,6
76,0.727,0.646,0.708,0.653,0.349,0.22,0.15,0.147,6
77,0.737,0.654,0.728,0.662,0.374,0.16,0.083,0.062,6
78,0.79,0.699,0.742,0.714,0.439,0.126,0.025,0.071,7
79,0.773,0.698,0.715,0.705,0.413,0.157,0.054,0.12,7
80,0.8,0.713,0.757,0.728,0.468,0.122,0.018,0.031,7
81,0.797,0.733,0.746,0.739,0.479,0.17,0.048,0.131,7
82,0.8,0.706,0.76,0.723,0.463,0.138,0.04,0.042,7
83,0.763,0.695,0.703,0.699,0.398,0.112,0.013,0.054,7
84,0.733,0.608,0.66,0.616,0.262,0.019,0.033,0.072,3
85,0.723,0.633,0.651,0.639,0.283,0.02,0.001,0.005,3
86,0.73,0.648,0.662,0.653,0.309,0.048,0.043,0.001,3
87,0.727,0.621,0.651,0.629,0.27,0.074,0.105,0.065,3
