,Accuracy,Recall,Precision,F1,MCC,SPD,AOD,EOD,Run
0,0.849,0.784,0.801,0.792,0.585,0.095,0.038,0.042,1
1,0.845,0.757,0.805,0.776,0.56,0.081,0.021,0.012,1
2,0.834,0.792,0.778,0.784,0.569,0.11,0.034,0.009,1
3,0.841,0.778,0.789,0.783,0.567,0.102,0.043,0.041,1
4,0.843,0.782,0.792,0.787,0.574,0.094,0.028,0.017,1
5,0.824,0.765,0.765,0.765,0.53,0.089,0.02,0.002,1
6,0.813,0.747,0.753,0.75,0.499,0.091,0.025,0.007,0
7,0.84,0.773,0.791,0.781,0.564,0.093,0.03,0.025,0
8,0.836,0.72,0.814,0.748,0.525,0.079,0.05,0.08,0
9,0.844,0.765,0.802,0.78,0.566,0.092,0.035,0.036,0
10,0.834,0.767,0.782,0.774,0.549,0.097,0.036,0.031,0
11,0.81,0.75,0.749,0.749,0.498,0.092,0.034,0.028,0
12,0.844,0.746,0.814,0.77,0.556,0.076,0.042,0.069,2
13,0.841,0.737,0.813,0.763,0.545,0.08,0.043,0.063,2
14,0.851,0.768,0.817,0.787,0.583,0.079,0.023,0.025,2
15,0.849,0.774,0.81,0.789,0.583,0.084,0.034,0.045,2
16,0.847,0.77,0.807,0.785,0.576,0.086,0.032,0.035,2
17,0.837,0.743,0.799,0.764,0.539,0.086,0.05,0.071,2
18,0.837,0.747,0.792,0.765,0.537,0.085,0.032,0.026,3
19,0.84,0.752,0.796,0.769,0.546,0.089,0.043,0.048,3
20,0.842,0.77,0.793,0.78,0.563,0.095,0.041,0.039,3
21,0.844,0.789,0.792,0.79,0.581,0.107,0.04,0.024,3
22,0.835,0.766,0.781,0.773,0.548,0.102,0.039,0.024,3
23,0.853,0.779,0.811,0.793,0.589,0.095,0.04,0.041,3
24,0.845,0.773,0.8,0.785,0.572,0.091,0.037,0.037,7
25,0.854,0.757,0.832,0.783,0.584,0.073,0.022,0.022,7
26,0.859,0.779,0.827,0.798,0.604,0.075,0.017,0.013,7
27,0.844,0.772,0.798,0.783,0.569,0.1,0.052,0.062,7
28,0.851,0.766,0.816,0.785,0.58,0.083,0.036,0.045,7
29,0.821,0.761,0.762,0.761,0.523,0.108,0.06,0.066,7
30,0.847,0.774,0.801,0.786,0.574,0.099,0.048,0.053,6
31,0.851,0.783,0.804,0.793,0.587,0.099,0.056,0.076,6
32,0.856,0.778,0.818,0.795,0.595,0.1,0.067,0.098,6
33,0.854,0.778,0.811,0.793,0.589,0.092,0.047,0.061,6
34,0.845,0.777,0.795,0.785,0.572,0.101,0.062,0.085,6
35,0.846,0.766,0.802,0.781,0.567,0.093,0.056,0.079,6
36,0.851,0.76,0.815,0.781,0.572,0.076,0.014,0.011,4
37,0.848,0.775,0.801,0.787,0.576,0.084,0.003,0.022,4
38,0.849,0.765,0.807,0.782,0.57,0.084,0.003,0.025,4
39,0.851,0.761,0.814,0.782,0.573,0.084,0.013,0.002,4
40,0.853,0.786,0.807,0.796,0.593,0.101,0.022,0.005,4
41,0.853,0.772,0.814,0.789,0.584,0.077,0.005,0.032,4
42,0.846,0.781,0.795,0.788,0.576,0.097,0.063,0.098,5
43,0.847,0.768,0.802,0.783,0.57,0.09,0.048,0.067,5
44,0.85,0.771,0.806,0.786,0.576,0.089,0.039,0.045,5
45,0.852,0.786,0.804,0.794,0.59,0.089,0.032,0.035,5
46,0.847,0.747,0.813,0.771,0.557,0.081,0.05,0.08,5
47,0.844,0.768,0.795,0.78,0.563,0.094,0.042,0.045,5
48,0.847,0.779,0.798,0.788,0.577,0.099,0.045,0.052,16
49,0.855,0.764,0.822,0.786,0.584,0.086,0.045,0.066,16
50,0.856,0.786,0.813,0.798,0.598,0.1,0.047,0.06,16
51,0.841,0.721,0.82,0.751,0.533,0.072,0.039,0.06,16
52,0.853,0.769,0.816,0.788,0.583,0.095,0.052,0.074,16
53,0.853,0.785,0.807,0.795,0.592,0.094,0.04,0.048,16
54,0.843,0.773,0.794,0.782,0.566,0.092,0.037,0.037,17
55,0.844,0.77,0.795,0.781,0.564,0.081,0.028,0.029,17
56,0.85,0.773,0.807,0.787,0.578,0.089,0.041,0.052,17
57,0.854,0.752,0.83,0.779,0.577,0.071,0.026,0.036,17
58,0.851,0.766,0.812,0.784,0.576,0.084,0.035,0.042,17
59,0.851,0.767,0.813,0.786,0.578,0.076,0.021,0.02,17
60,0.85,0.747,0.823,0.774,0.566,0.067,0.027,0.034,15
61,0.841,0.75,0.798,0.768,0.545,0.079,0.049,0.071,15
62,0.839,0.776,0.785,0.781,0.562,0.094,0.044,0.045,15
63,0.846,0.774,0.797,0.784,0.571,0.098,0.057,0.072,15
64,0.84,0.767,0.789,0.777,0.556,0.087,0.033,0.023,15
65,0.848,0.773,0.802,0.786,0.575,0.079,0.029,0.027,15
66,0.85,0.75,0.821,0.775,0.567,0.075,0.028,0.038,14
67,0.834,0.761,0.78,0.77,0.541,0.089,0.028,0.019,14
68,0.846,0.767,0.801,0.781,0.567,0.091,0.047,0.063,14
69,0.815,0.774,0.754,0.762,0.527,0.102,0.035,0.021,14
70,0.846,0.779,0.796,0.787,0.575,0.098,0.04,0.041,14
71,0.849,0.769,0.808,0.785,0.576,0.09,0.04,0.05,14
72,0.851,0.783,0.807,0.794,0.59,0.098,0.052,0.069,10
73,0.841,0.766,0.795,0.778,0.56,0.091,0.038,0.039,10
74,0.843,0.763,0.8,0.778,0.562,0.091,0.043,0.05,10
75,0.835,0.77,0.782,0.776,0.552,0.094,0.042,0.045,10
76,0.847,0.782,0.799,0.79,0.581,0.097,0.045,0.05,10
77,0.846,0.756,0.81,0.777,0.564,0.089,0.039,0.042,10
78,0.843,0.781,0.793,0.787,0.574,0.109,0.046,0.048,11
79,0.857,0.77,0.827,0.792,0.595,0.089,0.036,0.048,11
80,0.853,0.772,0.816,0.789,0.586,0.099,0.045,0.058,11
81,0.845,0.78,0.795,0.787,0.576,0.105,0.036,0.028,11
82,0.843,0.783,0.792,0.787,0.575,0.105,0.035,0.027,11
83,0.848,0.779,0.803,0.789,0.581,0.107,0.054,0.069,11
84,0.815,0.751,0.752,0.751,0.503,0.09,0.036,0.025,13
85,0.844,0.779,0.793,0.786,0.572,0.103,0.062,0.078,13
86,0.843,0.773,0.794,0.782,0.566,0.096,0.054,0.069,13
87,0.851,0.777,0.807,0.79,0.583,0.089,0.042,0.051,13
88,0.808,0.746,0.743,0.744,0.489,0.1,0.051,0.047,13
89,0.846,0.764,0.803,0.78,0.566,0.098,0.073,0.111,13
90,0.838,0.777,0.786,0.781,0.563,0.099,0.045,0.048,12
91,0.845,0.776,0.798,0.786,0.574,0.098,0.047,0.055,12
92,0.841,0.766,0.794,0.778,0.559,0.084,0.032,0.034,12
93,0.855,0.775,0.821,0.793,0.594,0.08,0.03,0.039,12
94,0.842,0.762,0.797,0.777,0.558,0.092,0.043,0.048,12
95,0.848,0.77,0.808,0.786,0.576,0.085,0.039,0.053,12
96,0.841,0.766,0.791,0.777,0.556,0.093,0.041,0.036,19
97,0.851,0.753,0.822,0.778,0.571,0.085,0.06,0.093,19
98,0.839,0.763,0.788,0.774,0.551,0.097,0.052,0.057,19
99,0.846,0.745,0.813,0.769,0.554,0.091,0.069,0.105,19
100,0.844,0.765,0.797,0.779,0.561,0.095,0.048,0.051,19
101,0.854,0.784,0.809,0.795,0.593,0.096,0.047,0.053,19
102,0.84,0.768,0.789,0.777,0.557,0.087,0.024,0.013,18
103,0.851,0.784,0.803,0.793,0.587,0.098,0.038,0.035,18
104,0.85,0.767,0.809,0.784,0.574,0.085,0.036,0.045,18
105,0.843,0.77,0.794,0.781,0.564,0.103,0.05,0.054,18
106,0.847,0.75,0.812,0.773,0.558,0.08,0.038,0.051,18
107,0.846,0.786,0.794,0.79,0.579,0.098,0.045,0.054,18
108,0.852,0.769,0.811,0.786,0.578,0.088,0.045,0.059,8
109,0.813,0.75,0.747,0.749,0.497,0.092,0.04,0.035,8
110,0.847,0.758,0.806,0.777,0.562,0.09,0.051,0.069,8
111,0.851,0.781,0.805,0.791,0.585,0.092,0.036,0.036,8
112,0.847,0.762,0.803,0.778,0.563,0.082,0.029,0.028,8
113,0.849,0.763,0.807,0.781,0.568,0.084,0.039,0.049,8
114,0.84,0.767,0.788,0.776,0.554,0.088,0.037,0.04,9
115,0.853,0.769,0.812,0.787,0.58,0.076,0.033,0.05,9
116,0.848,0.769,0.803,0.783,0.571,0.086,0.054,0.087,9
117,0.854,0.763,0.82,0.785,0.58,0.073,0.031,0.048,9
118,0.849,0.762,0.808,0.78,0.568,0.084,0.055,0.09,9
119,0.851,0.767,0.811,0.785,0.577,0.083,0.041,0.059,9
