,Accuracy,Recall,Precision,F1,MCC,SPD,AOD,EOD,Run
0,0.72,0.609,0.683,0.613,0.283,0.022,0.007,0.026,14
1,0.71,0.621,0.659,0.628,0.278,0.124,0.126,0.052,14
2,0.697,0.661,0.656,0.658,0.317,0.052,0.016,0.044,14
3,0.74,0.643,0.711,0.653,0.348,0.06,0.053,0.005,14
4,0.733,0.638,0.698,0.648,0.332,0.081,0.08,0.005,14
5,0.75,0.673,0.717,0.684,0.387,0.043,0.015,0.008,14
6,0.757,0.664,0.721,0.677,0.38,0.026,0.052,0.065,15
7,0.717,0.653,0.663,0.657,0.316,0.02,0.049,0.046,15
8,0.773,0.661,0.773,0.677,0.419,0.032,0.003,0.003,15
9,0.773,0.688,0.744,0.703,0.428,0.056,0.084,0.105,15
10,0.767,0.647,0.77,0.66,0.398,0.036,0.021,0.014,15
11,0.737,0.707,0.695,0.7,0.402,0.071,0.117,0.093,15
12,0.783,0.668,0.737,0.686,0.399,0.093,0.05,0.084,9
13,0.757,0.703,0.696,0.699,0.399,0.065,0.001,0.069,9
14,0.753,0.667,0.685,0.674,0.351,0.089,0.047,0.079,9
15,0.773,0.646,0.724,0.662,0.362,0.088,0.058,0.069,9
16,0.77,0.655,0.712,0.67,0.363,0.098,0.076,0.064,9
17,0.78,0.693,0.723,0.704,0.415,0.154,0.122,0.118,9
18,0.717,0.668,0.667,0.668,0.336,0.107,0.064,0.084,17
19,0.723,0.631,0.668,0.639,0.296,0.188,0.18,0.116,17
20,0.737,0.643,0.688,0.653,0.329,0.118,0.098,0.062,17
21,0.753,0.649,0.722,0.662,0.364,0.114,0.092,0.059,17
22,0.733,0.644,0.682,0.653,0.324,0.183,0.166,0.122,17
23,0.733,0.626,0.687,0.635,0.307,0.146,0.132,0.088,17
24,0.773,0.676,0.753,0.692,0.422,0.041,0.005,0.044,16
25,0.743,0.657,0.697,0.668,0.352,0.006,0.033,0.055,16
26,0.777,0.745,0.738,0.741,0.483,0.019,0.052,0.047,16
27,0.763,0.669,0.733,0.683,0.397,0.043,0.008,0.037,16
28,0.777,0.684,0.755,0.701,0.433,0.011,0.059,0.002,16
29,0.757,0.679,0.715,0.69,0.392,0.101,0.074,0.003,16
30,0.717,0.661,0.662,0.662,0.323,0.017,0.021,0.004,8
31,0.747,0.667,0.696,0.676,0.361,0.033,0.059,0.084,8
32,0.773,0.689,0.736,0.703,0.423,0.056,0.035,0.013,8
33,0.763,0.691,0.718,0.701,0.409,0.01,0.038,0.011,8
34,0.763,0.701,0.717,0.708,0.418,0.038,0.009,0.013,8
35,0.77,0.696,0.728,0.707,0.423,0.035,0.008,0.003,8
36,0.743,0.644,0.732,0.653,0.365,0.056,0.074,0.016,12
37,0.74,0.655,0.712,0.665,0.362,0.029,0.022,0.006,12
38,0.723,0.642,0.684,0.65,0.324,0.092,0.102,0.035,12
39,0.74,0.657,0.711,0.668,0.364,0.092,0.119,0.002,12
40,0.727,0.637,0.693,0.645,0.325,0.054,0.076,0.024,12
41,0.733,0.629,0.718,0.635,0.335,0.042,0.066,0.038,12
42,0.753,0.67,0.679,0.674,0.349,0.097,0.1,0.054,13
43,0.737,0.659,0.66,0.659,0.319,0.179,0.191,0.127,13
44,0.747,0.665,0.671,0.668,0.336,0.057,0.072,0.002,13
45,0.717,0.669,0.651,0.657,0.32,0.076,0.081,0.028,13
46,0.763,0.669,0.691,0.677,0.358,0.147,0.197,0.044,13
47,0.757,0.672,0.683,0.677,0.355,0.072,0.115,0.025,13
48,0.733,0.66,0.697,0.669,0.355,0.115,0.126,0.04,11
49,0.733,0.652,0.7,0.662,0.349,0.085,0.074,0.062,11
50,0.717,0.635,0.674,0.642,0.307,0.035,0.013,0.04,11
51,0.737,0.636,0.719,0.644,0.346,0.115,0.125,0.051,11
52,0.747,0.665,0.721,0.676,0.382,0.11,0.109,0.061,11
53,0.713,0.648,0.669,0.654,0.316,0.015,0.005,0.01,11
54,0.753,0.648,0.754,0.659,0.388,0.081,0.046,0.013,10
55,0.733,0.655,0.695,0.664,0.348,0.11,0.051,0.098,10
56,0.767,0.682,0.752,0.697,0.429,0.123,0.077,0.047,10
57,0.737,0.649,0.704,0.659,0.349,0.089,0.03,0.08,10
58,0.75,0.648,0.742,0.659,0.379,0.095,0.042,0.068,10
59,0.74,0.654,0.709,0.665,0.359,0.055,0.003,0.034,10
60,0.747,0.67,0.684,0.676,0.354,0.059,0.022,0.034,3
61,0.707,0.653,0.645,0.649,0.298,0.026,0.03,0.039,3
62,0.753,0.657,0.692,0.668,0.348,0.032,0.008,0.017,3
63,0.707,0.674,0.656,0.661,0.33,0.006,0.063,0.002,3
64,0.763,0.668,0.708,0.68,0.373,0.052,0.0,0.052,3
65,0.74,0.659,0.675,0.665,0.333,0.04,0.006,0.034,3
66,0.737,0.663,0.705,0.672,0.365,0.003,0.006,0.022,2
67,0.743,0.667,0.716,0.678,0.38,0.057,0.059,0.081,2
68,0.76,0.67,0.758,0.683,0.418,0.004,0.002,0.018,2
