,Accuracy,Recall,Precision,F1,MCC,SPD,AOD,EOD,Run
69,0.743,0.662,0.719,0.673,0.377,0.022,0.036,0.019,2
70,0.737,0.639,0.722,0.647,0.352,0.029,0.05,0.008,2
71,0.743,0.66,0.721,0.671,0.376,0.051,0.046,0.037,2
72,0.71,0.661,0.652,0.656,0.313,0.06,0.008,0.031,0
73,0.76,0.675,0.704,0.686,0.379,0.065,0.006,0.062,0
74,0.777,0.69,0.729,0.704,0.418,0.066,0.002,0.045,0
75,0.747,0.673,0.687,0.679,0.36,0.083,0.034,0.044,0
76,0.767,0.676,0.715,0.689,0.39,0.086,0.027,0.06,0
77,0.743,0.674,0.683,0.678,0.357,0.053,0.018,0.014,0
78,0.76,0.644,0.712,0.658,0.349,0.086,0.091,0.045,1
79,0.743,0.625,0.682,0.636,0.302,0.001,0.019,0.003,1
80,0.767,0.638,0.735,0.652,0.36,0.005,0.004,0.038,1
81,0.767,0.649,0.726,0.664,0.367,0.015,0.01,0.011,1
82,0.763,0.653,0.715,0.668,0.363,0.007,0.009,0.031,1
83,0.77,0.648,0.737,0.663,0.374,0.013,0.013,0.021,1
84,0.737,0.644,0.661,0.65,0.305,0.052,0.015,0.069,5
85,0.717,0.607,0.628,0.613,0.235,0.058,0.09,0.04,5
86,0.72,0.648,0.648,0.648,0.295,0.011,0.068,0.032,5
87,0.74,0.646,0.666,0.653,0.311,0.026,0.035,0.076,5
88,0.763,0.655,0.699,0.668,0.351,0.013,0.021,0.041,5
89,0.767,0.695,0.705,0.699,0.399,0.049,0.012,0.054,5
90,0.717,0.632,0.672,0.639,0.301,0.011,0.004,0.03,4
91,0.73,0.663,0.689,0.671,0.351,0.113,0.092,0.145,4
92,0.72,0.624,0.681,0.63,0.299,0.019,0.003,0.052,4
93,0.71,0.619,0.663,0.625,0.278,0.009,0.025,0.068,4
94,0.727,0.674,0.685,0.679,0.359,0.002,0.026,0.033,4
95,0.757,0.672,0.735,0.685,0.403,0.006,0.029,0.028,4
96,0.683,0.601,0.639,0.603,0.238,0.033,0.026,0.05,6
97,0.707,0.624,0.677,0.628,0.296,0.079,0.063,0.011,6
98,0.717,0.643,0.688,0.65,0.328,0.111,0.095,0.024,6
99,0.733,0.649,0.724,0.656,0.365,0.049,0.02,0.002,6
100,0.697,0.602,0.666,0.601,0.261,0.089,0.076,0.032,6
101,0.75,0.692,0.728,0.701,0.418,0.064,0.042,0.056,6
102,0.737,0.627,0.717,0.634,0.332,0.034,0.017,0.035,18
103,0.763,0.691,0.735,0.703,0.423,0.06,0.002,0.007,18
104,0.757,0.675,0.729,0.688,0.401,0.005,0.077,0.005,18
105,0.773,0.706,0.746,0.719,0.451,0.046,0.042,0.058,18
106,0.77,0.712,0.738,0.722,0.45,0.059,0.026,0.057,18
107,0.74,0.654,0.705,0.665,0.356,0.015,0.036,0.018,18
108,0.787,0.705,0.74,0.718,0.444,0.07,0.055,0.011,19
109,0.74,0.648,0.673,0.656,0.32,0.009,0.03,0.035,19
110,0.75,0.669,0.688,0.676,0.357,0.017,0.045,0.041,19
111,0.773,0.714,0.72,0.717,0.434,0.029,0.071,0.048,19
112,0.777,0.688,0.727,0.701,0.413,0.053,0.046,0.012,19
113,0.78,0.711,0.729,0.719,0.44,0.016,0.014,0.022,19
114,0.793,0.69,0.754,0.708,0.439,0.007,0.043,0.013,7
115,0.78,0.703,0.725,0.712,0.427,0.047,0.015,0.022,7
116,0.773,0.646,0.729,0.662,0.366,0.053,0.036,0.025,7
117,0.783,0.705,0.73,0.715,0.434,0.014,0.06,0.02,7
118,0.75,0.634,0.681,0.645,0.311,0.028,0.001,0.023,7
119,0.797,0.696,0.758,0.714,0.45,0.051,0.014,0.037,7
