,Accuracy,Recall,Precision,F1,MCC,SPD,AOD,EOD,Run
92,0.859,0.662,0.78,0.695,0.427,0.085,0.058,0.087,3
93,0.858,0.659,0.778,0.691,0.42,0.077,0.04,0.05,3
94,0.857,0.674,0.766,0.703,0.43,0.088,0.035,0.027,3
95,0.85,0.657,0.75,0.685,0.396,0.074,0.031,0.031,3
96,0.853,0.652,0.757,0.681,0.395,0.064,0.026,0.026,19
97,0.798,0.699,0.667,0.68,0.365,0.12,0.053,0.022,19
98,0.853,0.658,0.757,0.687,0.402,0.079,0.034,0.023,19
99,0.856,0.666,0.762,0.695,0.417,0.066,0.018,0.006,19
100,0.816,0.651,0.671,0.66,0.322,0.08,0.039,0.033,19
101,0.827,0.689,0.696,0.692,0.384,0.085,0.019,0.015,19
102,0.861,0.66,0.762,0.691,0.41,0.071,0.043,0.061,18
103,0.863,0.674,0.766,0.704,0.43,0.082,0.051,0.067,18
104,0.845,0.685,0.717,0.698,0.4,0.086,0.038,0.033,18
105,0.861,0.687,0.754,0.712,0.436,0.065,0.016,0.012,18
106,0.798,0.649,0.641,0.644,0.289,0.105,0.065,0.058,18
107,0.794,0.649,0.637,0.643,0.286,0.094,0.063,0.07,18
108,0.858,0.67,0.783,0.703,0.439,0.085,0.069,0.12,8
109,0.857,0.673,0.775,0.704,0.436,0.103,0.089,0.142,8
110,0.853,0.684,0.759,0.71,0.436,0.107,0.08,0.115,8
111,0.853,0.677,0.759,0.704,0.428,0.094,0.058,0.077,8
112,0.861,0.662,0.803,0.697,0.443,0.07,0.046,0.08,8
113,0.846,0.683,0.74,0.704,0.419,0.102,0.072,0.102,8
114,0.844,0.66,0.72,0.681,0.375,0.064,0.03,0.038,9
115,0.858,0.639,0.778,0.672,0.394,0.064,0.044,0.065,9
116,0.86,0.661,0.77,0.693,0.417,0.072,0.046,0.068,9
117,0.801,0.701,0.667,0.68,0.366,0.105,0.036,0.004,9
118,0.856,0.669,0.754,0.696,0.414,0.08,0.047,0.06,9
119,0.857,0.678,0.752,0.704,0.424,0.095,0.07,0.099,9
