,Accuracy,Recall,Precision,F1,MCC,SPD,AOD,EOD,Run
0,0.847,0.653,0.735,0.679,0.379,0.084,0.061,0.084,7
1,0.85,0.651,0.742,0.679,0.383,0.071,0.036,0.038,7
2,0.856,0.667,0.758,0.696,0.416,0.09,0.068,0.097,7
3,0.844,0.664,0.725,0.686,0.384,0.094,0.063,0.077,7
4,0.854,0.655,0.756,0.685,0.399,0.077,0.061,0.094,7
5,0.845,0.646,0.73,0.671,0.366,0.078,0.053,0.07,7
6,0.863,0.684,0.768,0.712,0.444,0.087,0.062,0.091,10
7,0.784,0.643,0.628,0.635,0.271,0.048,0.002,0.018,10
8,0.862,0.682,0.765,0.71,0.439,0.083,0.066,0.106,10
9,0.851,0.667,0.736,0.691,0.397,0.072,0.038,0.046,10
10,0.858,0.67,0.757,0.699,0.419,0.086,0.065,0.096,10
11,0.856,0.666,0.75,0.693,0.407,0.066,0.026,0.024,10
12,0.858,0.665,0.774,0.696,0.424,0.079,0.057,0.088,11
13,0.852,0.665,0.749,0.692,0.405,0.096,0.078,0.114,11
14,0.852,0.658,0.754,0.687,0.401,0.085,0.052,0.06,11
15,0.79,0.645,0.639,0.642,0.284,0.092,0.052,0.042,11
16,0.86,0.661,0.783,0.694,0.427,0.087,0.065,0.095,11
17,0.856,0.669,0.764,0.698,0.422,0.093,0.062,0.079,11
18,0.862,0.647,0.774,0.68,0.402,0.055,0.01,0.001,6
19,0.862,0.66,0.768,0.692,0.414,0.081,0.055,0.079,6
20,0.864,0.656,0.779,0.69,0.418,0.056,0.011,0.004,6
21,0.866,0.669,0.779,0.702,0.435,0.06,0.01,0.002,6
22,0.856,0.627,0.761,0.656,0.364,0.048,0.012,0.007,6
23,0.864,0.666,0.772,0.698,0.426,0.057,0.006,0.005,6
24,0.859,0.668,0.76,0.697,0.417,0.082,0.061,0.083,4
25,0.855,0.683,0.743,0.705,0.422,0.092,0.06,0.07,4
26,0.843,0.675,0.716,0.691,0.389,0.094,0.057,0.058,4
27,0.861,0.661,0.77,0.693,0.417,0.068,0.042,0.057,4
28,0.861,0.656,0.775,0.688,0.414,0.06,0.039,0.058,4
29,0.787,0.648,0.633,0.639,0.281,0.101,0.059,0.041,4
30,0.794,0.644,0.643,0.644,0.287,0.071,0.028,0.017,13
31,0.841,0.664,0.722,0.685,0.382,0.071,0.027,0.023,13
32,0.834,0.652,0.705,0.671,0.353,0.101,0.091,0.135,13
33,0.852,0.625,0.776,0.655,0.372,0.059,0.04,0.059,13
34,0.827,0.662,0.692,0.674,0.353,0.07,0.021,0.008,13
35,0.856,0.648,0.777,0.68,0.405,0.072,0.05,0.075,13
36,0.856,0.649,0.771,0.681,0.402,0.057,0.02,0.022,12
37,0.857,0.669,0.766,0.699,0.423,0.074,0.052,0.086,12
38,0.856,0.66,0.763,0.69,0.411,0.063,0.02,0.018,12
39,0.865,0.672,0.792,0.707,0.448,0.066,0.036,0.059,12
40,0.859,0.644,0.788,0.678,0.408,0.053,0.024,0.037,12
41,0.856,0.687,0.755,0.712,0.437,0.088,0.055,0.08,12
42,0.858,0.673,0.756,0.701,0.421,0.084,0.059,0.086,5
43,0.865,0.672,0.78,0.705,0.439,0.094,0.085,0.136,5
44,0.858,0.65,0.767,0.681,0.4,0.079,0.06,0.089,5
45,0.865,0.679,0.778,0.71,0.446,0.089,0.071,0.111,5
46,0.851,0.675,0.734,0.697,0.405,0.092,0.076,0.119,5
47,0.795,0.64,0.637,0.639,0.278,0.099,0.073,0.084,5
48,0.86,0.67,0.772,0.701,0.43,0.067,0.032,0.045,1
49,0.868,0.682,0.795,0.716,0.463,0.069,0.033,0.05,1
50,0.85,0.672,0.739,0.696,0.406,0.08,0.028,0.016,1
51,0.864,0.673,0.787,0.707,0.446,0.067,0.032,0.048,1
52,0.793,0.652,0.644,0.648,0.296,0.107,0.07,0.07,1
53,0.858,0.639,0.787,0.673,0.4,0.05,0.018,0.023,1
54,0.86,0.675,0.784,0.708,0.446,0.09,0.074,0.115,16
55,0.814,0.655,0.676,0.664,0.33,0.104,0.074,0.084,16
56,0.854,0.662,0.771,0.693,0.419,0.075,0.058,0.094,16
57,0.852,0.663,0.761,0.692,0.412,0.091,0.071,0.101,16
58,0.852,0.672,0.76,0.7,0.422,0.081,0.052,0.072,16
59,0.791,0.643,0.643,0.643,0.286,0.094,0.071,0.089,16
60,0.796,0.654,0.642,0.647,0.295,0.118,0.081,0.079,17
61,0.866,0.674,0.78,0.706,0.441,0.08,0.056,0.083,17
62,0.857,0.689,0.744,0.711,0.43,0.093,0.056,0.066,17
63,0.791,0.665,0.643,0.652,0.307,0.067,0.007,0.028,17
64,0.857,0.677,0.745,0.701,0.417,0.093,0.061,0.075,17
65,0.853,0.661,0.739,0.687,0.392,0.075,0.046,0.059,17
66,0.861,0.65,0.773,0.682,0.405,0.062,0.047,0.077,0
67,0.861,0.66,0.77,0.692,0.416,0.07,0.046,0.066,0
68,0.856,0.684,0.745,0.707,0.425,0.076,0.037,0.042,0
69,0.86,0.647,0.771,0.679,0.398,0.077,0.068,0.105,0
70,0.856,0.659,0.748,0.687,0.398,0.083,0.063,0.088,0
71,0.867,0.686,0.779,0.717,0.455,0.082,0.06,0.093,0
72,0.86,0.695,0.759,0.719,0.45,0.097,0.05,0.051,2
73,0.837,0.661,0.705,0.678,0.363,0.076,0.044,0.058,2
74,0.859,0.663,0.768,0.694,0.418,0.061,0.014,0.004,2
75,0.858,0.661,0.765,0.692,0.413,0.072,0.027,0.017,2
76,0.825,0.677,0.687,0.682,0.364,0.09,0.043,0.038,2
77,0.854,0.67,0.75,0.696,0.412,0.073,0.032,0.034,2
78,0.859,0.668,0.764,0.698,0.422,0.084,0.057,0.077,15
79,0.859,0.653,0.772,0.685,0.408,0.068,0.04,0.051,15
80,0.851,0.621,0.758,0.65,0.354,0.068,0.063,0.1,15
81,0.851,0.662,0.739,0.687,0.394,0.077,0.052,0.072,15
82,0.86,0.653,0.775,0.686,0.41,0.081,0.072,0.113,15
83,0.798,0.638,0.64,0.639,0.278,0.063,0.031,0.032,15
84,0.841,0.672,0.706,0.686,0.376,0.099,0.077,0.102,14
85,0.861,0.672,0.756,0.7,0.419,0.081,0.038,0.03,14
86,0.855,0.653,0.743,0.68,0.385,0.074,0.043,0.046,14
87,0.786,0.641,0.627,0.633,0.267,0.094,0.06,0.053,14
88,0.845,0.678,0.714,0.693,0.39,0.088,0.057,0.068,14
89,0.866,0.673,0.775,0.704,0.436,0.078,0.054,0.074,14
90,0.811,0.687,0.677,0.682,0.364,0.1,0.039,0.024,3
91,0.857,0.653,0.777,0.685,0.412,0.071,0.027,0.026,3
