,Accuracy,Recall,Precision,F1,MCC,SPD,AOD,EOD,Run
30,0.893,0.649,0.796,0.689,0.421,0.154,0.113,0.146,3
31,0.891,0.707,0.762,0.729,0.466,0.222,0.16,0.195,3
32,0.883,0.734,0.74,0.737,0.474,0.225,0.135,0.129,3
33,0.9,0.715,0.791,0.745,0.5,0.2,0.135,0.172,3
34,0.876,0.735,0.725,0.73,0.46,0.198,0.095,0.059,3
35,0.878,0.764,0.732,0.746,0.495,0.246,0.133,0.102,3
36,0.897,0.666,0.797,0.706,0.444,0.213,0.164,0.208,7
37,0.901,0.713,0.79,0.743,0.497,0.244,0.171,0.205,7
38,0.899,0.663,0.809,0.705,0.449,0.18,0.129,0.169,7
39,0.901,0.719,0.791,0.747,0.504,0.225,0.143,0.16,7
40,0.897,0.709,0.778,0.736,0.482,0.216,0.13,0.128,7
41,0.898,0.672,0.796,0.711,0.452,0.176,0.116,0.142,7
42,0.878,0.727,0.723,0.725,0.45,0.224,0.114,0.072,6
43,0.903,0.694,0.805,0.732,0.486,0.221,0.158,0.202,6
44,0.905,0.724,0.798,0.754,0.517,0.199,0.11,0.122,6
45,0.899,0.746,0.775,0.759,0.52,0.268,0.168,0.17,6
46,0.899,0.69,0.789,0.725,0.469,0.238,0.193,0.275,6
47,0.901,0.697,0.797,0.733,0.484,0.207,0.14,0.177,6
48,0.9,0.67,0.794,0.709,0.447,0.18,0.122,0.148,4
49,0.89,0.733,0.746,0.739,0.478,0.198,0.084,0.039,4
50,0.906,0.733,0.791,0.757,0.521,0.197,0.096,0.083,4
51,0.883,0.743,0.73,0.736,0.473,0.214,0.091,0.034,4
52,0.884,0.734,0.731,0.732,0.465,0.198,0.083,0.038,4
53,0.9,0.685,0.787,0.72,0.461,0.162,0.078,0.058,4
54,0.899,0.682,0.79,0.719,0.46,0.198,0.14,0.174,5
55,0.898,0.731,0.771,0.748,0.5,0.238,0.145,0.14,5
56,0.901,0.745,0.777,0.759,0.521,0.201,0.098,0.085,5
57,0.896,0.654,0.786,0.692,0.419,0.194,0.166,0.24,5
58,0.895,0.688,0.768,0.718,0.449,0.16,0.086,0.088,5
59,0.901,0.717,0.781,0.743,0.494,0.221,0.138,0.145,5
60,0.897,0.679,0.794,0.717,0.46,0.189,0.131,0.173,10
61,0.893,0.665,0.779,0.701,0.429,0.203,0.153,0.199,10
62,0.901,0.729,0.789,0.754,0.515,0.215,0.129,0.153,10
63,0.9,0.716,0.788,0.745,0.499,0.189,0.108,0.135,10
64,0.898,0.675,0.803,0.715,0.46,0.156,0.098,0.135,10
65,0.902,0.736,0.79,0.759,0.523,0.198,0.105,0.122,10
66,0.905,0.748,0.79,0.767,0.537,0.18,0.074,0.069,8
67,0.903,0.737,0.789,0.759,0.523,0.175,0.078,0.084,8
68,0.893,0.654,0.777,0.691,0.413,0.194,0.15,0.196,8
69,0.896,0.716,0.769,0.738,0.483,0.195,0.114,0.136,8
70,0.896,0.739,0.765,0.751,0.503,0.189,0.082,0.066,8
71,0.901,0.706,0.79,0.738,0.489,0.201,0.128,0.158,8
72,0.899,0.724,0.788,0.75,0.508,0.239,0.149,0.167,9
73,0.899,0.691,0.806,0.73,0.484,0.204,0.137,0.181,9
74,0.898,0.664,0.819,0.707,0.458,0.171,0.121,0.176,9
75,0.89,0.702,0.764,0.727,0.462,0.231,0.147,0.156,9
76,0.898,0.735,0.782,0.755,0.515,0.248,0.154,0.173,9
77,0.901,0.729,0.796,0.756,0.521,0.257,0.169,0.197,9
78,0.88,0.726,0.725,0.725,0.451,0.191,0.065,0.023,11
79,0.906,0.722,0.802,0.753,0.517,0.19,0.106,0.115,11
80,0.9,0.75,0.774,0.761,0.524,0.215,0.095,0.044,11
81,0.899,0.637,0.827,0.681,0.424,0.155,0.126,0.187,11
82,0.873,0.717,0.71,0.713,0.427,0.243,0.16,0.164,11
83,0.898,0.647,0.809,0.689,0.426,0.171,0.139,0.203,11
84,0.893,0.701,0.752,0.722,0.451,0.202,0.114,0.126,13
85,0.901,0.677,0.79,0.715,0.453,0.169,0.092,0.104,13
86,0.902,0.662,0.803,0.703,0.443,0.192,0.14,0.2,13
87,0.895,0.713,0.758,0.732,0.469,0.264,0.167,0.164,13
88,0.905,0.712,0.792,0.743,0.498,0.195,0.109,0.141,13
89,0.88,0.72,0.72,0.72,0.44,0.222,0.101,0.047,13
90,0.89,0.735,0.757,0.745,0.491,0.226,0.117,0.097,12
91,0.898,0.742,0.778,0.758,0.518,0.207,0.089,0.058,12
92,0.897,0.706,0.787,0.737,0.486,0.196,0.102,0.091,12
93,0.892,0.682,0.776,0.715,0.448,0.2,0.117,0.105,12
94,0.893,0.714,0.769,0.737,0.48,0.215,0.116,0.101,12
95,0.886,0.685,0.75,0.71,0.43,0.223,0.146,0.151,12
96,0.895,0.638,0.796,0.678,0.404,0.173,0.154,0.234,16
97,0.879,0.759,0.727,0.741,0.485,0.246,0.148,0.157,16
98,0.89,0.627,0.768,0.663,0.37,0.152,0.134,0.207,16
99,0.9,0.682,0.794,0.719,0.463,0.188,0.155,0.244,16
100,0.897,0.665,0.789,0.703,0.437,0.167,0.135,0.211,16
101,0.899,0.674,0.793,0.712,0.452,0.176,0.137,0.204,16
102,0.897,0.645,0.798,0.686,0.416,0.153,0.121,0.179,17
103,0.902,0.735,0.781,0.755,0.514,0.183,0.097,0.114,17
104,0.903,0.688,0.803,0.727,0.477,0.162,0.111,0.164,17
105,0.897,0.645,0.802,0.686,0.418,0.136,0.095,0.131,17
106,0.907,0.738,0.795,0.762,0.53,0.197,0.104,0.106,17
107,0.903,0.703,0.794,0.737,0.489,0.164,0.096,0.123,17
108,0.894,0.659,0.786,0.697,0.427,0.175,0.123,0.178,15
109,0.875,0.705,0.718,0.711,0.423,0.229,0.129,0.106,15
110,0.892,0.732,0.758,0.744,0.49,0.238,0.126,0.105,15
111,0.887,0.716,0.747,0.73,0.462,0.25,0.15,0.143,15
112,0.889,0.675,0.758,0.705,0.425,0.199,0.128,0.146,15
113,0.892,0.65,0.779,0.687,0.409,0.176,0.118,0.144,15
114,0.889,0.641,0.761,0.675,0.384,0.185,0.139,0.168,14
115,0.896,0.652,0.788,0.691,0.419,0.182,0.141,0.195,14
116,0.889,0.636,0.758,0.67,0.374,0.187,0.144,0.174,14
117,0.9,0.725,0.78,0.748,0.501,0.2,0.098,0.08,14
118,0.896,0.723,0.765,0.741,0.486,0.201,0.099,0.078,14
119,0.901,0.705,0.789,0.737,0.487,0.199,0.116,0.122,14
