accuracy,recall,precision,f1,mcc,spd,aod,eod
0.727,0.626,0.695,0.632,0.313,0.136,0.118,0.056
0.73,0.671,0.689,0.678,0.36,0.133,0.061,0.133
0.753,0.643,0.765,0.652,0.389,0.074,0.031,0.028
0.76,0.667,0.751,0.68,0.409,0.126,0.073,0.084
0.737,0.636,0.714,0.644,0.341,0.084,0.032,0.07
0.77,0.666,0.79,0.68,0.439,0.058,0.004,0.012
0.743,0.633,0.741,0.64,0.358,0.068,0.015,0.06
0.74,0.646,0.714,0.656,0.354,0.116,0.069,0.079
0.727,0.669,0.685,0.675,0.353,0.113,0.074,0.033
0.753,0.686,0.721,0.696,0.405,0.108,0.042,0.075
0.763,0.672,0.755,0.686,0.418,0.092,0.04,0.038
0.76,0.661,0.758,0.674,0.408,0.104,0.056,0.052
0.767,0.655,0.8,0.667,0.432,0.084,0.05,0.003
0.753,0.648,0.754,0.659,0.388,0.096,0.066,0.013
0.76,0.648,0.786,0.658,0.411,0.012,0.056,0.019
0.767,0.666,0.775,0.68,0.427,0.085,0.04,0.021
0.723,0.626,0.687,0.633,0.307,0.063,0.018,0.041
0.743,0.67,0.708,0.681,0.377,0.109,0.06,0.052
0.767,0.666,0.775,0.68,0.427,0.057,0.001,0.021
0.71,0.608,0.665,0.612,0.267,0.002,0.05,0.011
0.727,0.672,0.685,0.677,0.356,0.031,0.015,0.043
0.763,0.666,0.762,0.68,0.417,0.055,0.012,0.017
0.753,0.645,0.759,0.655,0.388,0.063,0.018,0.021
0.753,0.659,0.739,0.671,0.39,0.097,0.047,0.054
0.743,0.635,0.737,0.643,0.358,0.0,0.053,0.017
0.773,0.684,0.77,0.7,0.446,0.101,0.054,0.022
0.737,0.684,0.697,0.689,0.381,0.169,0.129,0.079
0.733,0.674,0.693,0.68,0.366,0.095,0.04,0.048
0.74,0.636,0.725,0.644,0.349,0.071,0.045,0.008
0.767,0.666,0.775,0.68,0.427,0.057,0.001,0.021
0.763,0.691,0.738,0.703,0.426,0.062,0.01,0.034
0.753,0.648,0.754,0.659,0.388,0.081,0.027,0.06
0.747,0.659,0.721,0.671,0.375,0.109,0.057,0.071
0.76,0.667,0.751,0.68,0.409,0.083,0.02,0.061
0.72,0.615,0.685,0.62,0.292,0.032,0.019,0.033
0.75,0.643,0.75,0.652,0.378,0.0,0.05,0.033
0.74,0.636,0.725,0.644,0.349,0.085,0.047,0.038
0.757,0.645,0.775,0.655,0.4,0.064,0.023,0.012
0.753,0.651,0.75,0.662,0.388,0.085,0.044,0.029
0.733,0.668,0.693,0.676,0.361,0.058,0.002,0.016
0.767,0.666,0.775,0.68,0.427,0.157,0.116,0.09
0.727,0.639,0.688,0.648,0.324,0.002,0.073,0.02
0.707,0.622,0.657,0.628,0.276,0.034,0.017,0.03
0.72,0.664,0.677,0.669,0.34,0.088,0.037,0.042
0.76,0.693,0.73,0.705,0.422,0.021,0.042,0.033
0.757,0.64,0.79,0.647,0.403,0.071,0.038,0.003
0.743,0.638,0.733,0.647,0.359,0.062,0.018,0.022
0.763,0.701,0.733,0.712,0.433,0.121,0.054,0.075
0.767,0.663,0.78,0.677,0.428,0.067,0.012,0.028
0.77,0.679,0.766,0.695,0.437,0.092,0.025,0.068
0.757,0.651,0.763,0.662,0.398,0.072,0.038,0.002
0.76,0.658,0.762,0.671,0.408,0.042,0.015,0.013
0.727,0.631,0.692,0.639,0.317,0.144,0.105,0.11
0.737,0.628,0.723,0.634,0.338,0.087,0.049,0.045
0.747,0.638,0.746,0.646,0.368,0.049,0.003,0.013
0.727,0.647,0.686,0.656,0.331,0.067,0.013,0.044
0.75,0.646,0.746,0.656,0.378,0.076,0.033,0.029
0.75,0.673,0.72,0.684,0.39,0.116,0.06,0.073
0.723,0.621,0.69,0.626,0.303,0.031,0.102,0.01
0.747,0.643,0.737,0.653,0.369,0.1,0.052,0.068
0.747,0.643,0.737,0.653,0.369,0.1,0.061,0.045
0.757,0.653,0.758,0.665,0.398,0.062,0.015,0.013
0.787,0.724,0.766,0.737,0.488,0.151,0.073,0.11
0.703,0.6,0.653,0.603,0.248,0.016,0.033,0.027
0.75,0.64,0.755,0.649,0.378,0.068,0.027,0.021
0.737,0.63,0.72,0.637,0.339,0.062,0.025,0.015
0.73,0.626,0.704,0.632,0.32,0.095,0.061,0.047
0.76,0.658,0.762,0.671,0.408,0.085,0.037,0.037
0.747,0.641,0.741,0.649,0.368,0.053,0.001,0.029
0.757,0.653,0.758,0.665,0.398,0.091,0.038,0.06
0.757,0.651,0.763,0.662,0.398,0.029,0.015,0.025
0.757,0.656,0.754,0.668,0.398,0.066,0.022,0.006
0.76,0.653,0.773,0.665,0.409,0.077,0.032,0.028
0.753,0.643,0.765,0.652,0.389,0.045,0.008,0.018
0.74,0.628,0.737,0.633,0.347,0.059,0.023,0.013
0.757,0.651,0.763,0.662,0.398,0.101,0.07,0.021
0.743,0.638,0.733,0.647,0.359,0.062,0.018,0.022
0.747,0.638,0.746,0.646,0.368,0.077,0.035,0.037
0.743,0.63,0.746,0.636,0.358,0.036,0.006,0.002
0.757,0.653,0.758,0.665,0.398,0.062,0.015,0.013
0.747,0.638,0.746,0.646,0.368,0.034,0.008,0.01
0.743,0.643,0.726,0.653,0.36,0.055,0.012,0.008
0.743,0.638,0.733,0.647,0.359,0.091,0.06,0.022
0.75,0.643,0.75,0.652,0.378,0.087,0.046,0.037
0.753,0.651,0.75,0.662,0.388,0.085,0.044,0.029
0.747,0.646,0.734,0.656,0.369,0.032,0.025,0.015
0.763,0.666,0.762,0.68,0.417,0.084,0.035,0.029
0.763,0.653,0.789,0.664,0.421,0.064,0.017,0.019
0.757,0.648,0.769,0.658,0.399,0.068,0.03,0.005
0.76,0.661,0.758,0.674,0.408,0.06,0.003,0.029
0.757,0.645,0.775,0.655,0.4,0.064,0.032,0.011
0.757,0.653,0.758,0.665,0.398,0.047,0.006,0.013
0.74,0.646,0.714,0.656,0.354,0.101,0.067,0.033
0.747,0.638,0.746,0.646,0.368,0.092,0.047,0.06
0.757,0.656,0.754,0.668,0.398,0.123,0.087,0.052
0.737,0.633,0.717,0.641,0.34,0.066,0.023,0.031
0.75,0.643,0.75,0.652,0.378,0.058,0.023,0.01
0.753,0.64,0.771,0.648,0.39,0.002,0.052,0.034
0.727,0.615,0.705,0.618,0.307,0.077,0.045,0.038
0.757,0.648,0.769,0.658,0.399,0.054,0.0,0.028
0.77,0.671,0.779,0.686,0.437,0.08,0.031,0.021
0.75,0.648,0.742,0.659,0.379,0.08,0.031,0.045
0.74,0.641,0.719,0.65,0.351,0.064,0.02,0.024
0.737,0.628,0.723,0.634,0.338,0.029,0.015,0.001
0.767,0.663,0.78,0.677,0.428,0.096,0.054,0.028
0.753,0.643,0.765,0.652,0.389,0.059,0.019,0.005
0.743,0.627,0.752,0.632,0.358,0.017,0.034,0.005
0.757,0.664,0.743,0.677,0.4,0.135,0.09,0.077
0.747,0.638,0.746,0.646,0.368,0.15,0.12,0.083
0.733,0.641,0.701,0.651,0.337,0.091,0.051,0.041
0.743,0.641,0.729,0.65,0.359,0.08,0.037,0.038
0.76,0.653,0.773,0.665,0.409,0.077,0.032,0.028
0.767,0.704,0.738,0.715,0.44,0.068,0.007,0.036
0.733,0.625,0.715,0.631,0.328,0.11,0.069,0.084
0.743,0.662,0.712,0.673,0.371,0.112,0.059,0.073
0.747,0.651,0.728,0.662,0.371,0.04,0.02,0.024
0.743,0.625,0.758,0.628,0.359,0.042,0.0,0.012
0.743,0.633,0.741,0.64,0.358,0.126,0.089,0.083
0.747,0.638,0.746,0.646,0.368,0.063,0.024,0.013
0.76,0.669,0.747,0.683,0.409,0.029,0.028,0.015
0.757,0.656,0.754,0.668,0.398,0.066,0.013,0.029
0.75,0.656,0.732,0.668,0.381,0.034,0.03,0.024
0.767,0.674,0.762,0.689,0.427,0.068,0.021,0.001
0.76,0.669,0.747,0.683,0.409,0.072,0.016,0.031
0.74,0.633,0.728,0.64,0.348,0.081,0.04,0.045
0.737,0.628,0.723,0.634,0.338,0.072,0.029,0.045
0.733,0.639,0.703,0.648,0.335,0.043,0.0,0.002
0.757,0.653,0.758,0.665,0.398,0.047,0.006,0.013
0.74,0.641,0.719,0.65,0.351,0.008,0.056,0.045
0.733,0.66,0.694,0.669,0.353,0.104,0.044,0.083
0.743,0.652,0.718,0.662,0.364,0.067,0.016,0.033
0.747,0.622,0.787,0.623,0.374,0.039,0.008,0.013
0.753,0.654,0.746,0.665,0.389,0.017,0.043,0.001
0.753,0.691,0.719,0.701,0.41,0.13,0.059,0.106
0.75,0.654,0.735,0.665,0.38,0.059,0.004,0.031
0.76,0.656,0.767,0.668,0.408,0.081,0.039,0.021
0.773,0.684,0.77,0.7,0.446,0.101,0.054,0.022
0.75,0.656,0.732,0.668,0.381,0.135,0.097,0.07
0.747,0.651,0.728,0.662,0.371,0.083,0.033,0.047
0.767,0.671,0.766,0.686,0.427,0.079,0.034,0.006
0.733,0.666,0.693,0.674,0.358,0.112,0.05,0.092
0.753,0.664,0.734,0.677,0.392,0.091,0.032,0.063
0.743,0.646,0.723,0.656,0.361,0.102,0.054,0.07
0.74,0.652,0.714,0.662,0.361,0.085,0.071,0.068
0.637,0.538,0.552,0.534,0.09,0.07,0.07,0.059
0.667,0.616,0.618,0.617,0.234,0.1,0.111,0.041
0.727,0.621,0.705,0.625,0.315,0.115,0.106,0.097
0.723,0.6,0.725,0.595,0.3,0.03,0.007,0.049
0.733,0.634,0.712,0.641,0.337,0.065,0.066,0.021
0.737,0.665,0.701,0.675,0.365,0.035,0.019,0.017
0.72,0.621,0.686,0.627,0.301,0.07,0.053,0.068
0.74,0.636,0.731,0.644,0.355,0.1,0.096,0.066
0.717,0.624,0.677,0.63,0.297,0.045,0.026,0.046
0.707,0.59,0.672,0.586,0.25,0.04,0.053,0.017
0.74,0.626,0.75,0.629,0.354,0.065,0.054,0.049
0.737,0.636,0.719,0.644,0.346,0.025,0.004,0.029
0.747,0.649,0.736,0.659,0.375,0.02,0.009,0.036
0.733,0.629,0.718,0.635,0.335,0.1,0.09,0.082
0.71,0.614,0.667,0.618,0.276,0.085,0.076,0.069
0.737,0.665,0.701,0.675,0.365,0.065,0.031,0.086
0.74,0.673,0.705,0.682,0.376,0.05,0.022,0.056
0.75,0.649,0.748,0.659,0.384,0.05,0.049,0.005
0.743,0.641,0.735,0.65,0.365,0.02,0.01,0.003
0.713,0.648,0.669,0.654,0.316,0.06,0.06,0.012
0.723,0.632,0.688,0.639,0.315,0.015,0.02,0.038
0.733,0.639,0.707,0.648,0.34,0.0,0.013,0.016
0.707,0.622,0.66,0.628,0.279,0.025,0.014,0.01
0.74,0.636,0.731,0.644,0.355,0.145,0.141,0.112
0.703,0.604,0.657,0.606,0.255,0.05,0.037,0.046
0.743,0.649,0.726,0.659,0.367,0.095,0.086,0.067
0.727,0.618,0.708,0.622,0.314,0.065,0.051,0.059
0.73,0.66,0.691,0.669,0.35,0.07,0.046,0.072
0.747,0.646,0.74,0.656,0.375,0.03,0.003,0.043
