gen,nevals,avg,std,min,max
0,50,[0.8142  0.08186],[0.01139825 0.01034217],[0.787 0.049],[0.829 0.101]
1,4,[0.8182 0.0836],[0.00854166 0.00739189],[0.802 0.075],[0.826 0.096]
2,5,[0.8194 0.0826],[0.00935094 0.00615142],[0.801 0.073],[0.826 0.092]
3,4,[0.8206 0.0852],[0.01180847 0.00526878],[0.797 0.078],[0.827 0.092]
4,5,[0.812  0.0852],[0.01758408 0.00738647],[0.789 0.077],[0.827 0.098]
5,4,[0.8238 0.0782],[0.00643117 0.00910824],[0.811 0.065],[0.828 0.093]
6,5,[0.8274 0.0802],[0.0008     0.00607947],[0.826 0.07 ],[0.828 0.086]
7,4,[0.8232 0.076 ],[0.00783326 0.00424264],[0.808 0.07 ],[0.83  0.082]
8,4,[0.8282 0.0776],[0.00116619 0.00646838],[0.827 0.071],[0.83 0.09]
9,4,[0.8208 0.0758],[0.01147868 0.01351148],[0.798 0.05 ],[0.829 0.087]
10,5,[0.8254 0.0788],[0.00205913 0.01368795],[0.823 0.058],[0.829 0.097]
11,3,[0.8242 0.0772],[0.00271293 0.01419014],[0.82  0.058],[0.828 0.1  ]
12,4,[0.8178 0.084 ],[0.00337046 0.01050714],[0.812 0.073],[0.821 0.099]
13,1,[0.822  0.0748],[0.00303315 0.00183303],[0.82  0.073],[0.828 0.078]
14,3,[0.826  0.0754],[0.00209762 0.00422374],[0.823 0.067],[0.828 0.078]
15,2,[0.8266 0.0782],[0.00195959 0.00411825],[0.823 0.072],[0.828 0.085]
16,5,[0.8266 0.0836],[0.002498   0.00618385],[0.824 0.075],[0.83  0.093]
17,5,[0.8208 0.0798],[0.00411825 0.00411825],[0.815 0.072],[0.827 0.084]
18,4,[0.8154 0.0822],[0.00492341 0.00470744],[0.807 0.076],[0.821 0.089]
19,5,[0.8134 0.0788],[0.00840476 0.00884081],[0.804 0.07 ],[0.829 0.095]
20,5,[0.8084 0.0764],[0.00349857 0.01030728],[0.803 0.065],[0.812 0.089]
21,5,[0.8072 0.0762],[0.0040694 0.0123677],[0.803 0.059],[0.812 0.094]
22,5,[0.8036 0.0838],[0.00445421 0.00842378],[0.799 0.071],[0.812 0.092]
23,3,[0.805  0.0896],[0.00477493 0.00531413],[0.801 0.079],[0.814 0.093]
24,4,[0.808  0.0818],[0.0073212  0.00633719],[0.801 0.073],[0.821 0.092]
25,4,[0.8048 0.0768],[0.00172047 0.00611228],[0.802 0.065],[0.807 0.082]
