gen,nevals,avg,std,min,max
0,50,[0.8174  0.07686],[0.00989141 0.0203902 ],[0.789 0.054],[0.834 0.208]
1,5,[0.818  0.0648],[0.00562139 0.00617738],[0.814 0.055],[0.829 0.072]
2,5,[0.8188 0.0716],[0.0103034  0.00830903],[0.807 0.057],[0.83  0.082]
3,4,[0.8206 0.0732],[0.00786384 0.00541849],[0.809 0.063],[0.83  0.079]
4,5,[0.825 0.072],[0.00609918 0.00532917],[0.813 0.062],[0.829 0.077]
5,3,[0.824  0.0692],[0.00554977 0.00453431],[0.813 0.064],[0.828 0.076]
6,4,[0.823 0.075],[0.00509902 0.00689928],[0.813 0.068],[0.827 0.088]
7,4,[0.8206 0.0834],[0.00845222 0.00863944],[0.81  0.071],[0.829 0.098]
8,4,[0.8224 0.0798],[0.00900222 0.00534416],[0.811 0.071],[0.832 0.086]
9,3,[0.8264 0.0784],[0.00682935 0.00458694],[0.813 0.071],[0.832 0.084]
10,5,[0.825 0.076],[0.00586515 0.00789937],[0.814 0.062],[0.83  0.083]
11,4,[0.823  0.0744],[0.00536656 0.00765768],[0.814 0.062],[0.83  0.082]
12,4,[0.8258 0.0736],[0.00474974 0.00781281],[0.817 0.06 ],[0.83  0.082]
13,3,[0.8272 0.0736],[0.00466476 0.00705975],[0.818 0.062],[0.83  0.082]
14,4,[0.829 0.072],[0.00167332 0.0055857 ],[0.826 0.064],[0.831 0.079]
15,1,[0.8286 0.0734],[0.00233238 0.00574804],[0.826 0.064],[0.832 0.079]
16,4,[0.8248 0.0748],[0.00453431 0.00713863],[0.816 0.062],[0.829 0.081]
17,4,[0.8222 0.0676],[0.0065238  0.00913455],[0.81  0.054],[0.829 0.079]
18,4,[0.8222 0.0682],[0.00673498 0.00116619],[0.809 0.067],[0.828 0.07 ]
19,5,[0.8184 0.0744],[0.01034601 0.01187603],[0.805 0.06 ],[0.829 0.088]
20,5,[0.8214 0.0714],[0.0058515  0.00665132],[0.811 0.064],[0.827 0.082]
21,3,[0.8262 0.072 ],[0.00342929 0.01178134],[0.821 0.05 ],[0.831 0.082]
22,5,[0.8238 0.074 ],[0.00453431 0.00850882],[0.818 0.058],[0.831 0.083]
23,4,[0.8228 0.0676],[0.00231517 0.00567803],[0.82 0.06],[0.826 0.077]
24,5,[0.8224 0.0762],[0.00412795 0.0056356 ],[0.816 0.07 ],[0.828 0.083]
25,4,[0.825  0.0772],[0.00562139 0.00767854],[0.818 0.067],[0.833 0.088]
