gen,nevals,avg,std,min,max
0,50,[0.81764 0.0753 ],[0.00982193 0.00927631],[0.793 0.053],[0.835 0.095]
1,3,[0.8174 0.0722],[0.01214249 0.00487442],[0.795 0.065],[0.832 0.079]
2,5,[0.8174 0.073 ],[0.01256344 0.00589915],[0.793 0.066],[0.829 0.081]
3,3,[0.8094 0.0726],[0.01342535 0.00445421],[0.793 0.066],[0.822 0.078]
4,4,[0.8172 0.0774],[0.01485126 0.00747262],[0.79  0.068],[0.834 0.087]
5,5,[0.8188 0.0702],[0.0124964  0.00617738],[0.796 0.064],[0.831 0.081]
6,3,[0.8064 0.0746],[0.01583161 0.00755248],[0.789 0.067],[0.827 0.085]
7,3,[0.822 0.077],[0.01438054 0.00681175],[0.794 0.067],[0.833 0.086]
8,4,[0.8256 0.0776],[0.00731027 0.01100182],[0.812 0.063],[0.832 0.089]
9,4,[0.8272 0.0768],[0.00611228 0.00503587],[0.817 0.07 ],[0.834 0.083]
10,5,[0.83   0.0742],[0.004      0.00691086],[0.822 0.062],[0.832 0.08 ]
11,4,[0.8318 0.0696],[0.00074833 0.00542586],[0.831 0.062],[0.833 0.077]
12,3,[0.831  0.0702],[0.00189737 0.00842378],[0.828 0.062],[0.833 0.083]
13,4,[0.8274 0.0724],[0.00387814 0.00900222],[0.821 0.059],[0.831 0.086]
14,5,[0.8258 0.0734],[0.00556417 0.0026533 ],[0.819 0.069],[0.831 0.077]
15,4,[0.8234 0.0766],[0.00895768 0.0032619 ],[0.809 0.073],[0.832 0.081]
16,5,[0.8272 0.0686],[0.00630555 0.00338231],[0.815 0.064],[0.832 0.073]
17,4,[0.8294 0.0662],[0.00300666 0.0069685 ],[0.824 0.054],[0.833 0.075]
18,4,[0.8274 0.0712],[0.0051614  0.00601332],[0.819 0.063],[0.833 0.078]
19,3,[0.8242 0.0736],[0.0049558  0.00538888],[0.819 0.064],[0.833 0.079]
20,3,[0.823  0.0788],[0.00481664 0.00854166],[0.819 0.072],[0.832 0.092]
21,4,[0.823  0.0728],[0.00404969 0.00970361],[0.819 0.06 ],[0.83  0.089]
22,2,[0.8244 0.0756],[0.00387814 0.00538888],[0.82  0.069],[0.831 0.085]
23,5,[0.826  0.0712],[0.00589915 0.00752064],[0.818 0.057],[0.833 0.078]
24,4,[0.823  0.0648],[0.00357771 0.00874986],[0.818 0.053],[0.828 0.075]
25,4,[0.824  0.0672],[0.00228035 0.00491528],[0.822 0.061],[0.828 0.075]
