gen,nevals,avg,std,min,max
0,50,[0.81662 0.07628],[0.00809417 0.01241618],[0.794 0.051],[0.828 0.098]
1,4,[0.818  0.0868],[0.00669328 0.0059127 ],[0.805 0.076],[0.824 0.094]
2,4,[0.8182 0.0768],[0.00630555 0.00722219],[0.806 0.068],[0.824 0.086]
3,4,[0.8146 0.1044],[0.00755248 0.05089047],[0.805 0.075],[0.823 0.206]
4,4,[0.8094 0.0772],[0.0058515  0.00957914],[0.804 0.064],[0.817 0.089]
5,2,[0.808  0.0746],[0.00704273 0.01046136],[0.804 0.063],[0.822 0.09 ]
6,5,[0.809  0.0682],[0.00995992 0.0142464 ],[0.799 0.055],[0.827 0.095]
7,4,[0.8158 0.08  ],[0.0084947  0.01444991],[0.806 0.059],[0.826 0.096]
8,5,[0.8146 0.0982],[0.00821219 0.05742264],[0.804 0.052],[0.825 0.21 ]
9,4,[0.8092 0.1056],[0.00396989 0.06119673],[0.804 0.052],[0.815 0.224]
10,4,[0.8088 0.105 ],[0.00754718 0.05724334],[0.795 0.067],[0.817 0.218]
11,4,[0.81   0.0866],[0.00363318 0.00542586],[0.807 0.08 ],[0.817 0.094]
12,4,[0.8152 0.087 ],[0.00719444 0.00712741],[0.808 0.075],[0.828 0.094]
13,5,[0.8176 0.1112],[0.00773563 0.05012943],[0.81  0.077],[0.828 0.21 ]
14,5,[0.8134 0.1032],[0.0051614  0.05208992],[0.804 0.061],[0.819 0.204]
15,2,[0.8152 0.108 ],[0.00773046 0.04986783],[0.804 0.061],[0.828 0.204]
16,2,[0.8168 0.0796],[0.00968297 0.01262696],[0.804 0.061],[0.828 0.096]
17,4,[0.8152 0.0756],[0.01070327 0.00987117],[0.803 0.065],[0.829 0.09 ]
18,4,[0.823  0.0762],[0.01005982 0.00611228],[0.803 0.065],[0.829 0.082]
19,5,[0.8278 0.073 ],[0.00132665 0.00489898],[0.826 0.068],[0.83  0.082]
20,5,[0.827  0.0764],[0.00141421 0.00682935],[0.825 0.069],[0.829 0.089]
21,4,[0.8252 0.0766],[0.00248193 0.00731027],[0.821 0.068],[0.828 0.089]
22,3,[0.8238 0.0758],[0.0031241  0.00538145],[0.819 0.068],[0.828 0.084]
23,3,[0.8176 0.078 ],[0.01367626 0.00374166],[0.791 0.074],[0.828 0.084]
24,5,[0.8166 0.0814],[0.01281562 0.00293939],[0.791 0.078],[0.824 0.085]
25,5,[0.8118 0.0738],[0.0142183 0.0064   ],[0.793 0.062],[0.825 0.079]
