,Accuracy,Recall,Precision,F1,MCC,SPD,AOD,EOD,Run
0,0.777,0.666,0.777,0.683,0.429,0.211,0.113,0.105,16
1,0.77,0.661,0.76,0.677,0.409,0.154,0.055,0.042,16
2,0.767,0.686,0.731,0.699,0.415,0.127,0.011,0.041,16
3,0.78,0.693,0.756,0.709,0.445,0.2,0.084,0.121,16
4,0.763,0.675,0.729,0.689,0.4,0.098,0.013,0.001,16
5,0.743,0.685,0.696,0.689,0.381,0.038,0.164,0.076,16
6,0.753,0.665,0.713,0.677,0.375,0.07,0.036,0.012,16
7,0.747,0.678,0.7,0.686,0.377,0.014,0.104,0.054,16
8,0.727,0.557,0.818,0.523,0.27,0.001,0.037,0.005,16
9,0.693,0.5,0.347,0.409,0.0,0.0,0.0,0.0,16
10,0.747,0.699,0.702,0.7,0.401,0.009,0.031,0.033,17
11,0.72,0.65,0.665,0.655,0.314,0.012,0.027,0.025,17
12,0.693,0.5,0.347,0.409,0.0,0.0,0.0,0.0,17
13,0.77,0.686,0.738,0.7,0.42,0.017,0.075,0.025,15
14,0.773,0.697,0.739,0.71,0.434,0.015,0.047,0.006,15
15,0.763,0.696,0.722,0.705,0.417,0.013,0.041,0.021,15
16,0.693,0.5,0.347,0.409,0.0,0.0,0.0,0.0,15
17,0.757,0.691,0.722,0.701,0.413,0.047,0.039,0.007,14
18,0.76,0.705,0.725,0.712,0.429,0.005,0.029,0.025,14
19,0.713,0.668,0.67,0.669,0.338,0.03,0.042,0.065,14
20,0.73,0.661,0.687,0.669,0.347,0.186,0.191,0.114,14
21,0.71,0.599,0.663,0.601,0.255,0.09,0.068,0.106,14
22,0.68,0.5,0.34,0.405,0.0,0.0,0.0,0.0,14
23,0.78,0.689,0.785,0.707,0.465,0.14,0.085,0.054,10
24,0.76,0.658,0.762,0.671,0.408,0.098,0.046,0.054,10
25,0.737,0.665,0.698,0.675,0.362,0.049,0.109,0.078,10
26,0.723,0.674,0.682,0.678,0.356,0.033,0.104,0.024,10
27,0.677,0.5,0.338,0.404,0.0,0.0,0.0,0.0,10
28,0.733,0.636,0.71,0.644,0.338,0.157,0.131,0.15,11
