,Accuracy,Recall,Precision,F1,MCC,SPD,AOD,EOD,Run
53,0.667,0.658,0.666,0.658,0.324,0.172,0.148,0.068,6
54,0.663,0.653,0.663,0.652,0.316,0.186,0.153,0.111,6
55,0.665,0.655,0.665,0.655,0.32,0.175,0.138,0.109,6
56,0.659,0.647,0.66,0.646,0.307,0.12,0.077,0.077,6
57,0.659,0.647,0.661,0.646,0.308,0.111,0.066,0.071,6
58,0.654,0.642,0.657,0.639,0.298,0.123,0.086,0.068,6
59,0.652,0.639,0.654,0.637,0.292,0.097,0.059,0.046,6
60,0.647,0.633,0.651,0.629,0.284,0.071,0.034,0.023,6
61,0.649,0.634,0.654,0.629,0.288,0.032,0.01,0.006,6
62,0.66,0.649,0.662,0.647,0.31,0.124,0.082,0.076,6
63,0.648,0.633,0.654,0.628,0.286,0.02,0.021,0.021,6
64,0.651,0.637,0.655,0.634,0.292,0.063,0.024,0.015,6
65,0.65,0.635,0.656,0.631,0.29,0.056,0.016,0.015,6
66,0.575,0.57,0.571,0.57,0.141,0.028,0.053,0.043,6
67,0.542,0.5,0.271,0.352,0.0,0.0,0.0,0.0,6
68,0.669,0.663,0.671,0.662,0.334,0.19,0.155,0.112,18
69,0.668,0.662,0.67,0.661,0.332,0.123,0.089,0.041,18
70,0.668,0.66,0.673,0.658,0.332,0.076,0.037,0.009,18
71,0.669,0.661,0.674,0.659,0.334,0.093,0.057,0.016,18
72,0.663,0.653,0.671,0.65,0.324,0.067,0.032,0.007,18
73,0.638,0.626,0.652,0.616,0.276,0.007,0.024,0.049,18
74,0.629,0.617,0.638,0.609,0.254,0.046,0.034,0.054,18
75,0.615,0.6,0.631,0.583,0.229,0.091,0.123,0.119,18
76,0.617,0.602,0.634,0.585,0.234,0.027,0.016,0.06,18
77,0.539,0.536,0.537,0.536,0.073,0.058,0.068,0.013,18
78,0.531,0.5,0.266,0.347,0.0,0.0,0.0,0.0,18
79,0.661,0.652,0.66,0.652,0.313,0.069,0.015,0.04,4
80,0.663,0.653,0.665,0.652,0.319,0.11,0.056,0.077,4
81,0.662,0.653,0.662,0.653,0.315,0.061,0.006,0.027,4
82,0.666,0.658,0.665,0.658,0.323,0.119,0.062,0.092,4
83,0.655,0.646,0.656,0.644,0.302,0.047,0.008,0.024,4
84,0.655,0.645,0.656,0.643,0.301,0.048,0.009,0.03,4
85,0.653,0.642,0.656,0.639,0.298,0.008,0.047,0.012,4
86,0.654,0.643,0.657,0.641,0.3,0.058,0.002,0.038,4
87,0.649,0.635,0.658,0.63,0.292,0.005,0.06,0.021,4
88,0.555,0.548,0.55,0.547,0.098,0.018,0.023,0.058,4
89,0.656,0.65,0.655,0.65,0.305,0.062,0.032,0.013,5
90,0.656,0.646,0.657,0.645,0.303,0.041,0.007,0.014,5
91,0.655,0.645,0.657,0.644,0.302,0.032,0.004,0.019,5
92,0.538,0.5,0.269,0.35,0.0,0.0,0.0,0.0,5
93,0.666,0.658,0.666,0.657,0.323,0.181,0.152,0.138,16
94,0.666,0.658,0.666,0.658,0.323,0.135,0.106,0.091,16
95,0.666,0.652,0.674,0.649,0.325,0.002,0.035,0.029,16
96,0.666,0.652,0.677,0.647,0.327,0.021,0.055,0.044,16
97,0.659,0.646,0.666,0.642,0.311,0.012,0.045,0.032,16
98,0.659,0.645,0.667,0.641,0.311,0.016,0.047,0.042,16
99,0.658,0.649,0.658,0.648,0.307,0.06,0.033,0.016,16
100,0.54,0.5,0.27,0.351,0.0,0.0,0.0,0.0,16
101,0.672,0.664,0.671,0.664,0.335,0.185,0.156,0.076,8
102,0.665,0.654,0.667,0.653,0.32,0.145,0.114,0.049,8
103,0.672,0.663,0.671,0.663,0.334,0.242,0.219,0.124,8
104,0.669,0.658,0.67,0.658,0.328,0.128,0.1,0.018,8
105,0.669,0.659,0.671,0.658,0.329,0.142,0.108,0.047,8
106,0.658,0.646,0.66,0.645,0.306,0.098,0.066,0.01,8
107,0.65,0.643,0.647,0.643,0.29,0.13,0.104,0.037,8
108,0.636,0.625,0.635,0.624,0.26,0.065,0.037,0.009,8
109,0.632,0.622,0.63,0.621,0.252,0.061,0.015,0.032,8
110,0.647,0.634,0.648,0.632,0.282,0.097,0.072,0.007,8
111,0.643,0.629,0.647,0.625,0.276,0.066,0.042,0.02,8
112,0.62,0.611,0.616,0.61,0.227,0.096,0.064,0.05,8
113,0.614,0.596,0.62,0.584,0.214,0.011,0.008,0.054,8
114,0.555,0.55,0.551,0.55,0.101,0.122,0.126,0.062,8
115,0.661,0.655,0.657,0.656,0.312,0.176,0.143,0.112,9
116,0.665,0.659,0.661,0.66,0.32,0.159,0.129,0.084,9
117,0.656,0.644,0.653,0.644,0.298,0.034,0.066,0.1,9
118,0.549,0.5,0.275,0.355,0.0,0.0,0.0,0.0,9
119,0.659,0.651,0.656,0.652,0.307,0.181,0.153,0.102,17
120,0.657,0.651,0.653,0.651,0.304,0.123,0.09,0.054,17
121,0.659,0.652,0.656,0.652,0.307,0.09,0.059,0.015,17
122,0.652,0.641,0.649,0.641,0.29,0.056,0.034,0.032,17
123,0.649,0.637,0.648,0.636,0.285,0.022,0.005,0.053,17
124,0.65,0.638,0.648,0.637,0.286,0.03,0.007,0.055,17
125,0.641,0.627,0.64,0.625,0.267,0.02,0.009,0.04,17
126,0.548,0.5,0.274,0.354,0.0,0.0,0.0,0.0,17
127,0.659,0.651,0.659,0.651,0.309,0.215,0.206,0.091,15
128,0.66,0.651,0.66,0.651,0.31,0.227,0.22,0.096,15
129,0.658,0.65,0.658,0.649,0.307,0.173,0.164,0.049,15
130,0.655,0.646,0.655,0.645,0.3,0.146,0.133,0.035,15
131,0.656,0.647,0.656,0.646,0.303,0.169,0.159,0.05,15
132,0.648,0.639,0.648,0.638,0.287,0.113,0.108,0.013,15
133,0.654,0.646,0.654,0.645,0.299,0.165,0.155,0.049,15
134,0.636,0.627,0.635,0.626,0.262,0.135,0.111,0.08,15
135,0.655,0.647,0.655,0.646,0.302,0.15,0.14,0.033,15
136,0.641,0.629,0.645,0.625,0.273,0.017,0.004,0.08,15
137,0.646,0.635,0.647,0.633,0.281,0.064,0.054,0.045,15
138,0.645,0.633,0.648,0.63,0.281,0.056,0.05,0.065,15
139,0.643,0.629,0.65,0.624,0.279,0.009,0.001,0.099,15
140,0.607,0.587,0.621,0.567,0.205,0.012,0.003,0.05,15
141,0.553,0.55,0.55,0.55,0.1,0.006,0.006,0.008,15
142,0.539,0.5,0.27,0.35,0.0,0.0,0.0,0.0,15
143,0.67,0.662,0.667,0.662,0.329,0.189,0.161,0.106,14
144,0.679,0.669,0.676,0.67,0.345,0.139,0.108,0.055,14
145,0.675,0.666,0.672,0.667,0.339,0.177,0.146,0.098,14
146,0.676,0.668,0.673,0.669,0.341,0.187,0.155,0.109,14
147,0.67,0.659,0.668,0.66,0.328,0.114,0.084,0.036,14
148,0.66,0.644,0.663,0.642,0.306,0.041,0.008,0.017,14
149,0.618,0.597,0.617,0.589,0.213,0.056,0.043,0.008,14
150,0.563,0.558,0.559,0.558,0.117,0.056,0.063,0.099,14
151,0.551,0.5,0.275,0.355,0.0,0.0,0.0,0.0,14
152,0.69,0.678,0.691,0.678,0.369,0.189,0.16,0.102,10
153,0.69,0.677,0.693,0.678,0.37,0.147,0.113,0.075,10
154,0.683,0.667,0.689,0.666,0.355,0.072,0.04,0.002,10
155,0.688,0.673,0.693,0.673,0.366,0.108,0.075,0.034,10
156,0.682,0.666,0.689,0.665,0.354,0.083,0.052,0.011,10
157,0.684,0.671,0.686,0.671,0.356,0.124,0.094,0.047,10
158,0.684,0.668,0.691,0.666,0.358,0.079,0.043,0.016,10
159,0.668,0.649,0.678,0.645,0.326,0.017,0.009,0.057,10
160,0.677,0.661,0.682,0.66,0.342,0.055,0.03,0.03,10
161,0.675,0.657,0.684,0.654,0.341,0.017,0.01,0.06,10
162,0.677,0.66,0.684,0.658,0.343,0.041,0.013,0.039,10
163,0.658,0.643,0.659,0.642,0.302,0.068,0.043,0.002,10
164,0.63,0.608,0.639,0.596,0.245,0.053,0.021,0.041,10
165,0.581,0.543,0.606,0.482,0.135,0.008,0.012,0.036,10
166,0.549,0.5,0.275,0.355,0.0,0.0,0.0,0.0,10
167,0.676,0.665,0.678,0.665,0.343,0.124,0.082,0.059,11
168,0.674,0.664,0.673,0.665,0.338,0.183,0.148,0.103,11
169,0.673,0.662,0.674,0.662,0.335,0.102,0.064,0.03,11
170,0.671,0.66,0.672,0.66,0.332,0.078,0.041,0.003,11
171,0.675,0.665,0.674,0.666,0.34,0.098,0.059,0.026,11
172,0.677,0.667,0.679,0.667,0.346,0.131,0.089,0.064,11
173,0.667,0.656,0.667,0.656,0.323,0.069,0.034,0.009,11
174,0.676,0.666,0.676,0.666,0.342,0.092,0.052,0.018,11
175,0.67,0.659,0.673,0.658,0.331,0.076,0.038,0.005,11
176,0.657,0.643,0.664,0.639,0.305,0.003,0.029,0.067,11
177,0.578,0.548,0.589,0.504,0.131,0.027,0.021,0.009,11
178,0.576,0.547,0.586,0.503,0.127,0.021,0.014,0.012,11
179,0.543,0.5,0.272,0.352,0.0,0.0,0.0,0.0,11
180,0.676,0.664,0.674,0.665,0.338,0.197,0.173,0.116,13
181,0.669,0.661,0.664,0.662,0.325,0.168,0.143,0.095,13
182,0.666,0.658,0.661,0.659,0.319,0.051,0.009,0.022,13
183,0.667,0.657,0.662,0.658,0.32,0.046,0.007,0.009,13
184,0.665,0.653,0.662,0.653,0.314,0.012,0.052,0.043,13
185,0.619,0.599,0.616,0.593,0.213,0.008,0.027,0.048,13
186,0.673,0.662,0.671,0.663,0.334,0.217,0.191,0.13,12
187,0.673,0.662,0.672,0.662,0.333,0.167,0.139,0.086,12
188,0.669,0.658,0.668,0.658,0.325,0.163,0.135,0.084,12
189,0.669,0.659,0.667,0.66,0.326,0.122,0.096,0.037,12
190,0.668,0.653,0.67,0.652,0.323,0.089,0.062,0.009,12
191,0.656,0.64,0.659,0.637,0.298,0.057,0.025,0.003,12
192,0.66,0.643,0.663,0.64,0.305,0.088,0.066,0.003,12
193,0.614,0.599,0.609,0.596,0.207,0.012,0.014,0.018,12
194,0.536,0.532,0.532,0.532,0.064,0.058,0.061,0.085,12
195,0.543,0.542,0.541,0.541,0.083,0.007,0.01,0.043,12
196,0.55,0.5,0.275,0.355,0.0,0.0,0.0,0.0,12
