,Accuracy,Recall,Precision,F1,MCC,SPD,AOD,EOD,Run
56,0.888,0.589,0.771,0.619,0.312,0.087,0.06,0.082,4
57,0.877,0.5,0.439,0.467,0.0,0.0,0.0,0.0,4
58,0.9,0.7,0.783,0.731,0.476,0.161,0.104,0.129,0
59,0.899,0.691,0.782,0.724,0.464,0.179,0.136,0.182,0
60,0.897,0.667,0.786,0.704,0.437,0.123,0.084,0.124,0
61,0.895,0.639,0.794,0.679,0.405,0.117,0.105,0.18,0
62,0.892,0.638,0.775,0.675,0.39,0.108,0.083,0.133,0
63,0.888,0.594,0.774,0.624,0.32,0.1,0.103,0.176,0
64,0.876,0.5,0.438,0.467,0.0,0.0,0.0,0.0,0
65,0.897,0.682,0.787,0.718,0.458,0.165,0.103,0.144,1
66,0.894,0.66,0.788,0.698,0.429,0.135,0.081,0.12,1
67,0.894,0.636,0.803,0.676,0.406,0.13,0.088,0.129,1
68,0.891,0.634,0.783,0.672,0.39,0.129,0.089,0.135,1
69,0.889,0.607,0.793,0.642,0.355,0.124,0.095,0.137,1
70,0.886,0.598,0.783,0.63,0.334,0.104,0.084,0.145,1
71,0.873,0.5,0.436,0.466,0.0,0.0,0.0,0.0,1
72,0.894,0.682,0.782,0.717,0.453,0.16,0.096,0.106,3
73,0.893,0.667,0.783,0.703,0.435,0.112,0.061,0.09,3
74,0.883,0.599,0.766,0.629,0.324,0.092,0.079,0.135,3
75,0.882,0.595,0.767,0.625,0.319,0.086,0.07,0.116,3
76,0.871,0.5,0.435,0.465,0.0,0.0,0.0,0.0,3
77,0.898,0.688,0.791,0.724,0.468,0.195,0.117,0.116,2
78,0.896,0.699,0.777,0.729,0.47,0.183,0.092,0.07,2
79,0.894,0.659,0.784,0.697,0.425,0.128,0.054,0.033,2
80,0.893,0.628,0.8,0.667,0.392,0.127,0.079,0.09,2
81,0.887,0.602,0.786,0.634,0.341,0.113,0.079,0.097,2
82,0.888,0.602,0.792,0.635,0.344,0.122,0.092,0.119,2
83,0.887,0.603,0.783,0.635,0.341,0.118,0.085,0.108,2
84,0.885,0.591,0.774,0.62,0.316,0.095,0.067,0.093,2
85,0.873,0.5,0.436,0.466,0.0,0.0,0.0,0.0,2
86,0.899,0.691,0.785,0.725,0.467,0.18,0.129,0.182,16
87,0.899,0.692,0.782,0.725,0.466,0.169,0.111,0.152,16
88,0.894,0.66,0.775,0.696,0.42,0.109,0.051,0.061,16
89,0.892,0.64,0.772,0.676,0.391,0.109,0.063,0.086,16
90,0.887,0.591,0.773,0.62,0.314,0.089,0.073,0.118,16
91,0.886,0.591,0.77,0.62,0.314,0.087,0.069,0.11,16
92,0.875,0.5,0.438,0.467,0.0,0.0,0.0,0.0,16
93,0.901,0.706,0.784,0.735,0.483,0.164,0.09,0.106,17
94,0.9,0.694,0.784,0.726,0.469,0.155,0.088,0.108,17
95,0.898,0.674,0.788,0.711,0.447,0.125,0.07,0.103,17
96,0.894,0.658,0.775,0.694,0.417,0.109,0.053,0.068,17
97,0.893,0.617,0.798,0.655,0.374,0.108,0.084,0.135,17
98,0.893,0.614,0.8,0.651,0.37,0.096,0.068,0.109,17
99,0.887,0.593,0.77,0.623,0.318,0.086,0.072,0.126,17
100,0.876,0.5,0.438,0.467,0.0,0.0,0.0,0.0,17
101,0.895,0.684,0.779,0.717,0.453,0.194,0.117,0.131,15
102,0.894,0.674,0.78,0.709,0.441,0.13,0.05,0.049,15
103,0.889,0.606,0.797,0.64,0.354,0.152,0.132,0.205,15
104,0.887,0.601,0.783,0.633,0.337,0.106,0.077,0.119,15
105,0.886,0.598,0.784,0.63,0.333,0.104,0.076,0.12,15
106,0.873,0.5,0.436,0.466,0.0,0.0,0.0,0.0,15
107,0.895,0.684,0.771,0.715,0.446,0.213,0.147,0.171,14
108,0.896,0.689,0.773,0.72,0.454,0.214,0.15,0.186,14
109,0.891,0.656,0.764,0.69,0.406,0.145,0.092,0.122,14
110,0.891,0.654,0.764,0.688,0.403,0.138,0.085,0.114,14
111,0.888,0.637,0.757,0.671,0.376,0.132,0.092,0.135,14
112,0.887,0.6,0.769,0.632,0.329,0.125,0.105,0.158,14
113,0.884,0.587,0.751,0.614,0.295,0.101,0.085,0.134,14
114,0.875,0.5,0.438,0.467,0.0,0.0,0.0,0.0,14
115,0.895,0.697,0.776,0.727,0.467,0.184,0.105,0.113,10
116,0.894,0.664,0.785,0.701,0.432,0.112,0.048,0.061,10
117,0.892,0.635,0.792,0.674,0.397,0.112,0.067,0.097,10
118,0.889,0.64,0.771,0.676,0.39,0.108,0.061,0.091,10
119,0.885,0.593,0.779,0.623,0.323,0.089,0.065,0.103,10
120,0.872,0.5,0.436,0.466,0.0,0.0,0.0,0.0,10
121,0.898,0.688,0.784,0.722,0.462,0.141,0.061,0.049,11
122,0.9,0.687,0.792,0.723,0.468,0.184,0.115,0.127,11
123,0.895,0.65,0.787,0.689,0.416,0.116,0.068,0.096,11
124,0.895,0.652,0.787,0.691,0.418,0.117,0.066,0.091,11
125,0.887,0.595,0.773,0.625,0.322,0.11,0.1,0.169,11
126,0.886,0.588,0.774,0.616,0.31,0.102,0.092,0.15,11
127,0.875,0.5,0.438,0.467,0.0,0.0,0.0,0.0,11
128,0.902,0.691,0.788,0.726,0.469,0.179,0.097,0.114,13
129,0.9,0.702,0.775,0.731,0.472,0.163,0.069,0.067,13
130,0.9,0.644,0.806,0.685,0.419,0.14,0.09,0.134,13
131,0.898,0.637,0.802,0.678,0.407,0.144,0.1,0.149,13
132,0.895,0.622,0.794,0.66,0.379,0.135,0.098,0.148,13
133,0.89,0.598,0.776,0.63,0.329,0.092,0.059,0.091,13
134,0.89,0.598,0.775,0.63,0.328,0.094,0.061,0.091,13
135,0.879,0.5,0.439,0.468,0.0,0.0,0.0,0.0,13
136,0.893,0.686,0.779,0.719,0.456,0.141,0.051,0.029,12
137,0.89,0.658,0.778,0.694,0.418,0.151,0.084,0.09,12
138,0.89,0.659,0.773,0.695,0.417,0.137,0.066,0.065,12
139,0.887,0.628,0.777,0.664,0.377,0.129,0.079,0.095,12
140,0.881,0.595,0.762,0.624,0.315,0.109,0.082,0.121,12
141,0.87,0.5,0.435,0.465,0.0,0.0,0.0,0.0,12
