,Accuracy,Recall,Precision,F1,MCC,SPD,AOD,EOD,Run
0,0.895,0.668,0.782,0.705,0.436,0.157,0.111,0.136,19
1,0.895,0.667,0.778,0.703,0.431,0.161,0.115,0.138,19
2,0.894,0.659,0.777,0.695,0.419,0.12,0.068,0.075,19
3,0.893,0.656,0.774,0.692,0.414,0.12,0.068,0.073,19
4,0.89,0.65,0.766,0.684,0.399,0.107,0.058,0.065,19
5,0.885,0.592,0.769,0.622,0.315,0.105,0.093,0.135,19
6,0.874,0.5,0.437,0.466,0.0,0.0,0.0,0.0,19
7,0.898,0.687,0.779,0.72,0.457,0.191,0.124,0.136,18
8,0.898,0.697,0.776,0.727,0.466,0.172,0.092,0.083,18
9,0.895,0.669,0.773,0.703,0.429,0.135,0.058,0.032,18
10,0.891,0.642,0.768,0.678,0.39,0.141,0.09,0.1,18
11,0.891,0.643,0.766,0.679,0.391,0.138,0.084,0.089,18
12,0.888,0.592,0.781,0.622,0.321,0.117,0.104,0.157,18
13,0.876,0.5,0.438,0.467,0.0,0.0,0.0,0.0,18
14,0.895,0.677,0.795,0.715,0.457,0.179,0.109,0.124,9
15,0.894,0.679,0.79,0.715,0.455,0.187,0.12,0.15,9
16,0.896,0.679,0.797,0.717,0.461,0.175,0.105,0.126,9
17,0.892,0.651,0.796,0.69,0.423,0.131,0.073,0.095,9
18,0.886,0.595,0.809,0.626,0.342,0.098,0.075,0.124,9
19,0.885,0.595,0.808,0.626,0.342,0.098,0.075,0.124,9
20,0.884,0.595,0.79,0.625,0.331,0.094,0.07,0.115,9
21,0.869,0.5,0.435,0.465,0.0,0.0,0.0,0.0,9
22,0.898,0.684,0.786,0.719,0.459,0.141,0.064,0.065,8
23,0.896,0.681,0.779,0.715,0.449,0.131,0.052,0.045,8
24,0.892,0.657,0.771,0.692,0.413,0.134,0.087,0.132,8
25,0.896,0.663,0.785,0.701,0.431,0.131,0.066,0.074,8
26,0.893,0.644,0.781,0.682,0.403,0.1,0.047,0.067,8
27,0.889,0.621,0.771,0.656,0.362,0.096,0.059,0.091,8
28,0.874,0.5,0.437,0.466,0.0,0.0,0.0,0.0,8
29,0.9,0.693,0.794,0.728,0.476,0.178,0.102,0.113,6
30,0.901,0.699,0.794,0.734,0.484,0.179,0.104,0.123,6
31,0.895,0.657,0.786,0.695,0.423,0.127,0.071,0.095,6
32,0.893,0.649,0.784,0.687,0.411,0.128,0.08,0.114,6
33,0.893,0.65,0.781,0.687,0.41,0.123,0.071,0.098,6
34,0.891,0.633,0.779,0.67,0.386,0.118,0.079,0.12,6
35,0.886,0.597,0.771,0.628,0.324,0.114,0.098,0.158,6
36,0.874,0.5,0.437,0.466,0.0,0.0,0.0,0.0,6
37,0.901,0.696,0.798,0.732,0.483,0.181,0.106,0.12,7
38,0.897,0.669,0.797,0.708,0.448,0.159,0.107,0.15,7
39,0.896,0.662,0.795,0.702,0.438,0.139,0.083,0.11,7
40,0.892,0.641,0.787,0.679,0.401,0.125,0.077,0.1,7
41,0.891,0.614,0.805,0.651,0.373,0.135,0.109,0.16,7
42,0.888,0.599,0.798,0.632,0.344,0.119,0.098,0.144,7
43,0.886,0.596,0.781,0.627,0.329,0.107,0.088,0.138,7
44,0.873,0.5,0.436,0.466,0.0,0.0,0.0,0.0,7
45,0.898,0.699,0.778,0.729,0.47,0.172,0.091,0.085,5
46,0.894,0.656,0.775,0.692,0.414,0.122,0.066,0.082,5
47,0.889,0.64,0.757,0.674,0.379,0.109,0.06,0.076,5
48,0.887,0.595,0.772,0.625,0.321,0.093,0.07,0.105,5
49,0.876,0.5,0.438,0.467,0.0,0.0,0.0,0.0,5
50,0.898,0.679,0.779,0.713,0.446,0.17,0.092,0.079,4
51,0.897,0.658,0.783,0.696,0.423,0.116,0.044,0.028,4
52,0.894,0.663,0.766,0.697,0.416,0.111,0.035,0.017,4
53,0.893,0.636,0.775,0.672,0.386,0.11,0.048,0.034,4
54,0.892,0.609,0.786,0.643,0.352,0.118,0.083,0.106,4
55,0.891,0.598,0.789,0.631,0.337,0.107,0.073,0.09,4
