,Accuracy,Recall,Precision,F1,MCC,SPD,AOD,EOD,Run
0,0.862,0.662,0.804,0.698,0.445,0.075,0.055,0.096,8
1,0.861,0.662,0.803,0.698,0.444,0.074,0.055,0.096,8
2,0.856,0.643,0.798,0.677,0.413,0.062,0.028,0.037,8
3,0.856,0.642,0.796,0.676,0.41,0.049,0.0,0.017,8
4,0.855,0.634,0.801,0.667,0.402,0.043,0.004,0.02,8
5,0.85,0.609,0.805,0.636,0.364,0.04,0.008,0.005,8
6,0.829,0.524,0.843,0.5,0.181,0.007,0.003,0.01,8
7,0.821,0.5,0.411,0.451,0.0,0.0,0.0,0.0,8
8,0.859,0.665,0.787,0.699,0.436,0.07,0.041,0.058,16
9,0.857,0.658,0.784,0.691,0.423,0.048,0.011,0.011,16
10,0.857,0.663,0.783,0.696,0.429,0.05,0.015,0.02,16
11,0.85,0.616,0.797,0.646,0.372,0.038,0.011,0.014,16
12,0.825,0.515,0.788,0.482,0.131,0.004,0.002,0.007,16
13,0.822,0.5,0.411,0.451,0.0,0.0,0.0,0.0,16
14,0.866,0.664,0.786,0.698,0.433,0.059,0.017,0.013,17
15,0.858,0.63,0.774,0.662,0.378,0.052,0.022,0.024,17
16,0.857,0.621,0.771,0.651,0.363,0.05,0.024,0.027,17
17,0.847,0.553,0.817,0.555,0.258,0.025,0.026,0.047,17
18,0.834,0.5,0.417,0.455,0.0,0.0,0.0,0.0,17
19,0.86,0.664,0.768,0.695,0.419,0.055,0.019,0.027,9
20,0.858,0.645,0.772,0.677,0.398,0.052,0.023,0.033,9
21,0.858,0.643,0.775,0.675,0.396,0.05,0.023,0.036,9
22,0.856,0.637,0.77,0.668,0.384,0.039,0.001,0.012,9
23,0.852,0.61,0.77,0.638,0.345,0.04,0.018,0.026,9
24,0.846,0.567,0.797,0.578,0.282,0.022,0.008,0.011,9
25,0.842,0.542,0.825,0.536,0.233,0.022,0.021,0.036,9
26,0.83,0.5,0.415,0.454,0.0,0.0,0.0,0.0,9
