,Accuracy,Recall,Precision,F1,MCC,SPD,AOD,EOD,Run
86,0.753,0.692,0.717,0.701,0.408,0.017,0.045,0.032,18
87,0.753,0.692,0.717,0.701,0.408,0.033,0.023,0.032,18
88,0.753,0.678,0.721,0.69,0.397,0.002,0.071,0.001,18
89,0.753,0.667,0.727,0.679,0.389,0.088,0.034,0.053,18
90,0.72,0.651,0.673,0.658,0.323,0.005,0.066,0.008,18
91,0.703,0.63,0.651,0.636,0.281,0.0,0.055,0.004,18
92,0.777,0.668,0.722,0.683,0.386,0.088,0.041,0.086,9
93,0.773,0.692,0.713,0.7,0.404,0.104,0.052,0.098,9
94,0.757,0.654,0.689,0.665,0.341,0.073,0.017,0.09,9
95,0.757,0.677,0.691,0.682,0.367,0.104,0.06,0.094,9
96,0.727,0.5,0.363,0.421,0.0,0.0,0.0,0.0,9
97,0.793,0.722,0.761,0.736,0.482,0.048,0.101,0.08,8
98,0.77,0.715,0.726,0.72,0.441,0.085,0.131,0.127,8
99,0.783,0.718,0.744,0.728,0.462,0.0,0.046,0.041,8
100,0.787,0.721,0.749,0.731,0.469,0.064,0.014,0.032,8
101,0.7,0.5,0.35,0.412,0.0,0.0,0.0,0.0,8
