,Accuracy,Recall,Precision,F1,MCC,SPD,AOD,EOD,Run
0,0.849,0.757,0.818,0.78,0.572,0.159,0.065,0.068,7
1,0.847,0.755,0.812,0.776,0.564,0.167,0.081,0.094,7
2,0.846,0.751,0.813,0.774,0.561,0.156,0.066,0.073,7
3,0.845,0.749,0.813,0.772,0.559,0.147,0.05,0.045,7
4,0.842,0.738,0.814,0.763,0.547,0.109,0.011,0.053,7
5,0.827,0.7,0.804,0.728,0.493,0.077,0.048,0.118,7
6,0.821,0.682,0.801,0.71,0.468,0.039,0.105,0.212,7
7,0.749,0.5,0.375,0.428,0.0,0.0,0.0,0.0,7
8,0.849,0.754,0.815,0.776,0.565,0.152,0.055,0.053,17
9,0.848,0.752,0.814,0.775,0.563,0.15,0.05,0.045,17
10,0.846,0.743,0.816,0.768,0.554,0.131,0.02,0.006,17
11,0.835,0.723,0.802,0.748,0.518,0.126,0.021,0.007,17
12,0.836,0.725,0.802,0.75,0.521,0.131,0.032,0.012,17
13,0.831,0.712,0.797,0.738,0.502,0.088,0.037,0.1,17
14,0.829,0.703,0.801,0.731,0.494,0.09,0.031,0.093,17
15,0.832,0.711,0.803,0.738,0.505,0.107,0.003,0.045,17
16,0.832,0.719,0.796,0.743,0.508,0.097,0.026,0.081,17
17,0.83,0.709,0.797,0.735,0.498,0.082,0.045,0.111,17
18,0.826,0.69,0.802,0.718,0.479,0.059,0.076,0.162,17
19,0.826,0.691,0.801,0.72,0.48,0.064,0.066,0.146,17
20,0.76,0.572,0.661,0.574,0.215,0.028,0.185,0.365,17
21,0.752,0.5,0.376,0.429,0.0,0.0,0.0,0.0,17
22,0.851,0.759,0.817,0.781,0.574,0.163,0.063,0.061,16
23,0.851,0.757,0.818,0.78,0.572,0.159,0.059,0.054,16
24,0.847,0.748,0.814,0.772,0.558,0.143,0.039,0.024,16
25,0.843,0.733,0.815,0.76,0.542,0.104,0.022,0.075,16
26,0.832,0.711,0.799,0.738,0.503,0.089,0.04,0.107,16
27,0.757,0.58,0.652,0.586,0.222,0.061,0.055,0.179,16
28,0.753,0.5,0.377,0.43,0.0,0.0,0.0,0.0,16
